Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,Vel,10thVel,90thVel,MxVel,VelRange,HorzBrk,VertBrk,IndVertBrk,Spin,MxSpin,RelX,RelZ,Extension,EffectVel,HorzRelAngle,VertRelAngle,PlateVel,HorzApprAngle,VertApprAngle,PVX,PVZ
1,1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,15,1235,92.7,88.9,96.3,99.5,7.4,0.4,-28.2,4.0,2554.1,3154.5,-21.2,74.6,6.25,92.7,-2.26,-1.81,85.1,-2.18,-7.04,4.7,-15.3
2,1099691264,R. Quick,Riley Quick,Quick,Riley,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,14,1069,92.4,85.8,98.0,99.5,12.2,7.8,-26.4,6.1,2295.3,2947.9,-31.1,70.2,6.42,92.5,-3.69,-1.52,84.6,-2.27,-6.44,4.7,-13.9
3,1313524992,E. Marmie,Ethan Marmie,Marmie,Ethan,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,1098,92.3,86.3,95.7,97.4,9.5,11.7,-21.6,11.7,2155.4,2560.9,-19.8,81.8,5.88,91.6,-2.71,-2.92,84.0,-0.61,-6.95,1.1,-14.8
4,1085416704,L. Doyle,Liam Doyle,Doyle,Liam,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,19,1601,91.9,83.1,97.5,100.4,14.4,-6.3,-21.2,12.6,2204.5,2714.5,8.0,69.4,5.72,91.1,1.32,-1.40,83.9,0.19,-5.36,-0.3,-11.3
5,1238201856,M. Witherspoon,Malachi Witherspoon,Witherspoon,Malachi,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,15,1331,91.9,81.8,97.3,100.3,15.5,5.3,-28.7,4.8,2463.7,3204.1,-26.1,62.6,6.03,91.4,-2.86,-0.59,84.0,-1.73,-5.66,3.5,-12.0
6,1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,16,1464,91.7,83.3,97.5,100.1,14.2,8.0,-22.0,12.4,2338.0,2874.0,-18.4,70.5,5.54,90.4,-2.42,-2.07,83.6,-0.98,-6.15,1.9,-13.0
7,1204946432,P. Forbes,Patrick Forbes,Forbes,Patrick,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,15,1376,91.7,81.9,96.8,100.0,14.9,8.0,-23.6,10.4,2501.5,2754.8,-25.6,63.5,5.94,91.0,-3.18,-0.81,83.3,-1.74,-5.21,3.5,-10.9
8,1287363584,M. Phillips,Marcus Phillips,Phillips,Marcus,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,17,1412,91.5,83.9,97.5,100.8,13.6,0.3,-27.1,6.0,2649.4,3580.6,-32.7,62.9,6.29,91.5,-2.85,-0.81,84.2,-2.79,-5.86,5.9,-12.5
9,1238202112,K. Witherspoon,Kyson Witherspoon,Witherspoon,Kyson,P,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,16,1568,91.2,84.1,97.1,99.3,13.1,1.3,-25.2,9.5,2391.9,2868.3,-18.9,69.1,5.54,89.9,-2.01,-1.50,83.2,-1.63,-5.97,3.3,-12.5
10,1176066304,J. Middleton,JB Middleton,Middleton,JB,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,16,1538,91.1,85.9,95.1,97.3,9.2,5.3,-20.9,12.6,2211.0,2836.2,-22.2,68.1,6.23,91.0,-2.63,-1.73,83.2,-1.68,-5.67,3.5,-12.0
11,1254299136,J. Flora,Jackson Flora,Flora,Jackson,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,13,1204,90.9,81.4,97.7,100.3,16.3,-1.9,-22.4,12.1,2504.5,2948.0,-24.4,68.3,6.32,90.9,-2.16,-1.30,82.0,-2.49,-5.54,5.0,-11.4
12,1192860928,J. Phipps,Jackson Phipps,Phipps,Jackson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,L,15,1257,90.8,84.0,94.1,96.2,10.1,-8.7,-23.1,10.0,2216.0,3415.1,27.7,73.9,6.63,91.4,3.22,-1.64,83.3,1.64,-6.00,-3.3,-12.7
13,1279324160,J. Ellwanger,James Ellwanger,Ellwanger,James,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,1196,90.7,81.3,97.2,100.0,15.9,1.5,-29.2,5.2,2413.4,3049.5,-24.8,76.0,6.05,90.3,-2.40,-1.56,83.2,-2.14,-6.96,4.4,-14.6
14,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,19,1531,90.6,86.3,94.8,97.0,8.5,4.2,-23.6,10.8,2488.2,3207.3,-10.1,73.9,5.92,90.0,-1.44,-2.06,82.7,-0.68,-6.46,1.3,-13.6
15,1093159424,B. Curley,Brian Curley,Curley,Brian,P,University of Georgia,UGA,226,Georgia,BBC,R,R,17,1096,90.5,82.0,96.7,99.5,14.7,0.9,-26.9,8.2,2635.3,3014.8,-21.0,63.8,5.63,89.3,-2.21,-0.86,82.6,-2.04,-5.83,4.2,-12.1
16,1204808114,R. Lynch,Ryan Lynch,Lynch,Ryan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,27,1031,90.5,83.2,95.2,97.1,11.9,5.8,-27.6,6.9,2605.9,3002.1,-28.8,58.7,6.11,90.2,-3.31,-0.09,82.1,-2.25,-5.24,4.5,-11.0
17,1239129600,D. Thompson,Danny Thompson,Thompson,Danny,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,23,1134,90.4,84.5,94.3,96.0,9.9,2.3,-23.3,11.8,2493.6,2784.4,-18.7,64.1,5.43,89.0,-2.02,-1.09,82.6,-1.61,-5.39,3.3,-11.3
18,1310590208,M. Heuer,Mac Heuer,Heuer,Mac,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,1034,90.2,83.0,95.2,98.2,12.2,1.0,-22.5,12.2,2428.2,2853.4,-31.9,76.9,5.85,89.4,-2.88,-2.58,83.1,-2.70,-6.75,5.7,-14.2
19,1269484032,A. Steinhaus,Andrew Steinhaus,Steinhaus,Andrew,P,Radford University,RAD,730267392,Radford,BBC,R,R,20,1013,90.2,87.1,92.8,94.9,5.7,7.9,-24.5,10.5,2401.1,3309.6,-13.5,72.1,5.74,89.3,-2.07,-1.39,82.0,-0.65,-5.95,1.2,-12.4
20,1330730752,D. Vigue,Dylan Vigue,Vigue,Dylan,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,1028,90.1,84.0,94.4,97.2,10.4,7.3,-30.3,3.9,2422.3,2901.1,-43.6,64.3,6.39,90.2,-4.39,-0.84,82.4,-3.08,-6.48,6.3,-13.7
21,1239087872,T. Bremner,Tyler Bremner,Bremner,Tyler,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,14,1257,90.1,83.7,96.3,98.4,12.6,12.5,-23.0,12.8,2287.3,2720.2,-30.2,69.4,5.70,89.0,-3.96,-1.38,81.0,-1.72,-5.70,3.4,-11.6
22,1142994176,L. Peterson,Liam Peterson,Peterson,Liam,P,University of Florida,FLA,730168320,Florida,BBC,R,R,16,1262,90.0,82.9,96.7,99.3,13.8,3.3,-23.5,11.6,2425.4,3114.7,-20.9,77.4,5.94,89.4,-2.38,-2.41,82.2,-1.79,-6.78,3.6,-14.1
23,1342168677,C. Scolari,Cal Scolari,Scolari,Cal,P,University of San Diego,USD,5320,San Diego,BBC,R,R,15,1305,89.9,82.6,94.1,96.5,11.5,2.5,-19.9,14.7,2396.0,2808.8,-8.2,71.6,6.24,89.8,-1.07,-1.88,81.8,-0.63,-5.65,1.2,-11.7
24,1279325440,G. Gaeckle,Gabe Gaeckle,Gaeckle,Gabe,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,19,1255,89.9,81.3,96.3,98.5,14.9,1.7,-27.9,7.0,2557.1,3214.5,-13.9,63.2,6.05,89.5,-1.59,-0.81,82.2,-1.28,-5.98,2.5,-12.4
25,1580729364,T. Valincius,Tomas Valincius,Valincius,Tomas,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,13,1020,89.8,83.1,95.0,96.8,11.9,-9.6,-29.1,6.5,2276.4,2867.0,26.8,64.8,5.65,88.7,3.15,-0.95,81.7,1.44,-6.33,-2.8,-13.2
26,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,1167,89.8,82.6,94.5,98.5,11.9,-1.8,-27.7,7.6,2537.6,3128.7,26.4,61.8,5.69,88.8,2.49,-0.23,82.1,2.15,-5.34,-4.4,-11.1
27,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,15,1418,89.8,83.0,94.5,97.5,11.5,11.0,-26.4,8.2,2342.0,2724.9,-32.7,54.4,6.28,89.7,-3.88,-0.17,81.8,-1.90,-5.12,3.7,-10.7
28,1286570752,J. Kartsonas,Jack Kartsonas,Kartsonas,Jack,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,20,1126,89.7,82.6,94.2,95.9,11.6,8.9,-26.7,8.1,1965.0,2437.5,-26.3,65.1,6.22,89.7,-3.37,-1.20,82.1,-1.80,-6.12,3.6,-12.7
29,1278775808,C. Montgomery,Cade Montgomery,Montgomery,Cade,P,Utah Tech University,UTU,730318592,Utah Tech,BBC,R,R,10,906,89.7,84.4,93.2,96.5,8.8,1.5,-23.3,11.1,2098.9,2533.5,-27.9,64.7,6.33,89.7,-2.64,-1.30,82.1,-2.36,-5.68,4.9,-11.9
30,1238148096,C. Flukey,Cameron Flukey,Flukey,Cameron,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,18,1520,89.7,76.5,96.5,98.3,20.0,5.0,-24.4,11.0,2199.5,3185.4,-11.2,71.8,6.33,89.7,-1.70,-1.69,81.7,-0.79,-6.27,1.4,-12.7
31,1265428992,T. Chadwick,Tyrelle Chadwick,Chadwick,Tyrelle,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,14,1207,89.7,81.9,93.7,96.1,11.8,13.3,-28.5,6.6,1884.8,3397.9,-16.6,70.5,6.11,89.3,-2.54,-1.48,81.6,-0.15,-6.78,0.1,-14.1
32,1738764358,L. Mack,Landon Mack,Mack,Landon,P,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,15,1223,89.6,80.2,94.7,96.8,14.5,10.9,-26.5,8.9,2288.9,2650.9,-19.0,68.3,5.98,89.0,-2.99,-1.24,81.5,-1.04,-6.19,1.9,-12.8
33,1404806932,E. Young,Ethan Young,Young,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,23,1206,89.6,82.8,96.0,98.7,13.2,9.0,-27.5,8.7,2382.3,2759.5,-13.5,69.7,5.64,88.4,-2.16,-1.28,80.9,-0.54,-6.39,0.9,-13.0
34,1301147904,B. Owens,Braylon Owens,Owens,Braylon,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,21,1535,89.5,83.0,93.6,95.7,10.6,5.8,-20.8,13.6,2338.9,2891.4,-19.6,66.1,6.61,90.1,-2.29,-1.50,81.6,-1.24,-5.45,2.4,-11.2
35,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,1589,89.4,81.2,94.1,96.1,12.9,-7.2,-25.6,9.8,2230.7,2843.0,23.2,64.7,6.09,89.1,2.98,-0.81,81.2,1.68,-5.60,-3.3,-11.4
36,1342168577,J. Shadek,Justin Shadek,Shadek,Justin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,15,1184,89.4,79.5,95.2,99.1,15.7,5.3,-25.6,10.1,2247.1,2589.4,-30.4,69.7,6.08,89.0,-3.47,-1.37,81.2,-2.51,-6.16,5.0,-12.5
37,1162573312,A. Payamps,Andrelys Payamps,Payamps,Andrelys,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,1012,89.3,78.4,93.7,94.3,15.3,5.2,-24.5,12.1,2397.9,2825.1,-11.8,65.8,5.32,87.7,-1.25,-1.18,81.3,-0.32,-5.69,0.5,-11.5
38,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,1587,89.3,80.6,94.6,96.9,14.0,8.3,-22.1,14.0,2310.5,2654.7,-14.5,72.7,5.66,88.2,-2.15,-1.99,81.1,-0.65,-6.12,1.2,-12.5
39,1153707520,M. McEwen,Max McEwen,McEwen,Max,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,985,89.3,81.0,93.6,95.4,12.6,9.6,-21.7,14.4,2276.1,2668.7,-25.6,66.9,5.64,88.2,-2.99,-1.41,80.9,-1.27,-5.49,2.4,-11.2
40,1128102459,D. Whitney,Dax Whitney,Whitney,Dax,P,Oregon State University,ORST,3111,Oregon State,BBC,R,R,17,1403,89.3,76.7,95.7,98.2,18.9,-1.9,-25.1,10.5,2382.8,2966.2,-14.8,75.4,6.39,89.3,-1.12,-1.64,81.3,-1.45,-6.34,2.9,-12.8
41,1260237537,J. Ohman,Jack Ohman,Ohman,Jack,P,Yale University,YALE,730334464,Yale,BBC,L,R,12,1139,89.3,83.5,94.4,97.0,10.9,5.9,-23.4,12.5,2348.1,2941.3,-18.6,72.6,5.76,88.5,-2.22,-1.77,81.2,-1.16,-6.13,2.3,-12.6
42,1311169792,D. Hickson,Davion Hickson,Hickson,Davion,P,Rice University,RICE,2352,Rice,BBC,R,R,13,1268,89.2,82.1,94.6,97.0,12.5,3.6,-24.3,11.3,2286.4,2734.2,-20.0,68.5,6.05,88.7,-2.14,-1.17,81.1,-1.48,-5.72,3.0,-11.7
43,1110844672,M. Bucknam,Micah Bucknam,Bucknam,Micah,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,13,1020,89.2,83.1,94.4,96.2,11.3,3.2,-30.7,5.1,2434.2,2914.1,-19.0,68.2,5.69,88.2,-2.37,-0.92,81.7,-1.79,-6.55,3.6,-13.6
44,1163175424,C. Kennedy,Colton Kennedy,Kennedy,Colton,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,16,1203,89.2,82.0,93.6,96.2,11.6,2.4,-24.9,11.4,2294.8,2745.1,-20.5,74.1,5.58,87.6,-2.03,-1.92,81.2,-1.60,-6.53,3.2,-13.4
45,1309474816,C. Leys,Caleb Leys,Leys,Caleb,P,University of Maine,ME,730275840,Maine,BBC,R,L,14,1115,89.1,82.0,93.2,95.6,11.1,-8.7,-24.0,10.5,2262.2,3446.5,28.1,69.7,6.99,90.2,3.20,-1.59,80.9,1.61,-6.15,-3.1,-12.6
46,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,1352,89.1,82.1,94.5,97.1,12.4,5.6,-32.8,3.1,2177.9,2771.9,-28.2,65.6,5.76,88.2,-3.17,-0.50,81.4,-2.17,-6.53,4.3,-13.5
47,1929502555,A. King,Aidan King,King,Aidan,P,University of Florida,FLA,730168320,Florida,BBC,L,R,17,1188,89.0,81.0,94.4,96.9,13.4,7.9,-24.2,11.2,2121.4,3397.0,-20.0,66.5,6.13,88.8,-2.57,-1.44,81.3,-1.14,-5.98,2.2,-12.3
48,1257440000,J. Reitz,Jason Reitz,Reitz,Jason,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,16,1081,89.0,83.5,94.6,98.0,11.0,10.2,-25.0,11.0,2092.3,2567.2,-19.8,83.4,5.73,88.1,-2.83,-2.67,81.3,-1.01,-7.30,1.9,-15.1
49,1297538560,S. Lopez,Sergio Lopez,Lopez,Sergio,P,McNeese State University,MCNS,730285056,McNeese State,BBC,R,R,15,797,89.0,82.4,92.8,95.0,10.4,13.4,-22.0,13.9,2193.9,2512.7,-20.4,67.4,5.79,88.4,-2.86,-1.38,80.9,-0.46,-5.52,0.7,-11.3
50,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,15,1370,89.0,83.8,94.4,97.7,10.7,-3.1,-31.5,3.5,2203.2,3219.6,33.5,55.8,6.51,89.3,3.23,0.42,81.1,2.66,-5.47,-5.3,-11.3
51,1310416128,L. Finley,Leighton Finley,Finley,Leighton,P,University of Georgia,UGA,226,Georgia,BBC,R,R,16,1189,88.9,82.7,94.8,96.9,12.1,2.3,-29.6,6.5,2168.0,2750.2,-29.3,66.7,5.88,88.3,-3.03,-0.60,80.9,-2.61,-6.08,5.2,-12.5
52,1332852737,D. Revis,Dustin Revis,Revis,Dustin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,15,1296,88.9,80.5,94.3,96.7,13.8,8.1,-28.9,7.1,2222.8,2872.4,-33.5,66.9,6.04,88.4,-3.84,-0.78,81.0,-2.38,-6.15,4.7,-12.6
53,1172425216,O. Kelly,Owen Kelly,Kelly,Owen,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,15,1233,88.8,81.9,92.9,94.5,11.0,9.6,-29.9,5.7,2329.3,2709.0,-19.4,57.5,6.26,88.8,-2.61,0.11,80.7,-0.87,-5.48,1.6,-11.3
54,1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,17,1229,88.8,82.5,93.6,95.9,11.1,6.5,-30.3,6.1,2383.0,3124.5,-26.1,66.9,5.59,87.7,-2.85,-0.95,81.0,-1.69,-6.52,3.3,-13.4
55,1100716032,C. Marshburn,Connor Marshburn,Marshburn,Connor,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,1160,88.8,81.6,93.6,96.1,12.0,9.3,-31.3,4.9,2448.3,2981.9,-31.1,63.5,5.90,88.2,-3.71,-0.54,80.7,-2.03,-6.33,3.9,-13.1
56,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,13,1126,88.8,83.0,93.7,96.1,10.7,4.6,-23.7,12.7,2051.1,3502.6,-14.3,69.7,5.62,87.7,-1.91,-1.64,80.8,-1.09,-6.05,2.1,-12.4
57,1196798720,C. Keshock,Cameron Keshock,Keshock,Cameron,P,Samford University,SAM,730386432,Samford,BBC,R,R,15,1325,88.8,82.8,93.4,96.3,10.6,10.2,-32.5,3.1,2237.3,2893.4,-31.1,64.8,6.12,88.6,-3.29,-0.67,80.9,-1.45,-6.70,2.8,-13.9
58,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,1197,88.8,81.9,94.6,96.9,12.8,7.4,-23.6,13.0,2150.8,2559.7,-27.2,64.8,5.62,87.7,-3.16,-1.04,80.4,-1.83,-5.46,3.6,-11.1
59,1795608420,T. Carey,Tate Carey,Carey,Tate,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,18,898,88.8,80.1,92.7,95.0,12.6,7.3,-23.0,12.1,2185.7,2515.1,-25.3,68.1,6.55,89.2,-2.98,-1.57,81.3,-1.65,-5.91,3.3,-12.2
60,1196801792,G. Hugus,Griffin Hugus,Hugus,Griffin,P,University of Miami,MIA,236,Miami,BBC,L,R,17,1552,88.8,83.0,93.6,95.8,10.5,1.0,-26.3,10.1,2479.6,2964.8,-36.2,69.4,5.71,87.8,-3.25,-1.24,80.9,-3.08,-6.11,6.2,-12.5
61,1313502976,G. Edwards,Grant Edwards,Edwards,Grant,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,15,1278,88.7,81.0,93.0,95.4,12.0,11.6,-27.0,9.2,1902.4,2251.2,-25.3,63.6,5.89,88.1,-3.05,-1.10,80.6,-0.97,-6.13,1.7,-12.5
62,1150347776,C. Allen,Colby Allen,Allen,Colby,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,29,1009,88.7,83.8,93.4,95.3,9.6,6.6,-28.8,6.8,2194.6,3352.7,-15.6,68.1,6.09,88.4,-2.12,-1.77,81.3,-0.93,-7.11,1.7,-14.7
63,1330706688,Z. Petty,Zane Petty,Petty,Zane,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,1001,88.7,82.3,94.0,96.7,11.7,2.3,-25.2,10.7,2229.4,2479.2,-14.3,69.9,5.81,87.9,-1.39,-1.38,81.5,-0.98,-6.06,1.9,-12.5
64,1220541184,H. Cain,Harry Cain,Cain,Harry,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,19,1075,88.7,79.1,92.5,95.5,13.4,7.6,-21.6,14.1,2336.8,2593.8,-20.6,75.4,6.25,88.6,-2.81,-2.00,80.7,-1.43,-6.08,2.8,-12.3
65,1643908365,A. Phillips,Amp Phillips,Phillips,Amp,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,20,1279,88.7,79.1,93.9,96.0,14.8,2.2,-25.2,12.0,2229.4,2552.2,-17.2,71.0,5.53,87.2,-1.62,-1.54,80.4,-1.22,-6.20,2.4,-12.5
66,1236290816,A. Haugh,Aidan Haugh,Haugh,Aidan,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,17,1354,88.6,81.2,94.0,95.9,12.9,7.8,-27.8,8.0,2347.9,2798.3,-23.7,74.1,6.17,88.4,-3.02,-1.88,80.9,-1.61,-7.06,3.2,-14.4
67,1226682112,Z. Taylor,Zane Taylor,Taylor,Zane,P,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,15,1306,88.6,82.2,95.0,98.3,12.8,8.3,-27.2,9.4,2058.6,3004.0,-23.9,64.8,5.76,87.8,-3.17,-0.84,80.3,-1.69,-5.91,3.3,-12.0
68,1266982912,C. Lane,Carson Lane,Lane,Carson,P,UNLV,UNLV,730161664,UNLV,BBC,R,R,15,1388,88.6,82.5,92.7,96.4,10.2,3.1,-21.7,13.6,2073.7,2414.7,-17.1,72.8,6.40,88.8,-2.11,-1.61,80.9,-1.55,-5.70,3.1,-11.7
69,1192787200,J. Caravalho,Joshua Caravalho,Caravalho,Joshua,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,18,1412,88.6,82.5,92.4,95.7,9.9,7.7,-25.4,9.8,2336.3,2592.8,-11.3,68.8,6.44,88.6,-1.85,-1.51,81.3,-0.46,-6.26,0.8,-13.0
70,1238157312,O. Kramkowski,Owen Kramkowski,Kramkowski,Owen,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,1451,88.6,81.0,94.5,97.7,13.5,2.3,-28.9,6.6,2459.1,2923.5,-20.9,62.6,6.24,88.5,-2.22,-0.45,81.3,-1.79,-5.83,3.5,-12.0
71,1211070976,B. Grable,Ben Grable,Grable,Ben,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,17,991,88.6,81.4,94.3,96.1,12.9,4.0,-23.1,12.6,2152.8,2905.5,-37.3,70.4,6.25,88.8,-3.56,-1.72,81.0,-2.84,-6.05,5.7,-12.4
72,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,1193,88.5,82.3,93.4,96.4,11.1,-10.1,-25.0,11.1,2105.0,2540.6,29.0,64.1,5.99,88.0,3.53,-0.99,80.6,1.82,-5.68,-3.5,-11.6
73,1279297536,J. Brink,Jake Brink,Brink,Jake,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,16,1410,88.5,81.7,93.1,95.1,11.4,12.6,-26.1,10.2,2184.4,2788.1,-15.2,71.0,6.00,88.0,-2.57,-1.62,80.3,-0.29,-6.50,0.4,-13.3
74,1297349632,M. Scott,Matt Scott,Scott,Matt,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,11,925,88.5,82.6,93.4,95.2,10.8,4.1,-25.5,10.4,1927.1,3508.9,-23.1,77.7,6.07,88.1,-2.60,-2.19,80.7,-1.86,-6.95,3.8,-14.3
75,1507662845,T. Brooks,Ty Brooks,Brooks,Ty,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,17,904,88.5,81.5,92.6,94.6,11.1,6.6,-28.7,7.6,2278.0,3428.1,-21.8,64.1,5.93,87.9,-2.52,-1.18,80.5,-1.33,-6.51,2.5,-13.3
76,1311176448,J. Ruzicka,Joe Ruzicka,Ruzicka,Joe,P,Belmont University,BEL,730190336,Belmont,BBC,R,R,15,1375,88.5,83.0,92.5,95.7,9.5,8.1,-24.2,11.9,2376.1,2876.9,-23.1,67.9,5.93,88.0,-2.74,-1.25,80.4,-1.28,-5.79,2.5,-11.8
77,1092684544,M. Heer,Mitchell Heer,Heer,Mitchell,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,12,959,88.4,83.7,92.4,94.6,8.7,4.5,-25.6,10.6,1972.1,3572.9,-22.7,71.7,5.85,87.7,-2.57,-1.55,80.8,-1.76,-6.32,3.5,-12.9
78,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,16,1583,88.4,82.6,94.4,97.1,11.9,5.2,-30.0,7.3,2309.0,2999.3,-18.4,67.8,5.10,86.7,-2.11,-0.84,80.6,-1.18,-6.32,2.3,-12.9
79,1432381131,B. Lobell,Blake Lobell,Lobell,Blake,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,13,999,88.4,82.2,92.9,95.6,10.7,1.8,-28.4,8.1,2307.7,2778.1,-9.3,69.9,5.88,87.4,-1.16,-1.28,80.3,-0.84,-6.55,1.6,-13.4
80,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,1285,88.4,79.9,93.5,95.4,13.6,8.6,-27.1,9.5,2314.7,3470.5,-26.3,54.4,5.87,87.7,-3.25,0.27,79.9,-1.71,-4.80,3.2,-9.7
81,1090704384,J. Turner,Jacob Turner,Turner,Jacob,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,16,1038,88.4,82.4,93.2,95.2,10.8,8.1,-30.7,6.6,2454.2,2810.8,-19.5,66.9,5.17,86.6,-2.29,-0.96,80.5,-0.85,-6.58,1.6,-13.5
82,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,1146,88.4,83.0,92.2,94.1,9.2,3.1,-26.1,9.9,2370.5,2993.8,-30.5,59.7,5.99,87.9,-3.09,-0.25,80.8,-2.53,-5.11,5.1,-10.5
83,1238291968,T. Murphy,Tyler Murphy,Murphy,Tyler,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,R,R,13,1023,88.4,81.7,94.0,97.0,12.3,9.6,-28.7,9.0,2231.4,2512.4,-27.9,64.9,5.16,86.3,-3.17,-0.94,80.1,-1.48,-6.21,2.8,-12.6
84,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,17,1347,88.4,81.3,92.5,94.5,11.2,6.3,-25.1,11.4,1993.9,2799.2,-12.1,73.3,5.83,87.3,-1.78,-2.01,80.7,-0.64,-6.67,1.2,-13.7
85,1038792681,M. Brassfield,Mason Brassfield,Brassfield,Mason,P,Texas Christian University,TCU,5045,TCU,BBC,L,L,18,1001,88.3,83.1,93.3,96.8,10.2,-1.5,-29.4,7.0,2394.4,2862.9,20.6,75.1,5.52,87.1,1.85,-1.69,81.4,1.58,-7.08,-3.2,-14.7
