Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,P,PB,WP,PBWP,xPBWP,PBWPAA,PBWP+,PBWPRAA,PBWPWAR
428,1162140416,B. Shealor,Bennett Shealor,Shealor,Bennett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,31,2701,7,12,19,9.90,-7.10,58.2%,-1.81,-0.18
429,1132728576,M. Graveline,Matthew Graveline,Graveline,Matthew,LF,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,19,3123,2,25,27,19.87,-7.13,73.6%,-1.81,-0.18
430,1325732096,M. Wolf,Mason Wolf,Wolf,Mason,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,35,5131,4,28,32,12.87,-7.13,64.3%,-1.82,-0.18
431,1014899125,S. Ordonez,Santiago Ordonez,Ordonez,Santiago,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,37,4477,5,26,31,14.67,-7.33,66.7%,-1.87,-0.19
432,1870804725,L. Grantham,Lucas Grantham,Grantham,Lucas,C,Wofford College,WOF,730176512,Wofford,BBC,R,R,10,1116,1,11,12,4.64,-7.36,38.7%,-1.87,-0.19
433,1713050493,L. Gomez,Luis Gomez,Gomez,Luis,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,R,R,19,2413,6,20,26,7.64,-7.36,50.9%,-1.87,-0.19
434,1109515264,C. Ross,Camden Ross,Ross,Camden,C,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,23,2506,3,13,16,8.59,-7.41,53.7%,-1.89,-0.19
435,1341412096,C. Kleinman,Casey Kleinman,Kleinman,Casey,SS,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,8,1222,0,13,13,5.58,-7.42,42.9%,-1.89,-0.19
436,1563240163,G. Kelly,Gavin Kelly,Kelly,Gavin,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,18,2168,5,13,18,9.56,-7.44,56.2%,-1.89,-0.19
437,1336539648,B. Durand,Brandyn Durand,Durand,Brandyn,C,Bryant University,BRY,730266880,Bryant,BBC,R,R,24,3418,1,26,27,12.34,-7.66,61.7%,-1.95,-0.19
438,1263747328,B. Kleiman,Brendan Kleiman,Kleiman,Brendan,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,29,4596,8,25,33,11.34,-7.66,59.7%,-1.95,-0.20
439,1207804160,S. McGahan,Shea McGahan,McGahan,Shea,C,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,39,4965,2,31,33,12.28,-7.72,61.4%,-1.97,-0.20
440,1437754977,G. Duncan,Gunnar Duncan,Duncan,Gunnar,C,Butler University,BUT,730283520,Butler,BBC,R,R,19,1984,6,17,23,8.28,-7.72,51.7%,-1.97,-0.20
441,1298788096,J. Cauthron,Jackson Cauthron,Cauthron,Jackson,C,Ohio University,OHIO,730298368,Ohio,BBC,L,R,38,5720,9,19,28,12.24,-7.76,61.2%,-1.97,-0.20
442,1207762688,G. Smiley,Graham Smiley,Smiley,Graham,C,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,21,2574,2,19,21,13.19,-7.81,62.8%,-1.99,-0.20
443,1134316032,J. Lind,Jackson Lind,Lind,Jackson,C,Seattle University,SEA,4504,Seattle,BBC,L,R,22,2867,2,27,29,10.18,-7.82,56.6%,-1.99,-0.20
444,1124793499,M. Falk,Matt Falk,Falk,Matt,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,38,4192,6,26,32,9.18,-7.82,54.0%,-1.99,-0.20
445,1257344000,K. Carston,Koen Carston,Carston,Koen,C,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,12,1315,0,12,12,4.17,-7.83,34.8%,-1.99,-0.20
446,1671393892,F. Santana,Fabian Santana,Santana,Fabian,C,Alabama State University,ALST,4765,Alabama State,BBC,R,R,22,3005,6,25,31,5.16,-7.84,39.7%,-2.00,-0.20
447,1188215296,K. Palmeira,Konnor Palmeira,Palmeira,Konnor,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,37,3481,6,23,29,6.11,-7.89,43.7%,-2.01,-0.20
448,1311002880,T. Nicholson,Tim Nicholson,Nicholson,Tim,C,George Washington University,GW,730249216,George Washington,BBC,R,R,12,1847,3,16,19,6.10,-7.90,43.6%,-2.01,-0.20
449,1341291776,Z. Chamizo,Zach Chamizo,Chamizo,Zach,3B,San Jose State University,SJSU,730206720,San Jose State,BBC,L,R,6,1022,1,11,12,4.04,-7.96,33.7%,-2.03,-0.20
450,1142668800,I. Escobar,Irvin Escobar,Escobar,Irvin,C,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,43,5271,4,35,39,8.02,-7.98,50.1%,-2.03,-0.20
451,1324687360,M. Mallas,Michael Mallas,Mallas,Michael,C,Towson University,TOWS,730318336,Towson,BBC,R,R,11,1104,3,10,13,4.00,-8.00,33.3%,-2.04,-0.20
452,1167304960,K. Wilkey,Kaleb Wilkey,Wilkey,Kaleb,C,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,14,1284,5,13,18,5.00,-8.00,38.4%,-2.04,-0.20
453,1205939968,M. Kurata,Matthew Kurata,Kurata,Matthew,C,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,23,2962,1,21,22,13.94,-8.06,63.3%,-2.05,-0.21
454,1239308800,J. Clough,Jude Clough,Clough,Jude,C,George Washington University,GW,730249216,George Washington,BBC,R,R,21,2988,4,20,24,15.93,-8.07,66.4%,-2.05,-0.21
455,1334315264,M. Maloney,Matt Maloney,Maloney,Matt,C,Penn State University,PSU,5326,Penn State,BBC,L,R,22,2986,4,20,24,10.88,-8.12,57.3%,-2.07,-0.21
456,1152810752,D. Camera,Dom Camera,Camera,Dom,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,18,2646,1,18,19,6.86,-8.14,45.7%,-2.07,-0.21
457,1264004864,E. Waggoner,Evan Waggoner,Waggoner,Evan,C,University of Evansville,EVAN,730327808,Evansville,BBC,L,R,21,2726,4,22,26,9.76,-8.24,54.2%,-2.10,-0.21
458,1238275328,C. Griffith,Cole Griffith,Griffith,Cole,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,14,1918,4,14,18,6.64,-8.36,44.3%,-2.13,-0.21
459,1218142949,N. Traeger,Nolan Traeger,Traeger,Nolan,C,Texas Christian University,TCU,5045,TCU,BBC,L,R,46,6082,5,26,31,22.63,-8.37,73.0%,-2.13,-0.21
460,1083731007,J. Lemm,Johnny Lemm,Lemm,Johnny,C,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,36,5011,2,38,40,13.50,-8.50,61.4%,-2.16,-0.22
461,1152911360,J. Kleveno,Jack Kleveno,Kleveno,Jack,C,University of Utah,UTAH,730328320,Utah,BBC,R,R,22,2463,4,13,17,8.48,-8.52,49.9%,-2.17,-0.22
462,1342167868,S. Esposito,Scott Esposito,Esposito,Scott,C,Marist College,MRST,730374656,Marist,BBC,R,R,35,5109,8,35,43,7.45,-8.55,46.6%,-2.18,-0.22
463,1520318407,J. Brennan,Jimmy Brennan,Brennan,Jimmy,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,25,3578,11,19,30,13.44,-8.56,61.1%,-2.18,-0.22
464,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,28,4280,6,26,32,16.43,-8.57,65.7%,-2.18,-0.22
465,1347089114,E. Dean,Easton Dean,Dean,Easton,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,L,R,17,1668,7,20,27,4.39,-8.61,33.8%,-2.19,-0.22
466,1224787200,L. Patton,Liam Patton,Patton,Liam,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,9,1382,4,13,17,5.37,-8.63,38.4%,-2.20,-0.22
467,1285375748,I. Wirtz,Ian Wirtz,Wirtz,Ian,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,14,1740,1,20,21,7.35,-8.65,45.9%,-2.20,-0.22
468,1968991292,M. Conte,Matt Conte,Conte,Matt,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,25,3344,4,24,28,18.32,-8.68,67.8%,-2.21,-0.22
469,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,37,5185,3,27,30,18.29,-8.71,67.7%,-2.22,-0.22
470,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,29,4643,7,29,36,18.28,-8.72,67.7%,-2.22,-0.22
471,1336567552,C. Smithwick,Campbell Smithwick,Smithwick,Campbell,C,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,16,2301,0,17,17,8.27,-8.73,48.6%,-2.22,-0.22
472,1498084241,T. Payne II,Tevis Payne II,Payne II,Tevis,C,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,27,3188,3,27,30,8.23,-8.77,48.4%,-2.23,-0.22
473,1099877632,J. Keenan,Jimmy Keenan,Keenan,Jimmy,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,41,5516,11,21,32,23.10,-8.90,72.2%,-2.27,-0.23
474,1330949120,M. Kaufer,Max Kaufer,Kaufer,Max,C,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,1436,3,13,16,6.06,-8.94,40.4%,-2.28,-0.23
475,1189127936,J. Stransky,Justin Stransky,Stransky,Justin,C,Fresno State,FRES,730384384,Fresno State,BBC,R,R,59,8443,2,38,40,30.06,-8.94,77.1%,-2.28,-0.23
476,1310862080,G. Adams,Gage Adams,Adams,Gage,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,14,1946,1,23,24,8.05,-8.95,47.4%,-2.28,-0.23
477,1310888704,W. Cresswell,Will Cresswell,Cresswell,Will,C,Washington State University,WSU,4505,Washington State,BBC,R,R,40,5983,3,29,32,21.04,-8.96,70.1%,-2.28,-0.23
478,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,52,7513,12,37,49,28.03,-8.97,75.7%,-2.28,-0.23
479,1342170421,D. Perez,Daniel Perez,Perez,Daniel,C,Stetson University,STET,730261504,Stetson,BBC,R,R,29,3367,4,20,24,9.00,-9.00,50.0%,-2.29,-0.23
480,1328140544,A. Savage,Andrew Savage,Savage,Andrew,C,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,32,4130,2,28,30,16.97,-9.03,65.3%,-2.30,-0.23
481,1104765952,S. Newman,Steak Newman,Newman,Steak,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,20,2503,10,26,36,6.94,-9.06,43.3%,-2.31,-0.23
482,1297347328,A. Guzman,Adonys Guzman,Guzman,Adonys,C,University of Arizona,ARIZ,232,Arizona,BBC,R,R,57,8158,2,40,42,26.92,-9.08,74.8%,-2.31,-0.23
483,1117733376,R. Butler,Rob Butler,Butler,Rob,C,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,30,4189,4,24,28,15.91,-9.09,63.6%,-2.31,-0.23
484,1085399552,K. Pollack,Kyle Pollack,Pollack,Kyle,C,Marist College,MRST,730374656,Marist,BBC,R,R,13,1996,2,25,27,5.88,-9.12,39.2%,-2.32,-0.23
485,1648263484,E. Adkisson,Ethan Adkisson,Adkisson,Ethan,C,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,29,4056,6,26,32,12.86,-9.14,58.5%,-2.33,-0.23
486,1264003584,D. Novak,David Novak,Novak,David,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,R,R,57,8354,9,36,45,31.83,-9.17,77.6%,-2.33,-0.23
487,1056312556,Z. Thompson,Zack Thompson,Thompson,Zack,C,Mercer University,MER,730240512,Mercer,BBC,R,R,53,6774,4,28,32,22.78,-9.22,71.2%,-2.35,-0.23
488,1100787712,B. Milner,Beck Milner,Milner,Beck,C,Boston College,BC,227,Boston College,BBC,R,R,17,2054,6,11,17,7.77,-9.23,45.7%,-2.35,-0.23
489,1105477376,N. Gordon,Noah Gordon,Gordon,Noah,C,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,34,4786,7,16,23,11.74,-9.26,55.9%,-2.36,-0.24
490,1336247040,N. Toro,Nicholas Toro,Toro,Nicholas,C,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,29,3556,4,24,28,14.68,-9.32,61.2%,-2.37,-0.24
491,1448402806,C. Sheridan,Caden Sheridan,Sheridan,Caden,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,22,3289,6,37,43,10.67,-9.33,53.4%,-2.37,-0.24
492,1141017344,A. Rivera,Angel Rivera,Rivera,Angel,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,34,4166,17,60,77,5.66,-9.34,37.8%,-2.38,-0.24
493,1257423872,P. Goff,Parker Goff,Goff,Parker,C,Brigham Young University,BYU,730257152,BYU,BBC,R,R,45,6898,5,39,44,32.66,-9.34,77.8%,-2.38,-0.24
494,1527324490,N. Biddle,Nick Biddle,Biddle,Nick,C,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,34,4540,4,29,33,21.58,-9.42,69.6%,-2.40,-0.24
495,1278224128,T. Lethert,Teige Lethert,Lethert,Teige,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,L,R,34,4291,7,32,39,11.56,-9.44,55.0%,-2.40,-0.24
496,1251236096,N. Shuhet,Nick Shuhet,Shuhet,Nick,C,Rider University,RID,730174976,Rider,BBC,R,R,47,6406,10,69,79,7.53,-9.47,44.3%,-2.41,-0.24
497,1153321216,G. Sawa,Grant Sawa,Sawa,Grant,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,29,4024,3,39,42,8.44,-9.56,46.9%,-2.43,-0.24
498,1184442368,B. Arendt,Bryan Arendt,Arendt,Bryan,C,UNC Wilmington,UNCW,730229504,UNC Wilmington,BBC,R,R,49,6573,3,31,34,23.41,-9.59,70.9%,-2.44,-0.24
499,1189162240,E. Holman,Evan Holman,Holman,Evan,C,Old Dominion University,ODU,3090,Old Dominion,BBC,S,R,37,4989,3,28,31,17.31,-9.69,64.1%,-2.47,-0.25
500,1000616073,J. Barnhardt,Joseph Barnhardt,Barnhardt,Joseph,C,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,15,1777,5,15,20,6.28,-9.72,39.3%,-2.47,-0.25
501,1342166625,B. Briggs,Brody Briggs,Briggs,Brody,C,Arizona State University,ASU,5035,Arizona State,BBC,L,R,32,4392,5,22,27,16.25,-9.75,62.5%,-2.48,-0.25
502,1356286583,J. Farmer,Jeremiah Farmer,Farmer,Jeremiah,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,21,2339,4,28,32,5.21,-9.79,34.7%,-2.49,-0.25
503,1674371535,N. Barenz,Nick Barenz,Barenz,Nick,C,George Mason University,GMU,730265088,George Mason,BBC,R,R,13,1721,2,15,17,7.15,-9.85,42.0%,-2.51,-0.25
504,1218681086,N. Thein,Noah Thein,Thein,Noah,C,Washington State University,WSU,4505,Washington State,BBC,L,R,15,2204,2,18,20,8.08,-9.92,44.9%,-2.52,-0.25
505,1196788992,H. Perry,Hayden Perry,Perry,Hayden,C,Samford University,SAM,730386432,Samford,BBC,R,R,22,2609,6,26,32,10.07,-9.93,50.3%,-2.53,-0.25
506,1336563968,R. Jackson,Riley Jackson,Jackson,Riley,C,University of Houston,HOU,3030,Houston,BBC,R,R,46,5837,3,35,38,25.05,-9.95,71.6%,-2.53,-0.25
507,1330743296,A. Nevils,Alex Nevils,Nevils,Alex,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,13,1203,2,17,19,5.01,-9.99,33.4%,-2.54,-0.25
508,1107635456,D. Haab,Daniel Haab,Haab,Daniel,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,10,1047,2,13,15,4.95,-10.05,33.0%,-2.56,-0.26
509,1990583503,N. Savoie,Nate Savoie,Savoie,Nate,LF,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,13,2065,1,18,19,7.95,-10.05,44.2%,-2.56,-0.26
510,1341307648,N. Solorzano,Nick Solorzano,Solorzano,Nick,C,Stony Brook University,STON,730249984,Stony Brook,BBC,S,R,10,1190,2,17,19,3.90,-10.10,27.9%,-2.57,-0.26
511,1310336256,D. Lanphere,Drew Lanphere,Lanphere,Drew,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,21,2460,3,20,23,11.90,-10.10,54.1%,-2.57,-0.26
512,1357578380,J. Lang,Jacob Lang,Lang,Jacob,C,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,14,1215,5,10,15,3.88,-10.12,27.7%,-2.58,-0.26
513,1362804194,C. Marisca,Charlie Marisca,Marisca,Charlie,C,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,L,R,12,1290,3,15,18,5.88,-10.12,36.7%,-2.58,-0.26
514,1237893083,I. Fernandez,Ian Fernandez,Fernandez,Ian,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,17,2028,1,15,16,5.87,-10.13,36.7%,-2.58,-0.26
515,1162524416,A. Schuldt,Andrew Schuldt,Schuldt,Andrew,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,30,4187,3,25,28,16.87,-10.13,62.5%,-2.58,-0.26
516,1226688768,W. Scafidi,Witt Scafidi,Scafidi,Witt,C,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,10,1463,2,19,21,8.80,-10.20,46.3%,-2.60,-0.26
517,1528976272,M. Wray,Mason Wray,Wray,Mason,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,35,3869,5,22,27,14.78,-10.22,59.1%,-2.60,-0.26
518,1235376384,N. Manley,Nate Manley,Manley,Nate,C,Wright State University,WRST,5390,Wright State,BBC,R,R,19,2793,6,15,21,8.76,-10.24,46.1%,-2.61,-0.26
519,1030419949,T. DePerno,Ty DePerno,DePerno,Ty,C,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,35,4886,2,37,39,16.75,-10.25,62.0%,-2.61,-0.26
520,1223706782,E. Bergan,Ethan Bergan,Bergan,Ethan,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,25,3440,6,23,29,10.69,-10.31,50.9%,-2.62,-0.26
521,1262678016,T. Conley,Trevor Conley,Conley,Trevor,C,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,L,R,40,5780,4,26,30,15.67,-10.33,60.3%,-2.63,-0.26
522,1336721062,D. Smith,Derek Smith,Smith,Derek,C,University of Utah,UTAH,730328320,Utah,BBC,R,R,30,4240,1,23,24,13.66,-10.34,56.9%,-2.63,-0.26
523,1086062848,J. Collura,Jaden Collura,Collura,Jaden,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,21,3375,4,24,28,15.62,-10.38,60.1%,-2.64,-0.26
524,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,36,5514,8,32,40,18.59,-10.41,64.1%,-2.65,-0.26
525,1281806592,M. Heiskell,Mason Heiskell,Heiskell,Mason,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,44,5500,10,58,68,14.59,-10.41,58.4%,-2.65,-0.26
526,1134142464,J. Nielsen,Jack Nielsen,Nielsen,Jack,C,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,17,1954,7,11,18,6.48,-10.52,38.1%,-2.68,-0.27
527,1432397917,E. Echevarria,Ernie Echevarria,Echevarria,Ernie,C,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,24,3233,5,20,25,14.46,-10.54,57.8%,-2.68,-0.27
528,1235364864,S. Britt,Sean Britt,Britt,Sean,C,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,22,3212,2,26,28,14.45,-10.55,57.8%,-2.69,-0.27
529,1195546880,C. Diggins,Chase Diggins,Diggins,Chase,2B,University of Kansas,KU,730360064,Kansas,BBC,R,R,13,1328,4,13,17,6.44,-10.56,37.9%,-2.69,-0.27
530,1096596224,Z. Skinner,Zak Skinner,Skinner,Zak,3B,Lamar University,LAM,730162432,Lamar,BBC,R,R,14,1874,3,18,21,8.43,-10.57,44.4%,-2.69,-0.27
531,1342170307,C. Constable,Cole Constable,Constable,Cole,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,30,4774,3,43,46,9.41,-10.59,47.1%,-2.70,-0.27
532,1258110976,R. Highfill,Ross Highfill,Highfill,Ross,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,32,3747,7,21,28,12.40,-10.60,53.9%,-2.70,-0.27
533,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,40,5770,5,26,31,20.35,-10.65,65.6%,-2.71,-0.27
534,1072858790,J. Jelic,Jason Jelic,Jelic,Jason,C,Xavier University,XAV,5464,Xavier,BBC,L,R,55,8182,10,37,47,36.34,-10.66,77.3%,-2.71,-0.27
535,1258112768,J. Jones,JD Jones,Jones,JD,C,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,27,3254,7,21,28,17.22,-10.78,61.5%,-2.74,-0.27
536,1714474887,L. DiBeradin,Landon DiBeradin,DiBeradin,Landon,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,42,5735,5,56,61,8.18,-10.82,43.0%,-2.76,-0.28
537,1279131904,M. Kalk,Max Kalk,Kalk,Max,C,Ball State University,BALL,730195456,Ball State,BBC,L,R,21,1907,3,19,22,6.08,-10.92,35.8%,-2.78,-0.28
538,1330362005,G. Macias,Garrett Macias,Macias,Garrett,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,42,5872,3,48,51,19.00,-11.00,63.3%,-2.80,-0.28
539,1310792960,S. Guerra,Sergio Guerra,Guerra,Sergio,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,34,5264,11,27,38,10.99,-11.01,49.9%,-2.80,-0.28
540,1301451776,E. Sullivan,Evin Sullivan,Sullivan,Evin,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,29,4270,5,25,30,15.96,-11.04,59.1%,-2.81,-0.28
541,1132962304,L. Iverson,Luke Iverson,Iverson,Luke,RF,Utah Valley University,UVU,730263552,Utah Valley,BBC,S,R,12,1797,8,13,21,6.96,-11.04,38.7%,-2.81,-0.28
542,1760558112,L. Lively,Lenox Lively,Lively,Lenox,C,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,40,5699,13,34,47,18.95,-11.05,63.2%,-2.81,-0.28
543,1143009280,M. Winslow,Macon Winslow,Winslow,Macon,C,Duke University,DUKE,730336256,Duke,BBC,R,R,52,7821,13,30,43,28.94,-11.06,72.4%,-2.82,-0.28
544,1112215423,J. Radosevich,Jake Radosevich,Radosevich,Jake,C,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,35,4444,5,31,36,13.92,-11.08,55.7%,-2.82,-0.28
545,1311965184,B. Roney,Brendan Roney,Roney,Brendan,C,Florida International University,FIU,4468,Florida International,BBC,R,R,39,5703,8,32,40,23.81,-11.19,68.0%,-2.85,-0.28
546,1212686611,A. Temesvary,Anthony Temesvary,Temesvary,Anthony,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,22,2800,4,25,29,15.79,-11.21,58.5%,-2.85,-0.29
547,1188071936,E. Culp,Easton Culp,Culp,Easton,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,25,2179,2,16,18,6.77,-11.23,37.6%,-2.86,-0.29
548,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,20,3137,10,20,30,13.76,-11.24,55.0%,-2.86,-0.29
549,1336108544,J. Slater,Jack Slater,Slater,Jack,C,Old Dominion University,ODU,3090,Old Dominion,BBC,L,R,20,2619,4,29,33,8.69,-11.31,43.4%,-2.88,-0.29
550,1400171673,M. Saumell,Michael Vincent Saumell,Saumell,Michael Vincent,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,S,R,34,4217,6,29,35,10.67,-11.33,48.5%,-2.89,-0.29
551,1162558208,N. Chronis,Nate Chronis,Chronis,Nate,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,56,7809,1,39,40,27.56,-11.44,70.7%,-2.91,-0.29
552,1269477888,J. Arcamone,Jack Arcamone,Arcamone,Jack,C,University of Richmond,RICH,730171904,Richmond,BBC,L,R,25,3477,3,28,31,12.54,-11.46,52.2%,-2.92,-0.29
553,1167698432,R. Kozar,Rees Kozar,Kozar,Rees,C,Niagara University,NIAG,730156544,Niagara,BBC,R,R,16,2356,3,29,32,4.53,-11.47,28.3%,-2.92,-0.29
554,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,44,6228,9,23,32,18.51,-11.49,61.7%,-2.92,-0.29
555,1310373632,E. Fouraker,Eric Fouraker,Fouraker,Eric,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,34,2633,11,26,37,8.45,-11.55,42.3%,-2.94,-0.29
556,1934740630,J. Martinez,Jeremy Martinez,Martinez,Jeremy,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,46,6127,2,39,41,22.40,-11.60,65.9%,-2.95,-0.30
557,1155635456,W. Weber,Wilson Weber,Weber,Wilson,C,Oregon State University,ORST,3111,Oregon State,BBC,R,R,63,8971,4,41,45,33.36,-11.64,74.1%,-2.96,-0.30
558,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,45,5578,8,28,36,19.27,-11.73,62.1%,-2.99,-0.30
559,1110077952,W. Zapp,Walker Zapp,Zapp,Walker,C,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,50,7437,11,43,54,31.26,-11.74,72.7%,-2.99,-0.30
560,1257458688,C. Tinney,Carson Tinney,Tinney,Carson,C,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,42,5647,6,25,31,18.25,-11.75,60.8%,-2.99,-0.30
561,1878616487,C. Lane,Connor Lane,Lane,Connor,C,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,38,5120,2,28,30,18.20,-11.80,60.7%,-3.00,-0.30
562,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,46,6776,8,37,45,26.18,-11.82,68.9%,-3.01,-0.30
563,1573222752,B. Short,Brodie Short,Short,Brodie,C,Lindenwood University,LU,730322176,Lindenwood,BBC,L,R,24,2845,14,20,34,9.01,-11.99,42.9%,-3.05,-0.31
564,1160909824,E. Sipe,Evan Sipe,Sipe,Evan,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,40,6275,0,37,37,22.82,-12.18,65.2%,-3.10,-0.31
565,1342168625,B. Williams,Brett Williams,Williams,Brett,C,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,14,1744,5,15,20,7.81,-12.19,39.1%,-3.10,-0.31
566,1342169508,N. Quarless,Noah Quarless,Quarless,Noah,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,34,4515,0,34,34,18.81,-12.19,60.7%,-3.10,-0.31
567,1084952576,A. Mckenna,Andrew Mckenna,Mckenna,Andrew,C,Tulane University,TULN,730354176,Tulane,BBC,L,R,32,3144,2,23,25,12.78,-12.22,51.1%,-3.11,-0.31
