Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,InZone#,Swing#,Miss#,Chase#,CallStrk#,StrkFrmd,BallFrmd
768,1093141248,T. Rhoades,Ty Rhoades,Rhoades,Ty,3B,Little Rock,UALR,730217472,Little Rock,BBC,L,R,6,221,813,407,320,86,50,142,2,0
768,1093163520,C. Gerecke,Cooper Gerecke,Gerecke,Cooper,C,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,2,33,146,65,59,14,14,22,2,2
768,1245163264,K. Benavidez,Kade Benavidez,Benavidez,Kade,P,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,2,58,235,88,87,16,33,41,2,2
768,1269467648,W. Burns,Will Burns,Burns,Will,3B,University of Maine,ME,730275840,Maine,BBC,L,R,2,87,346,171,123,28,22,59,2,4
768,1291213568,E. Kirkendoll,Eli Kirkendoll,Kirkendoll,Eli,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,2,33,114,46,55,13,20,14,2,1
768,1224669696,N. Brooks,Noah Brooks,Brooks,Noah,1B,Siena College,SIE,730382592,Siena,BBC,R,R,14,569,2203,1088,914,168,124,389,2,2
768,1311965440,B. Wilkinson,Bren Wilkinson,Wilkinson,Bren,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,1,42,161,63,54,9,16,34,2,2
768,1239104512,C. Hughes,Collin Hughes,Hughes,Collin,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,R,1,28,115,38,30,5,8,21,2,1
768,1310552320,C. Soto,Christian Soto,Soto,Christian,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,4,192,454,61,157,14,22,42,2,1
768,1304736512,T. Cassidy,Trae Cassidy,Cassidy,Trae,1B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,12,537,1910,967,769,145,113,324,2,8
768,1291311872,I. Cadena,Isaac Cadena,Cadena,Isaac,1B,Texas Christian University,TCU,5045,TCU,BBC,L,R,6,67,276,130,112,37,34,58,2,0
768,1278168832,J. Diprima,JD Diprima,Diprima,JD,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,S,R,13,312,1089,548,510,96,89,179,2,3
768,1341307648,N. Solorzano,Nick Solorzano,Solorzano,Nick,C,Stony Brook University,STON,730249984,Stony Brook,BBC,S,R,10,330,1190,550,496,107,93,196,2,5
768,1198577664,T. Walker,Tommy Walker,Walker,Tommy,3B,Appalachian State University,APP,730240256,Appalachian State,BBC,R,R,2,79,322,134,127,23,48,60,2,5
768,1218555648,R. Grace,Rashard Grace,Grace,Rashard,C,Southern University,SOU,4767,Southern,BBC,R,R,15,635,2288,1142,945,223,152,375,2,1
768,1092719616,C. Beattie,Chase Beattie,Beattie,Chase,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,7,145,450,173,188,34,35,59,2,1
768,1638210200,L. Moeller,Luke Moeller,Moeller,Luke,C,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,14,302,1105,538,507,114,148,177,2,7
768,1042740456,J. Zakhar,Jimmy Zakhar,Zakhar,Jimmy,C,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,3,17,65,31,20,6,2,15,2,0
768,1175359838,P. Cabral,Pierre Cabral,Cabral,Pierre,C,Jackson State University,JKST,730378240,Jackson State,BBC,R,R,10,365,1357,596,559,114,107,225,2,3
768,1642306683,W. Walker,Wes Walker,Walker,Wes,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,3,79,274,148,121,24,17,45,2,1
768,1471059156,L. Williams,Landon Williams,Williams,Landon,3B,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,7,230,804,227,247,34,17,83,2,5
768,1707683796,M. Morales,Miguel Morales,Morales,Miguel,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,R,8,331,1160,486,455,72,57,175,2,8
768,1350520919,J. Crabbe,J.T. Crabbe,Crabbe,J.T.,C,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,2,77,265,129,128,18,36,41,2,1
768,1367354529,S. Alemais,Seven Alemais,Alemais,Seven,C,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,3,18,81,33,32,12,10,16,2,1
768,1088139176,M. Roncalli,Matthew Roncalli,Roncalli,Matthew,C,UAB,UAB,730345984,UAB,BBC,R,R,5,59,208,99,97,24,23,37,2,3
768,1852042874,B. Bishop,Brandon Bishop,Bishop,Brandon,RF,University of Houston,HOU,3030,Houston,BBC,R,R,1,4,22,8,8,3,2,4,2,1
768,1156449532,S. Adams,Sage Adams,Adams,Sage,C,Fort Wayne,PFW,730231552,Fort Wayne,BBC,R,R,4,63,242,63,100,22,30,34,2,0
768,1952447340,J. Cunningan,Josh Cunningan,Cunningan,Josh,C,Seattle University,SEA,4504,Seattle,BBC,L,R,10,280,963,311,402,75,84,153,2,5
768,1268743637,S. Huerta,Sebastian Huerta,Huerta,Sebastian,C,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,32,833,3035,1427,1310,235,217,457,2,9
768,1430036923,C. Raether,Carson Raether,Raether,Carson,C,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,R,5,87,344,156,138,31,35,58,2,7
768,1777193953,L. Parker,Landon Parker,Parker,Landon,C,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,5,115,418,181,170,29,29,66,2,2
768,1726804796,L. Mighton,LA Mighton,Mighton,LA,C,University of Akron,AKR,540536064,Akron,BBC,R,R,3,51,183,80,67,17,19,36,2,1
768,1836798750,R. Dillon,Ryan Dillon,Dillon,Ryan,C,Cornell University,COR,730298624,Cornell,BBC,R,R,1,30,129,54,52,8,14,17,2,2
768,1342167587,M. Burt,Max Burt,Burt,Max,C,University of Iowa,IOWA,1232,Iowa,BBC,R,R,8,46,196,84,78,28,25,37,2,4
768,1365345583,D. Vergel de Dios,David Vergel de Dios,Vergel de Dios,David,C,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,24,292,1034,202,417,87,33,197,2,1
768,1220216626,J. LeFrancois,Jake LeFrancois,LeFrancois,Jake,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,1,42,180,77,57,9,17,41,2,3
768,1342166905,O. Arias,Owen Arias,Arias,Owen,C,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,16,465,1368,584,617,96,43,191,2,1
768,1501036350,J. Ambriz,Jacob Ambriz,Ambriz,Jacob,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,9,161,611,279,255,52,56,93,2,4
768,1419134026,K. Kleine,Kannon Kleine,Kleine,Kannon,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,2,10,44,16,15,4,4,10,2,1
768,1924819905,W. Torres-Santiago,Wilfred Torres-Santiago,Torres-Santiago,Wilfred,C,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,R,7,120,441,137,159,23,36,66,2,4
809,1309516544,Z. Stevens,Zach Stevens,Stevens,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,1,31,107,47,37,10,10,20,1,3
809,1157547776,H. Ryan,Hunter Ryan,Ryan,Hunter,C,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,1,10,42,18,18,4,6,6,1,1
809,1167541504,H. Parker,Hudson Parker,Parker,Hudson,C,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,4,49,219,109,96,20,26,39,1,1
809,1300425984,T. Sheridan,Tommy Sheridan,Sheridan,Tommy,C,Canisius College,CAN,730218752,Canisius,BBC,R,R,10,302,911,263,335,59,40,161,1,1
809,1310856704,T. Marshall,Ty Marshall,Marshall,Ty,C,Clemson University,CLEM,730358784,Clemson,BBC,S,R,7,40,143,74,63,23,14,30,1,1
809,1330788096,B. Hudson,Brennan Hudson,Hudson,Brennan,1B,University of Georgia,UGA,226,Georgia,BBC,L,R,5,53,193,81,92,30,39,34,1,0
809,1335488000,M. Blackwell,Miles Blackwell,Blackwell,Miles,C,Columbia University,CLMB,730319104,Columbia,BBC,R,R,2,10,45,15,15,5,7,8,1,1
809,1337778944,J. Cooper,Jack Cooper,Cooper,Jack,C,University of Houston,HOU,3030,Houston,BBC,R,R,3,38,149,66,58,12,16,28,1,1
809,1074241280,D. Carr,Davis Carr,Carr,Davis,C,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,23,564,2181,1096,953,224,232,381,1,2
809,1146187520,J. Suarez,Jake Suarez,Suarez,Jake,C,Davidson College,DAV,730363136,Davidson,BBC,L,R,8,59,243,104,104,26,32,38,1,3
809,1081123584,D. Gamester,Dennis Gamester,Gamester,Dennis,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,4,127,435,227,188,31,27,74,1,3
809,1184712448,W. Lybrook,William Lybrook,Lybrook,William,1B,Harvard University,HARV,5450,Harvard,BBC,R,R,1,37,142,68,57,9,19,32,1,2
809,1310718720,C. Carter,Charlie Carter,Carter,Charlie,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,10,52,172,79,78,19,27,29,1,1
809,1310465793,S. Spalitta,Steven Spalitta,Spalitta,Steven,C,Mississippi State University,MSST,5080,Mississippi State,BBC,L,R,2,16,68,31,28,12,12,11,1,6
809,1183060992,C. Knight,Christian Knight,Knight,Christian,C,Wagner College,WAG,730192640,Wagner,BBC,S,R,20,568,1973,719,830,184,75,303,1,0
809,1325190400,J. Pawlowicz,Jack Pawlowicz,Pawlowicz,Jack,P,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,4,43,155,75,66,11,17,35,1,0
809,1311019008,G. Myers,Griffin Myers,Myers,Griffin,C,Washington State University,WSU,4505,Washington State,BBC,L,R,4,39,166,77,68,18,17,25,1,4
809,1039959144,D. Scheumann,DJ Scheumann,Scheumann,DJ,C,Ball State University,BALL,730195456,Ball State,BBC,S,R,12,232,830,390,331,97,51,152,1,3
809,1915713763,C. Brinkman,Charlie Brinkman,Brinkman,Charlie,C,Liberty University,LIB,730156288,Liberty,BBC,R,R,2,31,125,65,61,18,20,23,1,1
809,1472180652,B. Kersey,Braydon Kersey,Kersey,Braydon,P,Mercer University,MER,730240512,Mercer,BBC,L,R,1,4,21,5,9,4,6,3,1,0
809,1342168042,J. Owen,Jackson Owen,Owen,Jackson,C,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,4,52,200,89,93,30,32,33,1,0
809,1149014054,C. Cymbalista,Colin Cymbalista,Cymbalista,Colin,C,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,7,32,136,64,53,15,14,31,1,0
809,1438110242,S. Yu,Spencer Yu,Yu,Spencer,C,George Washington University,GW,730249216,George Washington,BBC,R,R,1,12,52,23,24,3,8,8,1,0
809,1576035714,E. Stephens,Eli Stephens,Stephens,Eli,C,Mercer University,MER,730240512,Mercer,BBC,L,R,4,48,206,77,84,23,28,30,1,1
809,1342168495,W. Briggs,Will Briggs,Briggs,Will,C,Purdue University,PUR,730353152,Purdue,BBC,R,R,4,37,136,75,65,14,14,25,1,3
809,1161521072,L. Clark,Levi Clark,Clark,Levi,C,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,4,32,119,55,40,15,10,26,1,0
809,1217002518,T. Lewis,Tate Lewis,Lewis,Tate,1B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,5,45,186,16,68,19,9,32,1,1
809,1342166989,C. Fuchino,Cooper Fuchino,Fuchino,Cooper,C,Creighton University,CREI,730243840,Creighton,BBC,R,R,3,17,67,30,21,5,8,12,1,3
809,1914563475,T. Popoff,Tommy Popoff,Popoff,Tommy,C,Binghamton University,BING,730155776,Binghamton,BBC,R,R,5,60,213,106,94,18,23,39,1,1
809,1387024195,T. Early,Tom Early,Early,Tom,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,13,479,1161,130,387,25,25,138,1,2
809,1605613711,J. Holley,John Holley,Holley,John,C,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,5,90,351,147,144,37,48,52,1,6
809,1342169141,G. Patterson,Garrett Patterson,Patterson,Garrett,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,1,6,25,11,12,4,3,5,1,0
809,1587042415,T. Relliford,Tre Relliford,Relliford,Tre,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,6,86,226,41,72,5,12,31,1,0
809,1474235163,E. ONeal,Easton ONeal,ONeal,Easton,LF,University of Washington,WASH,3110,Washington,BBC,S,R,1,3,13,6,6,4,2,5,1,0
809,1184560802,X. Bradley,Xavier Bradley,Bradley,Xavier,C,Southern University,SOU,4767,Southern,BBC,R,R,7,294,1043,444,418,94,101,143,1,0
809,1342167730,K. Hammond,Kevin Hammond,Hammond,Kevin,C,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,5,37,137,58,52,14,16,24,1,2
809,1754951818,K. Guthrie,Kingsley Guthrie,Guthrie,Kingsley,C,Murray State University,MURR,730188032,Murray State,BBC,S,R,11,199,799,306,311,69,52,154,1,2
809,1677815916,L. McNellis,Lucas McNellis,McNellis,Lucas,C,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,8,222,909,396,350,73,102,147,1,4
809,1262658931,M. Dworsky,Matt Dworsky,Dworsky,Matt,C,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,1,6,28,8,9,3,5,5,1,0
809,1342168390,Z. Justice,Zach Justice,Justice,Zach,C,University of Oregon,ORE,4807,Oregon,BBC,R,R,2,21,81,38,33,9,9,18,1,0
809,1016127584,N. Bowes,Nathan Bowes,Bowes,Nathan,C,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,4,109,386,210,148,38,13,74,1,0
809,1392348313,W. White,Will White,White,Will,C,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,2,25,106,55,36,7,2,20,1,0
809,1383309219,G. Tirado,Gabriel Tirado,Tirado,Gabriel,P,University of Connecticut,CONN,5486,Connecticut,BBC,L,R,1,8,34,7,13,2,7,5,1,0
852,1292501504,T. Waugh,Tyler Waugh,Waugh,Tyler,LF,UAB,UAB,730345984,UAB,BBC,L,R,2,57,208,131,106,27,15,29,0,4
852,1097455104,G. Anderson,Garner Anderson,Anderson,Garner,LF,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,1,44,166,0,55,12,0,29,0,0
852,1162106624,V. Colon,Vidal Colon,Colon,Vidal,LF,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,3,136,521,244,205,45,65,92,0,0
852,1297509888,C. Reuter,Collin Reuter,Reuter,Collin,1B,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,2,8,36,19,21,6,6,5,0,0
852,1279518720,D. Charney,Drew Charney,Charney,Drew,C,Butler University,BUT,730283520,Butler,BBC,R,R,5,177,615,272,230,41,39,92,0,0
852,1195502592,J. Reid,Joe Reid,Reid,Joe,3B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,1,9,22,10,10,2,3,4,0,0
852,1085392896,B. Horton,Brayden Horton,Horton,Brayden,RF,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,L,R,1,8,45,16,24,10,8,3,0,0
852,1145504512,E. Martinez,Erick Martinez,Martinez,Erick,SS,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,1,11,42,19,18,1,3,6,0,0
852,1142631680,T. Kipp,Tyler Kipp,Kipp,Tyler,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,5,135,499,255,224,46,47,79,0,0
852,1236974336,P. Vazquez,Peter Vazquez,Vazquez,Peter,3B,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,S,R,1,3,13,8,6,0,0,1,0,0
852,1183065856,R. Santangelo,Ryan Santangelo,Santangelo,Ryan,C,Bryant University,BRY,730266880,Bryant,BBC,R,R,1,6,23,10,11,4,5,6,0,1
852,1126689024,N. Gamez,Nathan Gamez,Gamez,Nathan,3B,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,R,1,6,13,0,3,0,0,2,0,0
852,1187675648,J. Burrell,Jaylon Burrell,Burrell,Jaylon,LF,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,1,7,8,0,7,0,0,0,0,0
852,1176556544,M. Garza,Manny Garza,Garza,Manny,C,Arizona State University,ASU,5035,Arizona State,BBC,S,R,1,28,112,60,52,15,16,24,0,1
852,1275124224,M. Joseph,Michael Joseph,Joseph,Michael,C,UMBC,UMBC,730210304,UMBC,BBC,R,R,3,31,119,66,48,13,10,27,0,1
852,1226676992,E. Smith,Evan Smith,Smith,Evan,CF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,1,4,12,8,6,0,1,3,0,0
852,1172325120,B. Richartz,Brigs Richartz,Richartz,Brigs,LF,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,2,82,318,150,124,27,27,40,0,7
852,1242450688,R. Beatty,Robert Beatty,Beatty,Robert,C,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,1,49,105,0,26,0,0,9,0,0
852,1317724160,L. Kreske,Logan Kreske,Kreske,Logan,C,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,2,58,236,107,89,29,18,37,0,4
852,1078579712,J. Bant,Jay Bant,Bant,Jay,1B,Monmouth University,MONM,4164,Monmouth,BBC,L,R,1,3,10,4,4,3,1,3,0,0
852,1336576000,M. Conner,Mikah Conner,Conner,Mikah,CF,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,1,4,15,5,5,2,3,3,0,0
852,1091393280,E. Krumpe,Eric Krumpe,Krumpe,Eric,P,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,2,56,241,67,79,20,29,35,0,5
852,1210138368,B. Mercado,Brock Mercado,Mercado,Brock,C,UNC Asheville,UNCA,1570,UNC Asheville,BBC,L,R,4,132,549,176,195,49,33,116,0,0
852,1204930048,L. Percival,Louis Percival,Percival,Louis,C,Siena College,SIE,730382592,Siena,BBC,R,R,4,103,344,122,117,29,25,54,0,0
852,1123875840,M. Tsoukalas,Michael Tsoukalas,Tsoukalas,Michael,1B,Seattle University,SEA,4504,Seattle,BBC,L,R,1,11,51,1,24,8,4,6,0,0
852,1220019200,N. Wood,Nathan Wood,Wood,Nathan,C,University of South Alabama,USA,730298880,South Alabama,BBC,R,R,1,5,22,11,10,1,3,3,0,0
852,1287959552,M. Curry,Michael Curry,Curry,Michael,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,1,4,11,7,6,2,1,1,0,0
852,1078425088,N. Button,Nico Button,Button,Nico,C,University of California,CAL,730152448,California,BBC,L,R,3,51,201,98,92,22,20,31,0,1
852,1153710080,J. Davis,Jayden Davis,Davis,Jayden,2B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,1,5,22,9,5,1,1,6,0,2
852,1126689280,K. Jackson,Kevin Jackson,Jackson,Kevin,1B,Alcorn State University,ALCN,5376,Alcorn State,BBC,L,L,1,3,7,0,1,0,0,2,0,0
852,1319799296,D. Infante,Danny Infante,Infante,Danny,C,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,1,6,23,11,8,1,0,2,0,0
852,1296690689,C. Cochran,Charlie Cochran,Cochran,Charlie,C,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,7,156,605,118,252,67,10,123,0,1
852,1081438464,Z. Horky,Zack Horky,Horky,Zack,LF,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,1,36,115,0,48,11,0,23,0,0
852,1336567808,D. Brancel,Dominic Brancel,Brancel,Dominic,C,Harvard University,HARV,5450,Harvard,BBC,R,R,1,10,43,16,17,7,7,6,0,0
852,1263506176,K. Savoy Jr.,Keith Savoy Jr.,Savoy Jr.,Keith,RF,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,3,140,337,75,120,17,14,54,0,0
852,1257477376,D. Kibler,Dom Kibler,Kibler,Dom,1B,Kent State University,KENT,730315008,Kent State,BBC,L,R,3,38,149,71,71,21,11,25,0,0
852,1085549312,J. Lawson,John Lawson,Lawson,John,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,5,140,473,205,182,36,10,65,0,0
852,1145599744,H. Rebando,Hunter Rebando,Rebando,Hunter,C,Lamar University,LAM,730162432,Lamar,BBC,R,R,1,9,45,22,20,6,5,9,0,0
852,1238047744,J. Burton III,Jesse Burton III,Burton III,Jesse,CF,Alcorn State University,ALCN,5376,Alcorn State,BBC,S,L,1,12,16,0,10,0,0,2,0,0
852,1213265409,C. Yennaco,Cole Yennaco,Yennaco,Cole,P,Merrimack College,MRMK,730295552,Merrimack,BBC,R,R,3,67,187,78,81,12,6,26,0,0
852,1259930880,A. Broski,Adam Broski,Broski,Adam,C,Michigan State University,MSU,1551,Michigan State,BBC,R,R,4,63,235,95,94,18,33,39,0,1
852,1276117504,B. Buehring,Ben Buehring,Buehring,Ben,C,University of Wisconsin-Milwaukee,MILW,5036,Milwaukee,BBC,R,R,5,96,360,100,143,28,16,51,0,0
852,1243693056,T. Harmon,Trevor Harmon,Harmon,Trevor,1B,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,1,7,30,8,7,3,3,4,0,0
852,1086297600,B. Edwards,Brandon Edwards,Edwards,Brandon,CF,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,1,6,9,0,5,0,0,1,0,0
852,1232986880,E. Wright,Emery Wright,Wright,Emery,C,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,R,R,1,7,22,8,8,1,3,2,0,0
852,1324738304,D. Boyd,Darries Boyd,Boyd,Darries,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,1,4,19,11,5,0,1,7,0,0
852,1285866496,J. Walman,Jake Walman,Walman,Jake,P,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,2,14,57,26,25,6,8,10,0,0
852,1130852096,B. Daker,Brian Daker,Daker,Brian,C,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,4,25,92,44,34,8,9,22,0,2
852,1162254848,O. Service,Oliver Service,Service,Oliver,C,University of Texas,TEX,245,Texas,BBC,R,R,3,53,206,98,86,23,21,39,0,0
852,1100891392,L. Perez,Leandro Perez,Perez,Leandro,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,1,6,25,13,13,2,3,3,0,0
852,1342168318,A. Paul Jr.,Alonzo Paul Jr.,Paul Jr.,Alonzo,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,1,7,36,15,6,2,2,8,0,0
852,1962714989,C. Marcantel,Charlie Marcantel,Marcantel,Charlie,RF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,1,39,149,79,82,32,22,18,0,1
852,1342169498,K. Jones,Kooper Jones,Jones,Kooper,C,Washington State University,WSU,4505,Washington State,BBC,R,R,1,9,31,15,14,4,2,4,0,0
852,1068475451,T. Davis,Ty Davis,Davis,Ty,1B,Ball State University,BALL,730195456,Ball State,BBC,L,R,1,43,158,94,68,22,2,24,0,0
852,1471652542,J. Daly,Jamie Daly,Daly,Jamie,CF,Davidson College,DAV,730363136,Davidson,BBC,L,R,1,1,3,1,1,0,0,0,0,0
852,1864284988,A. Marquis,Andrew Marquis,Marquis,Andrew,C,Wagner College,WAG,730192640,Wagner,BBC,R,R,6,87,301,115,115,16,3,51,0,0
852,1613093398,E. Dolansky,Eddie Dolansky,Dolansky,Eddie,P,Niagara University,NIAG,730156544,Niagara,BBC,R,R,3,109,420,179,158,25,47,71,0,0
852,1635840663,J. Bryan,Jackson Bryan,Bryan,Jackson,P,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,4,134,376,129,170,23,23,50,0,0
852,1929664516,B. Barker,Brody Barker,Barker,Brody,C,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,10,209,761,220,294,62,33,117,0,0
852,1315951459,R. Black,Riley Black,Black,Riley,1B,Tennessee Technological University,TNTC,730166272,Tennessee Tech,BBC,L,R,2,80,303,168,124,29,15,53,0,0
852,1000987464,T. Reis,Tyson Reis,Reis,Tyson,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,R,2,16,62,32,19,3,5,16,0,0
852,1864986957,D. Anselmo,Dominic Anselmo,Anselmo,Dominic,C,Bradley University,BRAD,730253312,Bradley,BBC,R,R,5,113,334,69,120,13,7,64,0,0
852,1632945635,J. Head,John Paul Head,Head,John Paul,C,UAB,UAB,730345984,UAB,BBC,R,R,1,5,18,7,9,2,5,3,0,0
852,1853123572,B. Robles,Bruno Robles,Robles,Bruno,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,1,27,90,39,46,16,8,12,0,0
852,1151026784,A. Mendes,Alex Mendes,Mendes,Alex,RF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,1,5,20,12,10,6,2,2,0,0
852,1173809201,P. Hebda,Paddy Hebda,Hebda,Paddy,RF,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,1,13,23,0,10,0,0,1,0,0
852,1394676085,R. Hoeft,Ryan Hoeft,Hoeft,Ryan,C,Norfolk State University,NORF,3904,Norfolk State,BBC,R,R,8,264,643,170,243,33,28,90,0,0
852,1764298187,J. Hamilton,Jack Hamilton,Hamilton,Jack,C,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,3,28,115,61,47,16,4,17,0,0
852,1802827419,M. Kirk,Mason Kirk,Kirk,Mason,3B,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,1,9,34,12,14,4,3,2,0,0
852,1852260943,D. Diaz,Derek Diaz,Diaz,Derek,C,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,1,6,32,18,15,3,2,3,0,2
852,1238879568,M. Behrens,Milo Behrens,Behrens,Milo,C,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,R,R,2,38,150,82,64,17,8,24,0,0
852,1342169030,N. Cadiz,Noah Cadiz,Cadiz,Noah,C,The Citadel,CIT,730366720,The Citadel,BBC,R,R,6,62,233,97,95,9,23,47,0,3
852,1519523182,K. Fedoruk,Kevin Fedoruk,Fedoruk,Kevin,C,UC Riverside,UCRV,730281728,UC Riverside,BBC,R,R,1,7,24,13,12,5,2,4,0,0
852,1117025872,V. Van der Wel,Vinnie Van der Wel,Van der Wel,Vinnie,1B,Cal Poly,CP,5487,Cal Poly,BBC,L,R,1,5,21,14,11,3,1,3,0,0
852,1164226878,J. Caldwell,Joshua Caldwell,Caldwell,Joshua,RF,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,L,R,6,160,393,92,140,9,13,54,0,0
852,1586536694,B. Hamilton,Brycen Hamilton,Hamilton,Brycen,C,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,5,59,219,32,84,25,10,39,0,2
852,1698967896,W. Slater,Will Slater,Slater,Will,C,Virginia Military Institute,VMI,730173440,VMI,BBC,R,R,1,4,18,0,7,3,0,2,0,0
852,1325176927,S. Gettinger,Sam Gettinger,Gettinger,Sam,P,Stonehill College,SC,730238464,Stonehill,BBC,R,R,1,3,9,4,5,0,1,1,0,0
852,1427023080,T. Craft,Trey Craft,Craft,Trey,P,Florida A&M University,FAMU,5416,Florida A&M,BBC,L,R,4,21,49,10,18,1,4,8,0,0
