Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,AB,AVG,xAVG,xAVGDf,xOBP,SLG,xSLG,xSLGDf,ISO,xISO,xISODf,wOBA,xWOBA,xWOBADf
249,1908498512,I. Koosman,Ian Koosman,Koosman,Ian,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,19,261,221,.222,.261,-.039,.358,.308,.392,-.084,.086,.131,-.045,.288,.323,-.035
250,1026778788,A. Gonzalez,Andres Gonzalez,Gonzalez,Andres,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,19,302,253,.225,.261,-.035,.372,.372,.456,-.084,.146,.195,-.049,.322,.354,-.032
251,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,314,251,.239,.261,-.022,.390,.371,.429,-.058,.131,.168,-.036,.338,.357,-.019
252,1239369472,K. Reed,Kevin Reed,Reed,Kevin,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,14,338,298,.309,.261,.048,.340,.550,.467,.084,.242,.206,.036,.399,.343,.057
253,1208166656,L. Harrison,Luke Harrison,Harrison,Luke,P,University of Texas,TEX,245,Texas,BBC,L,L,15,315,267,.236,.261,-.025,.366,.341,.379,-.038,.105,.118,-.013,.314,.331,-.017
254,1196801792,G. Hugus,Griffin Hugus,Hugus,Griffin,P,University of Miami,MIA,236,Miami,BBC,L,R,17,400,347,.242,.261,-.019,.348,.372,.427,-.055,.130,.165,-.036,.314,.332,-.018
255,1311025920,J. Thomas,Jackson Thomas,Thomas,Jackson,P,University of Washington,WASH,3110,Washington,BBC,R,R,15,325,283,.276,.261,.014,.343,.410,.401,.008,.134,.140,-.006,.338,.320,.018
256,1312690944,R. Eikhoff,Riley Eikhoff,Eikhoff,Riley,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,17,370,348,.261,.262,-.000,.298,.371,.377,-.007,.109,.116,-.007,.293,.289,.004
257,1227145728,B. Gomez,Brandon Gomez,Gomez,Brandon,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,L,15,322,269,.257,.262,-.005,.360,.420,.398,.022,.164,.137,.027,.340,.329,.011
258,1310946560,C. Benson,Chandler Benson,Benson,Chandler,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,L,L,20,276,250,.260,.262,-.002,.322,.368,.366,.002,.108,.104,.004,.304,.298,.006
259,1245880832,J. Duffield,Joseph Duffield,Duffield,Joseph,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,257,201,.219,.262,-.043,.410,.318,.385,-.066,.100,.123,-.023,.323,.354,-.031
260,1006945294,A. Ciscar,AJ Ciscar,Ciscar,AJ,P,University of Miami,MIA,236,Miami,BBC,R,R,21,290,252,.222,.262,-.040,.353,.325,.378,-.052,.103,.116,-.012,.292,.322,-.030
261,1090284544,P. Edwards,Parker Edwards,Edwards,Parker,P,Houston Christian University,HCU,730157824,Houston Christian,BBC,R,R,17,389,334,.234,.262,-.029,.346,.347,.337,.010,.114,.075,.039,.299,.303,-.004
262,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,316,267,.273,.263,.011,.352,.461,.444,.017,.187,.181,.006,.356,.339,.017
263,1099691264,R. Quick,Riley Quick,Quick,Riley,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,14,270,236,.263,.263,-.000,.348,.373,.359,.014,.110,.096,.014,.324,.313,.011
264,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,384,338,.249,.263,-.015,.345,.376,.465,-.090,.127,.202,-.075,.316,.343,-.026
265,1311551232,C. OHara,Connor OHara,OHara,Connor,P,George Mason University,GMU,730265088,George Mason,BBC,R,R,17,374,334,.228,.263,-.036,.328,.305,.372,-.066,.078,.108,-.031,.270,.302,-.032
266,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,278,250,.280,.263,.017,.335,.472,.490,-.018,.192,.227,-.035,.357,.345,.012
267,1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,15,387,310,.219,.263,-.044,.396,.284,.362,-.078,.065,.098,-.034,.306,.342,-.036
268,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,397,367,.196,.264,-.067,.303,.297,.448,-.151,.101,.184,-.083,.237,.312,-.075
269,1276589824,M. Adams,Matthew Adams,Adams,Matthew,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,18,341,309,.252,.264,-.011,.328,.417,.459,-.041,.165,.195,-.030,.321,.331,-.009
270,1408559031,L. Kinneen,Liam Kinneen,Kinneen,Liam,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,11,238,195,.267,.264,.003,.390,.390,.378,.012,.123,.114,.009,.351,.340,.011
271,1210149120,S. Pinson,Smith Pinson,Pinson,Smith,P,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,R,22,276,241,.261,.264,-.003,.331,.353,.376,-.023,.091,.112,-.021,.304,.307,-.003
272,1142659328,K. Sivley,Kros Sivley,Sivley,Kros,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,22,310,273,.267,.264,.003,.334,.418,.435,-.017,.150,.171,-.020,.331,.327,.004
273,1154111488,C. Peguero,Chris Peguero,Peguero,Chris,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,15,390,343,.292,.264,.028,.335,.458,.404,.053,.166,.140,.026,.356,.319,.037
274,1278843253,T. Teixeira,Tim Teixeira,Teixeira,Tim,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,15,334,278,.270,.264,.006,.376,.381,.375,.006,.112,.111,.000,.345,.337,.008
275,1279297536,J. Brink,Jake Brink,Brink,Jake,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,16,407,362,.240,.264,-.024,.337,.334,.355,-.021,.094,.091,.003,.290,.303,-.012
276,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,16,334,270,.293,.264,.028,.385,.441,.398,.043,.148,.134,.014,.376,.345,.031
277,1332852737,D. Revis,Dustin Revis,Revis,Dustin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,15,354,308,.237,.264,-.027,.349,.347,.367,-.020,.110,.103,.007,.302,.314,-.012
278,1273112064,D. Beckner,Drew Beckner,Beckner,Drew,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,15,372,316,.266,.265,.001,.363,.434,.427,.006,.168,.162,.005,.351,.341,.010
279,1239591168,T. Kapraun,Tyler Kapraun,Kapraun,Tyler,P,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,L,L,15,350,318,.274,.265,.008,.315,.399,.377,.023,.126,.111,.014,.313,.293,.020
280,1093144320,S. Cash,Steven Cash,Cash,Steven,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,L,16,366,324,.225,.265,-.040,.341,.401,.449,-.048,.176,.184,-.008,.310,.336,-.027
281,1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,16,376,338,.231,.265,-.035,.332,.334,.408,-.073,.104,.142,-.039,.285,.317,-.032
282,1386471821,T. McKinstry,Tyler McKinstry,McKinstry,Tyler,P,Western Michigan University,WMU,730165248,Western Michigan,BBC,R,R,14,326,274,.245,.266,-.021,.361,.383,.445,-.062,.139,.179,-.040,.323,.345,-.022
283,1056444835,M. Smith,Mason Smith,Smith,Mason,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,14,286,235,.272,.266,.007,.380,.413,.417,-.004,.140,.151,-.011,.354,.346,.009
284,1231526144,C. Burfield,Casey Burfield,Burfield,Casey,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,14,316,280,.296,.266,.031,.329,.479,.428,.051,.182,.162,.020,.359,.321,.039
285,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,316,260,.238,.266,-.027,.382,.412,.431,-.020,.173,.166,.007,.341,.350,-.009
286,1142967552,J. DeCastro,Justin DeCastro,DeCastro,Justin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,15,405,335,.299,.266,.032,.323,.421,.375,.046,.122,.109,.014,.324,.300,.024
287,1102217472,H. Phelps,Holden Phelps,Phelps,Holden,P,Siena College,SIE,730382592,Siena,BBC,R,R,16,313,261,.280,.266,.013,.372,.490,.471,.019,.211,.205,.006,.379,.358,.022
288,1462207411,A. Johnson,Andrew Johnson,Johnson,Andrew,P,University of Southern California,USC,5047,USC,BBC,S,R,22,296,268,.291,.266,.025,.315,.437,.421,.015,.146,.155,-.009,.339,.311,.028
289,1080063269,C. OBrien,Cole OBrien,OBrien,Cole,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,17,287,235,.264,.266,-.003,.377,.374,.418,-.043,.111,.151,-.041,.336,.344,-.008
290,1310308608,A. Berg,Andrew Berg,Berg,Andrew,P,Army West Point,ARMY,4744,Army,BBC,R,R,15,338,293,.273,.266,.007,.348,.406,.433,-.027,.133,.167,-.034,.337,.335,.002
291,1230322309,D. Wright,Davis Wright,Wright,Davis,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,L,15,383,338,.266,.267,-.000,.330,.379,.395,-.016,.112,.128,-.016,.313,.312,.001
292,1084209920,R. Reed,Ryan Reed,Reed,Ryan,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,L,14,327,293,.287,.267,.020,.328,.444,.396,.048,.157,.129,.028,.344,.312,.032
293,1263117312,C. Kirk,Corbin Kirk,Kirk,Corbin,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,L,L,16,376,326,.294,.267,.028,.354,.420,.400,.020,.126,.133,-.007,.354,.330,.024
294,1187058176,D. Stewart,Dylan Stewart,Stewart,Dylan,P,Pepperdine University,PEPP,730338304,Pepperdine,BBC,R,R,14,256,218,.280,.267,.013,.359,.413,.394,.019,.133,.127,.006,.347,.329,.018
295,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,15,288,253,.225,.267,-.042,.338,.273,.374,-.102,.047,.107,-.060,.264,.312,-.047
296,1239091969,J. Schaeffer,Jared Schaeffer,Schaeffer,Jared,P,University of Akron,AKR,540536064,Akron,BBC,R,R,14,360,320,.263,.268,-.005,.325,.409,.396,.013,.147,.128,.019,.319,.311,.008
297,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,14,400,348,.236,.268,-.032,.344,.382,.458,-.076,.147,.190,-.044,.307,.338,-.032
298,1463788430,N. Stein,Nathan Stein,Stein,Nathan,P,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,L,L,15,297,247,.308,.268,.040,.378,.401,.387,.014,.093,.119,-.026,.366,.338,.028
299,1304691713,C. Moore,Cooper Moore,Moore,Cooper,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,15,373,343,.265,.268,-.003,.311,.359,.398,-.040,.093,.130,-.037,.295,.302,-.008
300,1069409302,Z. Danielson,Zane Danielson,Danielson,Zane,P,Fort Wayne,PFW,730231552,Fort Wayne,BBC,L,L,11,253,208,.269,.268,.001,.374,.481,.459,.022,.212,.190,.021,.371,.354,.017
301,1179093504,D. Purser,Daxton Purser,Purser,Daxton,P,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,17,334,294,.286,.268,.018,.336,.463,.448,.015,.177,.180,-.003,.351,.331,.020
302,1311169536,M. Patel,Mason Patel,Patel,Mason,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,23,283,257,.222,.268,-.046,.327,.366,.435,-.069,.144,.167,-.023,.285,.322,-.037
303,1763497799,J. Pfeffer,John Pfeffer,Pfeffer,John,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,26,264,227,.295,.268,.027,.352,.489,.461,.028,.194,.193,.001,.375,.345,.030
304,1237026048,N. Millikan,Noah Millikan,Millikan,Noah,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,12,276,232,.276,.268,.008,.369,.384,.369,.014,.108,.101,.007,.342,.328,.013
305,1114455808,J. Toporek,Jake Toporek,Toporek,Jake,P,Wagner College,WAG,730192640,Wagner,BBC,S,L,15,359,322,.217,.268,-.051,.335,.317,.412,-.096,.099,.144,-.044,.271,.314,-.043
306,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,247,204,.314,.269,.045,.385,.525,.434,.090,.211,.165,.045,.410,.355,.055
307,1297348096,K. McCoy,Kyle McCoy,McCoy,Kyle,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,L,14,366,336,.271,.269,.002,.323,.399,.398,.001,.128,.129,-.001,.318,.309,.009
308,1334314752,A. Brouwer,Adam Brouwer,Brouwer,Adam,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,13,310,269,.283,.269,.014,.354,.398,.410,-.013,.115,.141,-.026,.341,.332,.009
309,1184585728,L. Jurecka,Landry Jurecka,Jurecka,Landry,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,15,360,323,.276,.269,.007,.323,.378,.420,-.043,.102,.152,-.049,.311,.315,-.004
310,1341830144,D. Gutierrez,Diego Gutierrez,Gutierrez,Diego,P,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,14,352,292,.301,.269,.032,.383,.565,.475,.090,.264,.206,.058,.418,.368,.050
311,1198583040,C. Powers,Callen Powers,Powers,Callen,P,University of Massachusetts,MASS,5451,UMass,BBC,R,R,14,338,292,.271,.269,.002,.358,.483,.500,-.017,.212,.231,-.018,.365,.362,.003
312,1196196955,D. Morrill,Dylan Morrill,Morrill,Dylan,P,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,17,250,214,.248,.269,-.021,.365,.388,.440,-.052,.140,.171,-.030,.329,.347,-.018
313,1537972184,E. Teel,Easton Teel,Teel,Easton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,17,341,315,.238,.269,-.031,.315,.337,.366,-.029,.098,.097,.002,.276,.294,-.018
314,1340662528,P. Brown,Peyton Brown,Brown,Peyton,P,Campbell University,CAMP,730187776,Campbell,BBC,R,R,17,257,212,.278,.269,.009,.373,.377,.384,-.007,.099,.115,-.016,.342,.335,.007
315,1175789044,B. Romero,Braeden Romero,Romero,Braeden,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,228,195,.241,.269,-.028,.368,.323,.315,.008,.082,.046,.036,.306,.312,-.006
316,1248451072,W. Taylor,William Taylor,Taylor,William,P,Marist College,MRST,730374656,Marist,BBC,R,L,15,329,301,.269,.269,-.000,.312,.399,.444,-.045,.130,.175,-.045,.310,.316,-.006
317,1306838784,S. Seid,Spencer Seid,Seid,Spencer,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,16,243,213,.239,.269,-.030,.349,.385,.450,-.065,.146,.180,-.035,.312,.340,-.028
318,1665927471,W. Magers,Wilson Magers,Magers,Wilson,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,16,314,249,.217,.270,-.053,.399,.321,.404,-.082,.104,.134,-.029,.315,.357,-.042
319,1738764358,L. Mack,Landon Mack,Mack,Landon,P,Rutgers University,RUTG,730229248,Rutgers,BBC,S,R,15,340,305,.266,.270,-.004,.328,.400,.430,-.030,.134,.160,-.026,.319,.323,-.004
320,1713704850,T. Patterson,Tripp Patterson,Patterson,Tripp,P,University of North Alabama,UNA,730266624,North Alabama,BBC,L,L,15,373,323,.241,.270,-.028,.345,.409,.449,-.040,.167,.179,-.012,.319,.335,-.016
321,1310641921,G. Jones,Gavin Jones,Jones,Gavin,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,15,331,271,.247,.270,-.023,.390,.439,.425,.014,.192,.155,.037,.357,.354,.004
322,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,13,271,232,.259,.270,-.012,.363,.405,.441,-.036,.147,.171,-.024,.336,.345,-.009
323,1217850368,W. Jones,Will Jones,Jones,Will,P,Northeastern University,NE,343,Northeastern,BBC,L,L,15,290,258,.213,.270,-.057,.340,.314,.437,-.123,.101,.167,-.066,.272,.331,-.058
324,1342168472,T. Williams,Tyrell Williams,Williams,Tyrell,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,16,249,214,.266,.270,-.004,.358,.411,.436,-.024,.145,.165,-.020,.336,.337,-.001
325,1311140864,B. Pendley,Brady Pendley,Pendley,Brady,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,16,289,243,.288,.270,.018,.366,.403,.392,.011,.115,.122,-.007,.348,.329,.019
326,1292598272,S. Murchison,Sam Murchison,Murchison,Sam,P,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,15,357,307,.280,.270,.010,.347,.430,.439,-.009,.150,.168,-.018,.344,.334,.011
327,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,19,418,370,.281,.271,.011,.335,.451,.429,.022,.170,.159,.011,.345,.323,.022
328,1196798720,C. Keshock,Cameron Keshock,Keshock,Cameron,P,Samford University,SAM,730386432,Samford,BBC,R,R,15,366,307,.270,.271,-.000,.374,.414,.401,.013,.143,.130,.013,.352,.343,.010
329,1473506994,G. Kirn,Griffin Kirn,Kirn,Griffin,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,18,420,369,.233,.271,-.037,.347,.393,.455,-.062,.160,.185,-.025,.312,.341,-.029
330,1292501760,R. Grace,Ranard Grace,Grace,Ranard,P,Southern University,SOU,4767,Southern,BBC,L,L,12,301,269,.305,.271,.034,.337,.520,.428,.092,.216,.158,.058,.383,.328,.055
331,1058441697,S. Jenkins,Sean Jenkins,Jenkins,Sean,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,19,310,280,.261,.271,-.010,.320,.461,.432,.029,.200,.161,.039,.329,.314,.015
332,1099400192,H. Tarsia,Hayden Tarsia,Tarsia,Hayden,P,Binghamton University,BING,730155776,Binghamton,BBC,R,R,18,305,274,.274,.271,.002,.332,.511,.484,.026,.237,.213,.024,.360,.340,.021
333,1790363222,D. Story,Dylan Story,Story,Dylan,P,High Point University,HP,730321152,High Point,BBC,R,R,15,366,305,.285,.271,.014,.383,.426,.363,.063,.141,.092,.049,.366,.334,.032
334,1085401856,C. Byers,Carson Byers,Byers,Carson,P,Miami University (Ohio),M-OH,730379264,Miami (OH),BBC,L,L,23,320,277,.213,.271,-.058,.351,.321,.420,-.099,.108,.149,-.040,.280,.333,-.052
335,1207755520,J. Gehring,Jacob Gehring,Gehring,Jacob,P,Youngstown State University,YSU,730284544,Youngstown State,BBC,R,R,12,291,249,.305,.272,.034,.359,.466,.406,.060,.161,.135,.026,.370,.331,.039
336,1162333952,M. Pesca,Mario Pesca,Pesca,Mario,P,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,22,291,257,.261,.272,-.011,.348,.416,.399,.017,.156,.128,.028,.333,.326,.007
337,1225719296,C. Proskey,Calvin Proskey,Proskey,Calvin,P,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,14,287,257,.253,.272,-.019,.330,.389,.405,-.016,.136,.134,.003,.309,.316,-.007
338,1218243584,B. Olsen,Bobby Olsen,Olsen,Bobby,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,12,271,223,.300,.272,.029,.375,.408,.375,.033,.108,.103,.005,.360,.329,.030
339,1286256640,G. Rumary,Garvey Rumary,Rumary,Garvey,P,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,16,304,242,.306,.272,.034,.397,.500,.471,.029,.194,.199,-.005,.403,.372,.031
340,1238278144,R. Bassinger,Reese Bassinger,Bassinger,Reese,P,West Virginia University,WVU,5327,West Virginia,BBC,R,R,30,269,234,.269,.272,-.003,.330,.432,.441,-.010,.162,.169,-.007,.325,.320,.005
341,1296198400,J. Hyde,Jace Hyde,Hyde,Jace,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,14,287,250,.264,.272,-.008,.356,.412,.415,-.003,.148,.143,.005,.337,.334,.003
342,1233795610,R. Cole,Ryan Cole,Cole,Ryan,P,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,14,297,245,.298,.273,.025,.374,.494,.426,.068,.196,.153,.043,.385,.347,.038
343,1238136064,K. Barr,Kurt Barr,Barr,Kurt,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,16,323,274,.263,.273,-.010,.365,.394,.399,-.005,.131,.127,.005,.334,.335,-.000
344,1104573440,L. Nichols,Luke Nichols,Nichols,Luke,P,Louisiana Tech University,LT,3374,Louisiana Tech,BBC,L,L,25,274,241,.295,.273,.022,.352,.432,.386,.046,.137,.113,.024,.354,.324,.030
345,1243499776,N. Isler,Nate Isler,Isler,Nate,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,258,221,.317,.273,.044,.336,.511,.434,.078,.195,.161,.034,.376,.320,.056
346,1018912519,K. Ishikawa,Kenny Ishikawa,Ishikawa,Kenny,TWP,Seattle University,SEA,4504,Seattle,BBC,L,L,19,303,270,.304,.273,.031,.340,.467,.408,.058,.163,.136,.027,.362,.321,.041
347,1086409984,T. Bryan,Tyler Bryan,Bryan,Tyler,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,347,285,.267,.273,-.006,.379,.344,.368,-.024,.077,.095,-.017,.327,.331,-.004
348,1310530560,J. Core,Joel Core,Core,Joel,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,15,333,281,.246,.273,-.028,.362,.423,.559,-.135,.178,.286,-.108,.333,.380,-.046
349,1296180224,L. Schmidt,Logan Schmidt,Schmidt,Logan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,19,298,266,.282,.273,.009,.343,.459,.437,.022,.177,.164,.013,.352,.331,.021
350,1421915542,C. Torres,Chris Torres,Torres,Chris,P,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,L,17,369,326,.291,.273,.018,.337,.472,.423,.049,.181,.150,.031,.357,.326,.031
351,1288825344,N. Taylor,Nathan Taylor,Taylor,Nathan,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,R,15,373,332,.250,.273,-.023,.344,.407,.442,-.036,.157,.169,-.013,.319,.334,-.015
