Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,BF,P,Swing#,Miss#,Strike#,InPlay#,Foul#,InZone#,Chase#,CallStrk#
3754,1294964736,G. Smith,Gage Smith,Smith,Gage,P,Oakland University,OAK,5386,Oakland,BBC,R,R,12,53,209,83,17,119,37,29,85,25,36
3754,1334264576,M. Telford,Mason Telford,Telford,Mason,P,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,18,84,262,110,17,159,64,29,85,15,49
3754,1264281856,J. Jordan,Jaxon Jordan,Jordan,Jaxon,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,14,48,197,71,26,116,25,20,85,25,45
3754,1164266496,B. Chicoine,Bobby Chicoine,Chicoine,Bobby,P,Boston College,BC,227,Boston College,BBC,R,R,6,54,218,80,14,112,31,35,85,24,32
3754,1214264064,M. Zguro,Matt Zguro,Zguro,Matt,P,Iona College,IONA,730242048,Iona,BBC,R,R,15,91,347,147,46,213,49,52,85,13,66
3754,1139159040,K. Stepter,Kylan Stepter,Stepter,Kylan,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,9,44,169,54,10,96,26,18,85,17,42
3754,1093134336,G. Cunningham,Grant Cunningham,Cunningham,Grant,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,7,48,167,74,11,106,38,25,85,15,32
3754,1269604352,J. Mayes,Justin Mayes,Mayes,Justin,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,L,13,48,215,69,24,115,22,23,85,29,46
3754,1195915192,H. Donahue,Hayden Donahue,Donahue,Hayden,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,13,60,224,93,23,136,33,37,85,43,43
3754,1581147413,G. Schmidt,Greg Schmidt,Schmidt,Greg,P,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,9,68,256,84,23,127,32,29,85,7,43
3754,1719776460,J. Trenerry,Joe Trenerry,Trenerry,Joe,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,10,52,199,87,25,121,27,35,85,24,34
3754,1342168064,G. Smith,Gabe Smith,Smith,Gabe,P,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,10,50,203,77,21,109,26,30,85,18,32
3754,1259569014,T. Coats,TJ Coats,Coats,TJ,P,University of Nebraska,NEB,4865,Nebraska,BBC,R,R,8,58,265,79,29,142,27,23,85,34,63
3754,1523440032,E. Ianni,Ethan Ianni,Ianni,Ethan,P,UMBC,UMBC,730210304,UMBC,BBC,R,R,8,48,182,77,12,101,33,32,85,16,24
3754,1675193289,G. Sansone,Gavin Sansone,Sansone,Gavin,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,L,6,56,221,93,18,121,34,41,85,30,28
3754,1722269993,L. Borboa,Logan Borboa,Borboa,Logan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,6,59,205,89,13,121,43,33,85,28,32
3771,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,6,47,185,80,17,104,28,35,84,21,24
3771,1100143616,D. Brady,Drew Brady,Brady,Drew,P,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,10,102,322,77,10,114,48,19,84,7,37
3771,1238207488,Z. Tenn,Zacary Tenn,Tenn,Zacary,P,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,17,96,327,133,31,185,63,39,84,14,52
3771,1167279616,B. Parlin,Bryce Parlin,Parlin,Bryce,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,5,47,195,80,10,114,36,34,84,19,34
3771,1142412032,L. Danzeisen,Logan Danzeisen,Danzeisen,Logan,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,9,56,213,86,14,126,36,36,84,22,40
3771,1291191040,C. Roses,Carlos Roses,Roses,Carlos,P,Bethune-Cookman University,COOK,730152960,Bethune-Cookman,BBC,R,R,7,60,231,105,20,141,44,41,84,23,36
3771,1157740961,C. Burns,Conor Burns,Burns,Conor,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,11,68,246,109,18,152,51,40,84,36,43
3771,1672933562,H. Balachandran,Harish Balachandran,Balachandran,Harish,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,12,64,212,72,10,106,43,19,84,8,34
3771,1224910717,B. Oliver,Brendin Oliver,Oliver,Brendin,P,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,9,72,248,116,37,143,43,36,84,37,27
3771,1887050084,C. Foster,Carson Foster,Foster,Carson,P,Jackson State University,JKST,730378240,Jackson State,BBC,L,L,8,82,336,119,31,161,36,52,84,11,42
3771,1232886528,S. Freer,Steven Freer,Freer,Steven,P,Le Moyne College,LMC,730202880,Le Moyne,BBC,R,R,7,60,225,76,15,105,33,28,84,15,29
3782,1310790656,D. Diamant,Demitri Diamant,Diamant,Demitri,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,6,59,240,86,19,140,36,31,83,25,54
3782,1218484225,T. Scott,Trey Scott,Scott,Trey,P,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,4,88,329,102,22,153,50,30,83,40,51
3782,1214087680,B. Williams,Ben Williams,Williams,Ben,RF,Saint Peter's University,SPC,730149888,Saint Peter's,BBC,R,L,8,54,195,61,11,95,26,24,83,10,34
3782,1201822720,C. Throneberry,Connor Throneberry,Throneberry,Connor,P,Penn State University,PSU,5326,Penn State,BBC,R,R,9,45,169,80,22,108,31,27,83,21,28
3782,1111299840,L. Marchetti,Landon Marchetti,Marchetti,Landon,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,L,9,54,212,90,19,126,33,38,83,34,36
3782,1123952384,C. McMichael,Cole McMichael,McMichael,Cole,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,8,49,189,75,8,96,34,33,83,10,21
3782,1162357248,A. Isdale,Andrew Isdale,Isdale,Andrew,P,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,5,48,162,71,14,104,40,17,83,12,33
3782,1045746783,C. Coates,Casey Coates,Coates,Casey,P,Southern University,SOU,4767,Southern,BBC,L,L,9,49,188,69,14,100,30,25,83,12,31
3782,1793369712,M. Crocker,Myles Crocker,Crocker,Myles,TWP,Norfolk State University,NORF,3904,Norfolk State,BBC,L,L,13,97,272,94,15,138,57,22,83,11,44
3782,1058335194,T. Todorowski,Triston Todorowski,Todorowski,Triston,P,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,R,R,7,44,178,83,19,108,27,37,83,23,25
3782,1076428500,M. Zatopek,Matt Zatopek,Zatopek,Matt,P,Rice University,RICE,2352,Rice,BBC,R,R,11,50,205,81,16,112,31,34,83,22,31
3782,1524149687,D. Jeon,David Jeon,Jeon,David,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,13,57,214,91,30,126,30,31,83,26,35
3782,1107041852,T. Davis,Ty Davis,Davis,Ty,P,Bryant University,BRY,730266880,Bryant,BBC,R,R,8,57,202,78,15,116,37,26,83,23,38
3782,1816641682,C. Young,Callum Young,Young,Callum,P,University of Portland,PORT,730360320,Portland,BBC,L,L,8,43,189,65,11,100,24,30,83,15,35
3782,1209290796,J. Maynard,Jace Maynard,Maynard,Jace,P,Texas Southern University,TXSO,4768,Texas Southern,BBC,L,L,16,79,241,108,20,138,61,27,83,28,30
3797,1100789760,B. Wooldridge,Braydon Wooldridge,Wooldridge,Braydon,TWP,UC Davis,UCD,730153984,UC Davis,BBC,L,L,7,53,204,79,16,117,37,26,82,30,38
3797,1087383296,J. Johnston,Jett Johnston,Johnston,Jett,P,Auburn University,AUB,5466,Auburn,BBC,R,R,11,51,203,86,33,120,30,23,82,28,34
3797,1253450240,B. Schorr,Ben Schorr,Schorr,Ben,P,Auburn University,AUB,5466,Auburn,BBC,R,R,8,43,179,83,23,117,26,34,82,32,34
3797,1310600960,G. Rizzo,Garren Rizzo,Rizzo,Garren,P,University of Southern California,USC,5047,USC,BBC,R,R,5,41,175,71,20,111,22,29,82,19,40
3797,1111340544,E. Mendoza,Edward Mendoza,Mendoza,Edward,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,7,40,160,68,10,87,28,30,82,8,19
3797,1287395072,P. Salazar,Preston Salazar,Salazar,Preston,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,16,94,305,107,19,160,63,25,82,28,53
3797,1255252992,C. Barnett,Caden Barnett,Barnett,Caden,P,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,10,47,186,72,8,97,28,36,82,14,25
3797,1996981656,T. Shepard,Troy Shepard,Shepard,Troy,P,Washington State University,WSU,4505,Washington State,BBC,R,L,5,48,192,69,9,111,30,30,82,21,42
3797,1948410515,P. Jibben,Payten Jibben,Jibben,Payten,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,8,55,211,94,17,123,39,38,82,34,29
3797,1993585627,J. Duncan,Jackson Duncan,Duncan,Jackson,P,University of Dayton,DAY,730194688,Dayton,BBC,R,R,5,51,196,81,13,112,36,32,82,20,31
3797,1674945648,C. Black,Collins Black,Black,Collins,P,Duke University,DUKE,730336256,Duke,BBC,R,R,8,44,175,70,22,108,20,28,82,22,38
3797,1166687728,W. Grayson,Will Grayson,Grayson,Will,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,11,61,223,94,20,109,39,35,82,16,15
3797,1170700775,P. Smith,Parker Smith,Smith,Parker,TWP,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,6,60,224,100,22,127,43,35,82,39,27
3797,1253347857,C. Sonoqui,Cade Sonoqui,Sonoqui,Cade,P,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,7,40,173,78,20,105,22,36,82,21,27
3797,1222619824,V. Christal,Victor Christal,Christal,Victor,P,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,8,65,268,81,21,142,35,25,82,39,61
3797,1049378875,M. Osteen,Matt Osteen,Osteen,Matt,P,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,7,50,204,76,12,109,28,36,82,22,33
3813,1179425792,A. Schroeder,Austin Schroeder,Schroeder,Austin,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,13,54,187,76,17,105,36,23,81,19,29
3813,1336573696,B. Louck,Brady Louck,Louck,Brady,P,Florida State University,FSU,101,Florida State,BBC,L,L,9,46,187,68,16,106,28,24,81,20,38
3813,1227129600,B. Wynk,Blaine Wynk,Wynk,Blaine,P,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,5,51,186,65,16,102,28,21,81,18,37
3813,1305989377,L. Koester,Logan Koester,Koester,Logan,P,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,7,48,192,79,18,108,34,27,81,25,29
3813,1287367424,D. Newman,DJ Newman,Newman,DJ,P,Bowling Green State University,BGSU,730189056,Bowling Green,BBC,R,R,4,61,251,110,29,154,40,41,81,14,44
3813,1311006976,D. Ball,Dawson Ball,Ball,Dawson,P,Florida Atlantic University,FAU,339,Florida Atlantic,BBC,L,R,12,49,200,69,18,108,29,22,81,22,39
3813,1173787648,R. Ferrer-Westrop,Richard Ferrer-Westrop,Ferrer-Westrop,Richard,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,10,60,235,70,25,110,23,22,81,23,40
3813,1080316672,D. Tostrup,Dylan Tostrup,Tostrup,Dylan,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,L,12,48,212,73,22,114,28,23,81,30,41
3813,1239571456,D. Brown,Darrius Brown,Brown,Darrius,CF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,3,46,157,72,7,89,29,36,81,13,17
3813,1200121600,C. Hrbacek,Cooper Hrbacek,Hrbacek,Cooper,P,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,9,53,191,80,15,118,41,24,81,24,38
3813,1212968192,M. Peck,Maddax Peck,Peck,Maddax,P,Brigham Young University,BYU,730257152,BYU,BBC,R,R,9,50,202,84,29,111,23,32,81,28,27
3813,1903513216,A. Ravelo,Andrew Ravelo,Ravelo,Andrew,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,16,85,282,86,18,132,41,27,81,8,46
3813,1342168290,S. Ruhle,Stephen Ruhle,Ruhle,Stephen,P,Oakland University,OAK,5386,Oakland,BBC,R,R,11,70,276,103,25,147,45,33,81,40,44
3813,1787909937,P. McKenzie,Patrick McKenzie,McKenzie,Patrick,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,10,52,197,83,11,121,34,38,81,24,38
3813,1837902331,A. Kasbarian,Alexander Kasbarian,Kasbarian,Alexander,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,7,47,158,68,11,94,35,22,81,7,26
3813,1064695365,A. Steeves,Austin Steeves,Steeves,Austin,P,Stanford University,STAN,730251264,Stanford,BBC,L,L,7,41,177,80,18,110,29,33,81,24,30
3813,1217213705,J. Cazares,Julian Cazares,Cazares,Julian,P,UC San Diego,UCSD,730348032,UC San Diego,BBC,L,L,11,50,179,91,26,118,33,32,81,34,27
3830,1238214400,R. Ruais,RJ Ruais,Ruais,RJ,P,Baylor University,BAY,3033,Baylor,BBC,L,L,14,52,200,78,24,108,33,21,80,25,30
3830,1235354624,O. Ellison,Oliver Ellison,Ellison,Oliver,P,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,6,44,190,77,16,107,31,30,80,22,30
3830,1092708609,C. MacRae,Coleman MacRae,MacRae,Coleman,P,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,6,72,266,126,30,171,47,49,80,12,45
3830,1138098432,K. Rourke,Kevin Rourke,Rourke,Kevin,P,UMass Lowell,MASSL,730371584,UMass Lowell,BBC,R,R,4,47,145,62,14,88,33,15,80,8,26
3830,1748740451,B. Rice,Brandon Rice,Rice,Brandon,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,5,47,185,78,16,104,32,30,80,22,26
3830,1209734242,A. Rubio,Aaron Rubio,Rubio,Aaron,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,12,81,299,117,32,178,55,30,80,44,61
3830,1476580775,E. Van Valkenburg,Eric Van Valkenburg,Van Valkenburg,Eric,P,University of Houston,HOU,3030,Houston,BBC,R,R,12,42,153,76,14,105,33,29,80,19,29
3830,1463982062,C. Morris,Charles Morris,Morris,Charles,TWP,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,L,L,11,127,306,152,9,186,101,42,80,19,34
3830,1659410625,T. Martin,Tate Martin,Martin,Tate,P,North Dakota State University,NDSU,730343168,North Dakota State,BBC,R,R,3,43,173,74,12,93,29,33,80,18,19
3830,1025905372,B. Strenke,Brendan Strenke,Strenke,Brendan,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,10,44,188,74,23,104,20,31,80,21,30
3830,1288522478,A. Santos IV,Alberto Santos IV,Santos IV,Alberto,P,Texas A&M-Corpus Christi,AMCC,4764,Texas A&M-Corpus Christi,BBC,R,R,6,42,167,57,16,88,20,21,80,14,31
3830,1342170989,K. Rossy,Kyle Rossy,Rossy,Kyle,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,12,61,235,91,18,126,38,35,80,29,35
3830,1443407646,L. Ridley,Luke Ridley,Ridley,Luke,P,Old Dominion University,ODU,3090,Old Dominion,BBC,L,R,10,45,200,79,20,113,28,31,80,29,34
3830,1553878781,J. Bleeker,Jaron Bleeker,Bleeker,Jaron,P,University of Iowa,IOWA,1232,Iowa,BBC,R,R,8,45,192,66,21,104,28,17,80,18,38
3830,1230168761,B. Cushnie,Ben Cushnie,Cushnie,Ben,P,University of Southern California,USC,5047,USC,BBC,L,L,11,58,222,91,24,133,34,33,80,36,42
3830,1849759383,I. Licorish,Isaiah Licorish,Licorish,Isaiah,P,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,11,102,358,105,13,162,61,31,80,13,57
3846,1238307584,J. Cerwinski,John Cerwinski,Cerwinski,John,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,R,9,46,177,67,19,101,32,16,79,18,34
3846,1183045120,A. Walters,Augie Walters,Walters,Augie,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,10,60,218,68,19,115,34,15,79,28,47
3846,1341650176,J. Mount,Jack Mount,Mount,Jack,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,9,50,202,85,21,120,35,29,79,27,35
3846,1176435200,J. Robinson,Justin Robinson,Robinson,Justin,P,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,10,59,227,65,11,101,37,17,79,13,36
3846,1315875584,W. Burns,William Burns,Burns,William,P,Harvard University,HARV,5450,Harvard,BBC,R,R,10,73,287,89,30,129,30,29,79,32,40
3846,1109521152,H. Smith,Hayden Smith,Smith,Hayden,P,University of Kentucky,UK,5362,Kentucky,BBC,L,L,14,44,179,69,26,110,24,19,79,23,41
3846,1162120960,A. Hunley,Austin Hunley,Hunley,Austin,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,R,12,45,171,85,35,113,25,25,79,29,28
3846,1303532288,A. Gaines,Andrew Gaines,Gaines,Andrew,P,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,12,53,226,72,30,116,19,23,79,17,44
3846,1080830976,R. Kidd,Ricky Kidd,Kidd,Ricky,P,University of Michigan,MICH,2290,Michigan,BBC,R,R,11,49,195,58,11,98,35,12,79,15,40
3846,1277162752,E. Hayden,Enas Hayden,Hayden,Enas,P,Purdue University,PUR,730353152,Purdue,BBC,R,R,12,55,206,100,28,119,40,32,79,27,19
3846,1336562944,A. Elkhill,Andrew Elkhill,Elkhill,Andrew,P,University of South Alabama,USA,730298880,South Alabama,BBC,R,L,11,39,191,65,15,101,17,33,79,18,36
3846,1311060855,M. Hatcher,Mason Hatcher,Hatcher,Mason,P,Radford University,RAD,730267392,Radford,BBC,R,R,6,55,202,76,21,108,31,24,79,20,32
3846,1875765945,N. Toole,Noah Toole,Toole,Noah,2B,Radford University,RAD,730267392,Radford,BBC,S,R,6,43,174,79,10,112,34,35,79,24,33
3846,1097804333,G. Knight,Grayson Knight,Knight,Grayson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,7,57,169,83,13,106,45,25,79,23,23
3846,1393233636,T. Wentworth,TP Wentworth,Wentworth,TP,TWP,Clemson University,CLEM,730358784,Clemson,BBC,L,L,11,42,181,73,10,112,28,35,79,22,39
3846,1617051358,C. Rutherford,Cal Rutherford,Rutherford,Cal,P,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,10,56,223,89,18,134,38,33,79,24,45
3846,1342168082,J. Danyluk,Jake Danyluk,Danyluk,Jake,P,Monmouth University,MONM,4164,Monmouth,BBC,L,L,8,50,171,75,19,106,32,24,79,22,31
3846,1342167864,R. Mclaughlin,Ryan Mclaughlin,Mclaughlin,Ryan,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,8,56,200,74,12,109,39,23,79,16,35
3846,1073393100,J. Otis,Jack Otis,Otis,Jack,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,67,242,98,16,139,45,37,79,32,41
3846,1916867135,J. Lankie,Jake Lankie,Lankie,Jake,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,8,48,179,81,22,108,31,28,79,25,27
3846,1342166858,L. Alaniz,Lucas Alaniz,Alaniz,Lucas,P,University of California,CAL,730152448,California,BBC,R,R,8,51,200,82,16,103,34,32,79,21,21
3846,1361507287,N. Terzo,Noah Terzo,Terzo,Noah,P,Central Connecticut State University,CCSU,730306816,Central Connecticut State,BBC,R,R,5,40,139,64,11,85,31,22,79,9,21
3868,1333487872,P. Hutyra,Parker Hutyra,Hutyra,Parker,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,5,38,158,70,17,101,26,27,78,17,31
3868,1238204416,O. Reynolds,Owen Reynolds,Reynolds,Owen,P,Wichita State University,WICH,730203904,Wichita State,BBC,L,L,13,52,186,79,20,116,29,30,78,25,37
3868,1279170304,C. Fehrman,Cole Fehrman,Fehrman,Cole,P,West Virginia University,WVU,5327,West Virginia,BBC,R,L,14,45,196,62,21,108,18,23,78,21,46
3868,1099416576,D. DelCollo,Drew DelCollo,DelCollo,Drew,P,Oakland University,OAK,5386,Oakland,BBC,R,R,12,57,226,72,23,117,28,21,78,25,45
3868,1086140416,B. Krzysiak,Brody Krzysiak,Krzysiak,Brody,P,Kent State University,KENT,730315008,Kent State,BBC,R,R,13,89,330,139,24,199,70,45,78,25,60
3868,1099809792,B. Cherico,Ben Cherico,Cherico,Ben,P,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,7,96,329,123,25,181,56,42,78,23,58
3868,1310820352,M. Walsh,Michael Walsh,Walsh,Michael,P,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,8,46,205,71,22,105,20,29,78,23,34
3868,1506711324,C. Arroyo,Chris Arroyo,Arroyo,Chris,1B,University of Virginia,UVA,5415,Virginia,BBC,L,L,7,67,237,88,21,123,43,24,78,33,35
3868,1365904771,A. Unga,Anthony Unga,Unga,Anthony,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,13,53,224,81,17,132,28,36,78,21,51
3868,1342169567,P. Scott,Phin Scott,Scott,Phin,P,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,9,46,172,67,9,97,35,23,78,12,30
3868,1023740821,Q. Long,Quin Long,Long,Quin,P,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,7,66,264,92,30,126,37,25,78,10,34
3868,1349997148,M. Wells,Mateo Wells,Wells,Mateo,P,High Point University,HP,730321152,High Point,BBC,R,R,6,46,159,78,18,101,35,25,78,21,23
3868,1899248811,M. Kemp,Malik Kemp,Kemp,Malik,P,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,20,120,313,101,7,144,73,21,78,10,43
3868,1053082252,S. Eaves,Steele Eaves,Eaves,Steele,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,8,42,171,83,19,109,28,36,78,21,26
3868,1458067855,G. Brummond,Gavin Brummond,Brummond,Gavin,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,9,53,188,84,13,115,42,29,78,25,31
3883,1310874113,C. Peguero,Carlos Peguero,Peguero,Carlos,P,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,11,78,226,88,11,111,52,25,77,13,23
3883,1235561984,J. Schultz,Jake Schultz,Schultz,Jake,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,2,41,156,75,13,101,32,30,77,25,26
3883,1097840896,C. Olsen,Carson Olsen,Olsen,Carson,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,7,39,150,57,16,92,21,20,77,11,35
3883,1269458944,M. Sweeney,Mike Sweeney,Sweeney,Mike,SS,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,6,42,158,71,8,92,32,31,77,11,21
3883,1279353344,J. Henschel,Justin Henschel,Henschel,Justin,P,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,3,48,194,82,25,114,30,27,77,24,32
3883,1162490368,B. Kurtz,Brayden Kurtz,Kurtz,Brayden,P,George Washington University,GW,730249216,George Washington,BBC,R,R,9,60,243,102,33,140,37,32,77,36,38
3883,1183065089,D. Vassallo,Dominic Vassallo,Vassallo,Dominic,P,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,12,58,197,79,17,111,37,25,77,9,32
3883,1236297216,T. Velino,Tyler Velino,Velino,Tyler,P,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,10,58,198,84,15,112,38,31,77,24,28
3883,1318610432,T. Lender,Tyler Lender,Lender,Tyler,P,Iona College,IONA,730242048,Iona,BBC,R,R,12,79,267,107,26,151,52,29,77,10,44
3883,1197737472,J. Brown,Jayden Brown,Brown,Jayden,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,13,57,209,78,19,109,39,20,77,16,31
3883,1085410816,C. Walsh,Carson Walsh,Walsh,Carson,P,Northeastern University,NE,343,Northeastern,BBC,R,R,7,42,142,57,12,82,28,17,77,4,25
3883,1090444544,Z. Gorman,Zach Gorman,Gorman,Zach,P,Wagner College,WAG,730192640,Wagner,BBC,R,R,11,63,197,83,9,113,51,23,77,18,30
3883,1212299520,K. Kantola,Kaleb Kantola,Kantola,Kaleb,P,Lipscomb University,LIP,730307072,Lipscomb,BBC,R,R,6,45,169,75,20,109,26,29,77,26,34
3883,1109518336,P. Chaudoin,Preston Chaudoin,Chaudoin,Preston,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,8,53,212,81,26,125,31,24,77,13,44
3883,1158176638,N. Bassi,Nick Bassi,Bassi,Nick,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,13,48,205,61,17,95,23,21,77,16,34
3883,1960938077,J. Santiago,Janluis Santiago,Santiago,Janluis,P,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,8,60,158,87,7,108,51,29,77,6,21
3883,1029392521,N. Fontaine,Nick Fontaine,Fontaine,Nick,P,Santa Clara University,SCU,730297600,Santa Clara,BBC,L,L,7,45,178,55,12,98,26,17,77,18,43
3883,1943341343,T. Dressler,Troy Dressler,Dressler,Troy,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,9,40,151,70,26,95,22,22,77,13,25
3883,1923257959,J. Dobis,Jonathan Dobis,Dobis,Jonathan,P,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,6,48,192,76,12,111,33,31,77,25,35
3883,1574455229,G. Stratton,Grant Stratton,Stratton,Grant,P,Wright State University,WRST,5390,Wright State,BBC,R,R,6,44,179,63,7,90,26,30,77,13,27
3883,1501933331,S. Sandy,Sam Sandy,Sandy,Sam,P,University of Evansville,EVAN,730327808,Evansville,BBC,L,L,9,54,209,75,15,106,32,28,77,17,31
3904,1175273984,M. Mott,Marshall Mott,Mott,Marshall,P,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,L,L,9,43,197,76,19,114,21,36,76,30,38
3904,1226686720,C. Horowicz,Cullen Horowicz,Horowicz,Cullen,P,Samford University,SAM,730386432,Samford,BBC,R,R,12,60,246,90,33,134,24,33,76,32,44
3904,1181951232,M. Buchanan,Matthew Buchanan,Buchanan,Matthew,P,University of Virginia,UVA,5415,Virginia,BBC,L,L,20,56,218,83,31,123,30,22,76,37,40
3904,1167606784,A. Citron,Andrew Citron,Citron,Andrew,P,Georgetown University,GTWN,2330,Georgetown,BBC,R,R,16,71,247,92,16,124,49,27,76,18,32
3904,1100637184,D. Chastain,Davis Chastain,Chastain,Davis,P,University of Georgia,UGA,226,Georgia,BBC,R,R,13,52,203,84,27,123,33,24,76,28,39
3904,1104571648,D. Stewart,Dalen Stewart,Stewart,Dalen,P,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,14,51,209,70,22,116,26,22,76,28,46
3904,1162311168,B. McKnight,Bryce McKnight,McKnight,Bryce,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,6,43,152,67,13,96,30,24,76,16,29
3904,1172376576,C. Denomme,Charlie Denomme,Denomme,Charlie,P,University of Washington,WASH,3110,Washington,BBC,R,R,6,39,175,63,18,91,15,30,76,14,28
3904,1079462144,W. Jones,Wesley Jones,Jones,Wesley,P,UNC Charlotte,CHAR,730214400,Charlotte,BBC,R,R,5,41,183,85,17,109,20,48,76,24,24
