Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,IP,BF,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
569,1254189056,N. Rizzo,Nicholas Rizzo,Rizzo,Nicholas,P,Stony Brook University,STON,730249984,Stony Brook,BBC,L,L,19,57.2,259,953,-5.93,89.8%,-0.75,-0.90,4,4
570,1290248192,J. Knapp,Jake Knapp,Knapp,Jake,P,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,16,102.1,397,1587,-6.00,97.5%,-0.82,-0.22,5,9
571,1275960320,F. OBrien,Finbar O'Brien,OBrien,Finbar,P,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,16,71.2,331,1347,-6.01,96.8%,-0.72,0.00,10,11
572,1162558464,W. Scott,Win Scott,Scott,Win,P,San Jose State University,SJSU,730206720,San Jose State,BBC,L,L,14,71.0,328,1113,-6.09,93.2%,-0.76,-1.51,6,9
573,1278843253,T. Teixeira,Tim Teixeira,Teixeira,Tim,P,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,15,69.2,334,1295,-6.12,95.0%,-0.76,-0.35,5,9
574,1238157312,O. Kramkowski,Owen Kramkowski,Kramkowski,Owen,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,18,92.0,415,1451,-6.14,97.5%,-0.71,-0.32,11,13
575,1334313472,R. Kraft,Ryan Kraft,Kraft,Ryan,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,L,20,62.2,271,1013,-6.16,96.4%,-0.78,-0.44,14,16
576,1342169627,R. Piech,Ryan Piech,Piech,Ryan,P,Xavier University,XAV,5464,Xavier,BBC,R,R,14,59.2,270,1170,-6.27,97.0%,-0.79,-1.25,17,20
577,1188623261,E. DeRossi,Eli DeRossi,DeRossi,Eli,P,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,14,66.2,307,1040,-6.28,93.7%,-0.75,-1.36,3,8
578,1191447040,J. Shineflew,Jaxon Shineflew,Shineflew,Jaxon,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,15,56.0,247,1011,-6.38,96.2%,-0.81,-1.18,11,15
579,1330401536,B. Baker,Bowen Baker,Baker,Bowen,P,Fairfield University,FAIR,730380544,Fairfield,BBC,L,L,16,80.1,341,1136,-6.46,88.4%,-0.82,-1.14,4,9
580,1129425152,N. Higgins,Nolan Higgins,Higgins,Nolan,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,15,61.1,297,1097,-6.49,96.2%,-0.78,-2.17,3,5
581,1227439427,J. Gottesman,Jordan Gottesman,Gottesman,Jordan,P,Northeastern University,NE,343,Northeastern,BBC,L,L,16,83.1,321,1167,-6.53,92.3%,-0.83,-0.82,4,6
582,1176066304,J. Middleton,JB Middleton,Middleton,JB,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,R,R,16,105.1,415,1538,-6.55,97.2%,-0.77,-0.28,18,14
583,1290508544,J. Bennett,Jack Bennett,Bennett,Jack,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,14,63.1,275,986,-6.56,96.8%,-0.87,-1.72,2,10
584,1210146816,J. Brockett,Jackson Brockett,Brockett,Jackson,P,University of Nebraska,NEB,4865,Nebraska,BBC,L,L,16,64.0,288,1057,-6.57,95.8%,-0.84,-1.39,5,9
585,1271444225,R. Hunsaker,Riely Hunsaker,Hunsaker,Riely,P,Lamar University,LAM,730162432,Lamar,BBC,R,R,14,76.2,320,1135,-6.83,95.7%,-0.84,-0.45,4,6
586,1351611079,R. Brown,Ryan Brown,Brown,Ryan,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,20,59.1,274,982,-6.85,87.3%,-0.86,-0.71,3,6
587,1357310320,J. Marciano,Jake Marciano,Marciano,Jake,P,Virginia Tech,VT,2293,Virginia Tech,BBC,L,L,15,60.2,278,1085,-6.88,96.7%,-0.89,-0.76,11,17
588,1604541126,T. Hillen,Trent Hillen,Hillen,Trent,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,R,R,14,76.1,349,1239,-6.90,90.8%,-0.85,-2.03,3,6
589,1191770880,T. Ellisen,Thomas Ellisen,Ellisen,Thomas,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,16,67.0,328,1169,-7.06,96.4%,-0.84,0.03,22,17
590,1092631296,B. Jones,Brady Jones,Jones,Brady,P,Georgia Tech,GT,100,Georgia Tech,BBC,R,R,16,67.2,314,1197,-7.06,96.4%,-0.88,-0.02,7,13
591,1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,16,90.1,376,1464,-7.08,97.0%,-0.82,-1.63,8,10
592,1313846272,D. Lavelle,Declan Lavelle,Lavelle,Declan,P,Elon University,ELON,730252544,Elon,BBC,R,R,15,81.1,367,1253,-7.29,96.5%,-0.97,-0.72,8,16
593,1313524992,E. Marmie,Ethan Marmie,Marmie,Ethan,P,Cal Poly,CP,5487,Cal Poly,BBC,R,R,16,71.0,319,1098,-7.33,95.7%,-0.87,-2.35,8,10
594,1378876660,R. King,Ryan King,King,Ryan,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,69.2,323,1224,-7.37,95.8%,-0.85,-0.40,23,19
595,1163175424,C. Kennedy,Colton Kennedy,Kennedy,Colton,P,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,16,71.2,327,1203,-7.42,95.1%,-0.94,-1.06,6,12
596,1296162560,S. McAlinden,Shane McAlinden,McAlinden,Shane,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,14,60.2,286,1002,-7.47,94.5%,-0.93,-0.80,12,14
597,1310590208,M. Heuer,Mac Heuer,Heuer,Mac,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,53.0,243,1034,-7.60,94.7%,-0.92,-0.89,5,8
598,1184585728,L. Jurecka,Landry Jurecka,Jurecka,Landry,P,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,15,84.0,360,1281,-7.74,89.6%,-0.94,-1.46,1,7
599,1337608237,M. OBrien,Matthew OBrien,OBrien,Matthew,P,UC Riverside,UCRV,730281728,UC Riverside,BBC,L,L,20,62.2,292,1080,-7.76,92.2%,-0.97,-1.47,2,8
600,1436932267,C. White,Carter White,White,Carter,P,Northwestern State University,NWST,730255872,Northwestern State,BBC,L,L,19,57.2,249,861,-7.88,79.2%,-0.99,-0.74,0,3
601,1261138697,G. Sentell,Gavin Sentell,Sentell,Gavin,P,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,L,R,14,53.0,246,915,-7.89,90.2%,-0.94,-1.17,1,3
602,1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,15,65.0,293,1195,-7.96,95.9%,-1.01,-1.89,10,11
603,1342168577,J. Shadek,Justin Shadek,Shadek,Justin,P,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,15,59.0,292,1184,-8.02,95.4%,-0.96,-1.87,11,9
604,1099692544,G. Floyd,George Derrick Floyd,Floyd,George Derrick,P,The Citadel,CIT,730366720,The Citadel,BBC,L,L,14,73.0,317,1095,-8.07,94.8%,-1.02,-1.64,13,13
605,1332975104,D. Cohen,Daniel Cohen,Cohen,Daniel,P,Yale University,YALE,730334464,Yale,BBC,R,R,13,61.2,271,1019,-8.25,94.2%,-0.97,-2.65,7,9
606,1507662845,T. Brooks,Ty Brooks,Brooks,Ty,P,Indiana State University,INST,730350080,Indiana State,BBC,R,R,17,55.1,258,904,-8.26,93.3%,-0.99,-1.70,6,7
607,1192860928,J. Phipps,Jackson Phipps,Phipps,Jackson,P,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,L,15,75.2,326,1257,-8.30,96.9%,-1.06,-3.04,9,19
608,1279326464,B. Morningstar,Blake Morningstar,Morningstar,Blake,P,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,16,79.0,347,1352,-8.32,96.6%,-1.04,-0.67,13,15
609,1149743416,M. Goodpaster,Marcus Goodpaster,Goodpaster,Marcus,P,Butler University,BUT,730283520,Butler,BBC,R,R,14,75.1,357,1222,-8.33,93.1%,-1.01,-2.60,8,11
610,1693525648,C. Hunter,Caden Hunter,Hunter,Caden,P,University of Southern California,USC,5047,USC,BBC,R,L,16,70.1,316,1307,-8.33,96.3%,-1.05,-0.84,18,13
611,1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,15,83.1,387,1408,-8.35,97.0%,-0.99,-1.72,16,12
612,1287055616,E. Albert,Eddie Albert,Albert,Eddie,P,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,10,50.1,247,943,-8.40,91.1%,-1.02,-1.24,2,6
613,1310892288,J. Woolfolk,Jay Woolfolk,Woolfolk,Jay,P,University of Virginia,UVA,5415,Virginia,BBC,R,R,13,64.2,279,1126,-8.46,95.2%,-1.04,-1.24,10,18
614,1317475840,C. Wade,Crawford Wade,Wade,Crawford,P,Northwestern University,NW,730247680,Northwestern,BBC,L,L,18,69.2,320,1186,-8.47,96.5%,-1.07,-0.85,11,9
615,1281908992,A. Nigut,Alec Nigut,Nigut,Alec,P,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,L,14,60.0,269,1021,-8.68,80.6%,-1.10,-0.84,0,2
616,1297349632,M. Scott,Matt Scott,Scott,Matt,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,11,52.1,244,925,-8.76,94.0%,-1.10,-1.05,8,9
617,1263423232,J. Lloyd,Jaxon Lloyd,Lloyd,Jaxon,P,Virginia Military Institute,VMI,730173440,VMI,BBC,L,L,16,61.1,285,1094,-8.85,93.0%,-1.11,-2.03,14,17
618,1993201465,M. Banks,Max Banks,Banks,Max,P,University of Washington,WASH,3110,Washington,BBC,R,R,13,74.2,311,1219,-8.93,94.2%,-1.03,-2.72,10,11
619,1115419904,J. Bergman,Jackson Bergman,Bergman,Jackson,P,University of Toledo,TOL,5388,Toledo,BBC,L,R,16,65.1,292,978,-8.93,93.9%,-1.01,-1.68,13,15
620,1245880832,J. Duffield,Joseph Duffield,Duffield,Joseph,P,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,13,53.0,257,837,-8.95,85.8%,-1.05,-1.46,4,12
621,1058441697,S. Jenkins,Sean Jenkins,Jenkins,Sean,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,19,70.1,310,1135,-9.31,95.0%,-1.10,-0.98,4,8
622,1269484032,A. Steinhaus,Andrew Steinhaus,Steinhaus,Andrew,P,Radford University,RAD,730267392,Radford,BBC,R,R,20,56.2,275,1013,-9.32,93.6%,-1.15,-1.86,8,11
623,1218243584,B. Olsen,Bobby Olsen,Olsen,Bobby,P,Villanova University,VILL,730278400,Villanova,BBC,R,R,12,56.2,271,983,-9.38,95.0%,-1.13,-2.24,8,12
624,1100149248,P. Schmitz,Paul Schmitz,Schmitz,Paul,P,University of Houston,HOU,3030,Houston,BBC,R,R,14,59.2,275,1108,-9.39,94.9%,-1.16,-2.07,5,9
625,1160848648,M. Kouser,Matthew Kouser,Kouser,Matthew,P,Northwestern University,NW,730247680,Northwestern,BBC,R,R,15,61.2,310,1116,-9.41,94.7%,-1.10,-1.55,4,12
626,1211070976,B. Grable,Ben Grable,Grable,Ben,P,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,17,56.1,244,991,-9.41,94.7%,-1.10,-1.28,15,21
627,1239091969,J. Schaeffer,Jared Schaeffer,Schaeffer,Jared,P,University of Akron,AKR,540536064,Akron,BBC,R,R,14,85.2,360,1325,-9.53,94.6%,-1.11,-1.95,4,7
628,1304691713,C. Moore,Cooper Moore,Moore,Cooper,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,15,88.2,373,1305,-9.72,95.5%,-1.18,-0.68,5,11
629,1238315520,D. Macchiarola,Danny Macchiarola,Macchiarola,Danny,P,College of the Holy Cross,HC,730310656,Holy Cross,BBC,L,R,16,93.2,396,1474,-9.74,93.8%,-1.19,-0.80,7,9
630,1184444416,D. Brooks,Daniel Brooks,Brooks,Daniel,P,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,17,75.0,322,1165,-9.77,94.2%,-1.19,-1.43,8,13
631,1163548928,R. Orloski,Robert Orloski,Orloski,Robert,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,27,72.1,296,1214,-9.94,95.5%,-1.23,-1.48,10,11
632,1079520512,E. Garcia,EJ Garcia,Garcia,EJ,P,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,21,69.1,324,1039,-9.96,78.3%,-1.21,-1.03,5,8
633,1248478720,N. Parache,Nuno Parache,Parache,Nuno,P,Nicholls State University,NICH,730284032,Nicholls State,BBC,R,R,13,54.1,240,835,-10.13,90.8%,-1.21,-2.16,4,11
634,1763497799,J. Pfeffer,John Pfeffer,Pfeffer,John,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,26,57.0,264,992,-10.28,87.9%,-1.26,-1.04,3,8
635,1311025920,J. Thomas,Jackson Thomas,Thomas,Jackson,P,University of Washington,WASH,3110,Washington,BBC,R,R,15,71.2,325,1195,-10.83,92.0%,-1.30,-1.42,7,12
636,1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,16,78.2,352,1267,-11.05,93.7%,-1.32,-1.42,13,11
637,1162536960,A. DAlessio,Andrew DAlessio,DAlessio,Andrew,P,Princeton University,PRIN,730198784,Princeton,BBC,R,R,9,48.0,226,803,-11.18,92.0%,-1.42,-1.31,3,10
638,1342166856,G. Eddy,Gavin Eddy,Eddy,Gavin,P,University of California,CAL,730152448,California,BBC,R,R,16,58.0,265,989,-11.31,92.7%,-1.41,-0.46,8,16
639,1308181507,B. Miller,Brady Miller,Miller,Brady,P,Boston College,BC,227,Boston College,BBC,R,L,16,59.0,265,955,-11.36,91.2%,-1.43,-2.21,7,8
640,1198297344,T. Perry,Tanner Perry,Perry,Tanner,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,16,71.1,329,1239,-11.38,93.2%,-1.46,-1.26,7,17
641,1160666624,M. Patton,Myles Patton,Patton,Myles,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,15,77.0,332,1260,-11.39,94.6%,-1.43,-1.65,5,11
642,1190323968,B. Blair,Ben Blair,Blair,Ben,P,Liberty University,LIB,730156288,Liberty,BBC,R,R,15,83.1,364,1418,-11.45,95.4%,-1.30,-2.14,10,19
643,1798423777,A. Espinoza,Alejandro Espinoza,Espinoza,Alejandro,P,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,15,62.1,320,1053,-11.58,91.3%,-1.47,-1.80,9,10
644,1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,15,73.0,315,1178,-11.92,95.2%,-1.52,-1.00,4,11
645,1130326784,I. Silva,Isaac Silva,Silva,Isaac,P,Murray State University,MURR,730188032,Murray State,BBC,R,R,18,87.1,384,1413,-11.96,90.8%,-1.43,-1.39,1,11
646,1136816896,T. Brachbill,Ty Brachbill,Brachbill,Ty,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,14,70.0,351,1321,-12.03,92.8%,-1.51,-2.09,7,14
647,1142659328,K. Sivley,Kros Sivley,Sivley,Kros,P,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,L,22,71.2,310,1093,-12.13,94.4%,-1.52,-0.97,9,8
648,1179985408,R. Walton,Ryker Walton,Walton,Ryker,P,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,R,R,15,57.0,283,1035,-12.35,87.4%,-1.53,-1.32,5,10
649,1311140864,B. Pendley,Brady Pendley,Pendley,Brady,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,16,62.2,289,1041,-12.58,93.6%,-1.55,-1.09,9,21
650,1246582016,D. Voegele,Dominic Voegele,Voegele,Dominic,P,University of Kansas,KU,730360064,Kansas,BBC,R,R,16,96.1,418,1583,-12.63,94.9%,-1.51,-1.82,10,14
651,1730428818,K. Fabian,Kenney Fabian,Fabian,Kenney,P,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,15,84.1,379,1131,-12.68,77.6%,-1.61,-2.04,2,8
652,1713770973,B. Stone,Brandon Stone,Stone,Brandon,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,15,62.1,285,941,-12.69,92.9%,-1.57,-1.21,6,15
653,1229117952,Z. Willingham,Zach Willingham,Willingham,Zach,P,University of South Alabama,USA,730298880,South Alabama,BBC,L,L,14,71.2,333,1232,-12.95,94.8%,-1.63,-1.63,8,15
654,1281671425,R. Bertram,Reid Bertram,Bertram,Reid,P,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,L,L,17,55.0,275,994,-13.10,82.1%,-1.66,-2.05,0,3
655,1311366656,S. Hliboki,Sam Hliboki,Hliboki,Sam,P,Northwestern University,NW,730247680,Northwestern,BBC,L,R,20,82.1,369,1359,-13.37,94.5%,-1.62,-1.55,7,11
656,1201847438,K. Hawks,Kamden Hawks,Hawks,Kamden,P,Morehead State University,MORE,730158080,Morehead State,BBC,L,L,14,58.0,291,1108,-13.51,89.9%,-1.69,-2.14,6,7
657,1303167488,D. Whalen,Drew Whalen,Whalen,Drew,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,16,81.2,350,1339,-13.78,94.5%,-1.71,-1.39,16,15
658,1297496064,I. Fix,Isaac Fix,Fix,Isaac,P,Davidson College,DAV,730363136,Davidson,BBC,R,L,16,69.2,334,1275,-14.06,91.4%,-1.78,-4.48,23,32
659,1110024960,C. Bowker,Cody Bowker,Bowker,Cody,P,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,16,72.0,313,1285,-14.44,92.8%,-1.76,-1.83,6,10
660,1279324160,J. Ellwanger,James Ellwanger,Ellwanger,James,P,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,16,63.1,288,1196,-14.59,93.9%,-1.72,-1.21,11,15
661,1268530176,R. Easterly,Reid Easterly,Easterly,Reid,P,Duke University,DUKE,730336256,Duke,BBC,L,L,37,74.0,312,1110,-14.62,92.6%,-1.85,-3.15,5,16
662,1635844120,T. Schmitt,Tyler Schmitt,Schmitt,Tyler,P,University of Illinois,ILL,730163456,Illinois,BBC,R,R,15,80.2,364,1415,-14.81,92.6%,-1.81,-1.46,11,16
663,1335271936,E. Norby,Ethan Norby,Norby,Ethan,P,East Carolina University,ECU,730270720,East Carolina,BBC,R,L,18,90.0,368,1388,-14.91,93.9%,-1.90,-2.14,9,14
664,1739007204,B. Weber,Ben Weber,Weber,Ben,P,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,R,R,17,80.1,347,1321,-15.26,91.0%,-1.79,-1.86,6,14
665,1271054080,J. Frost,Jacob Frost,Frost,Jacob,P,Kansas State University,KSU,730270464,Kansas State,BBC,L,L,18,66.1,316,1193,-15.55,93.3%,-1.98,-2.10,10,15
666,1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,16,78.0,342,1350,-15.58,93.5%,-1.98,-2.20,5,20
667,1336080896,C. Carver,Chase Carver,Carver,Chase,P,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,16,70.1,364,1168,-15.64,82.4%,-1.94,-1.92,2,9
668,1099691264,R. Quick,Riley Quick,Quick,Riley,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,14,62.0,270,1069,-15.78,91.1%,-1.94,-1.92,4,12
669,1153411840,J. Radel,Jack Radel,Radel,Jack,P,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,13,70.1,289,1090,-15.86,91.7%,-1.92,-2.65,3,13
670,1297541376,C. McAnelly,Colter McAnelly,McAnelly,Colter,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,14,92.2,400,1478,-16.83,92.5%,-2.03,-1.75,7,18
671,1473506994,G. Kirn,Griffin Kirn,Kirn,Griffin,P,West Virginia University,WVU,5327,West Virginia,BBC,L,L,18,99.0,420,1546,-16.90,93.6%,-2.15,-2.75,12,24
672,1330098688,M. Negrete,Mikiah Negrete,Negrete,Mikiah,P,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,L,L,15,80.2,366,1330,-16.92,92.3%,-2.14,-2.52,9,20
673,1239155712,D. Schueler,Dillon Schueler,Schueler,Dillon,P,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,R,R,15,83.0,382,1446,-17.07,88.5%,-2.08,-1.99,4,13
674,1111554816,Z. Royse,Zach Royse,Royse,Zach,P,UTSA,UTSA,730373120,UTSA,BBC,R,R,19,94.0,418,1531,-17.13,92.6%,-2.09,-4.14,13,16
675,1257443072,B. Renfrow,Brett Renfrow,Renfrow,Brett,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,15,74.0,332,1265,-17.43,93.1%,-2.13,-2.23,6,14
676,1296196608,M. Harpster,Michael Harpster,Harpster,Michael,P,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,16,74.2,320,1146,-17.57,91.0%,-2.19,-2.49,8,19
677,1287322880,R. Fox,Rory Fox,Fox,Rory,P,University of Notre Dame,ND,225,Notre Dame,BBC,L,R,14,65.1,280,1120,-17.89,91.2%,-2.23,-4.00,7,15
678,1330706688,Z. Petty,Zane Petty,Petty,Zane,P,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,14,62.1,278,1001,-18.07,87.8%,-2.25,-2.12,1,8
679,1302428416,J. McCoy,Jake McCoy,McCoy,Jake,P,University of South Carolina,SCAR,730348544,South Carolina,BBC,L,L,14,60.0,291,1167,-18.32,91.2%,-2.30,-3.20,7,11
680,1260237537,J. Ohman,Jack Ohman,Ohman,Jack,P,Yale University,YALE,730334464,Yale,BBC,L,R,12,73.2,288,1139,-18.64,87.8%,-2.26,-2.21,3,9
681,1185610753,D. Fritton,Dom Fritton,Fritton,Dom,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,17,86.2,389,1589,-19.16,93.7%,-2.44,-1.66,8,14
682,1197348608,R. Marohn,Ryan Marohn,Marohn,Ryan,P,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,L,14,85.1,350,1361,-19.33,92.4%,-2.45,-2.21,4,15
683,1195551232,C. Myles,Conor Myles,Myles,Conor,P,UTSA,UTSA,730373120,UTSA,BBC,L,L,17,74.0,336,1189,-20.12,88.8%,-2.55,-2.99,5,12
684,1307084033,R. Hall,Regan Hall,Hall,Regan,P,University of Illinois,ILL,730163456,Illinois,BBC,L,L,14,67.2,303,1056,-20.23,90.8%,-2.57,-2.61,10,23
685,1142660352,N. Straniero,Nolan Straniero,Straniero,Nolan,P,Elon University,ELON,730252544,Elon,BBC,R,R,16,71.0,334,1203,-21.48,89.5%,-2.65,-3.82,3,12
686,1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,16,83.2,368,1577,-21.73,92.7%,-2.75,-1.93,8,16
687,1258115584,A. Colarusso,A.J. Colarusso,Colarusso,A.J.,P,Boston College,BC,227,Boston College,BBC,L,L,19,73.2,327,1247,-21.96,89.8%,-2.78,-1.80,4,23
688,1332852737,D. Revis,Dustin Revis,Revis,Dustin,P,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,15,82.1,354,1296,-22.03,91.5%,-2.64,-3.77,9,20
689,1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,15,70.1,324,1235,-24.06,87.9%,-2.92,-3.69,8,20
690,1265428992,T. Chadwick,Tyrelle Chadwick,Chadwick,Tyrelle,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,14,77.1,338,1207,-24.43,87.2%,-2.96,-2.13,5,17
691,1306777856,C. Shaw,Colton Shaw,Shaw,Colton,P,Yale University,YALE,730334464,Yale,BBC,R,R,12,77.2,329,1249,-25.17,88.2%,-3.03,-3.16,15,23
692,1204946432,P. Forbes,Patrick Forbes,Forbes,Patrick,P,University of Louisville,LOU,5467,Louisville,BBC,R,R,15,71.1,319,1376,-26.75,90.2%,-3.31,-4.70,6,17
693,1236991744,K. Anderson,Kade Anderson,Anderson,Kade,P,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,19,119.0,481,1922,-31.79,92.4%,-4.01,-4.10,9,24
694,1195482112,M. Jones,Merit Jones,Jones,Merit,P,University of Utah,UTAH,730328320,Utah,BBC,R,R,15,79.0,371,1349,-41.96,82.1%,-5.11,-5.45,3,21
695,1162245632,J. Arnold,Jamie Arnold,Arnold,Jamie,P,Florida State University,FSU,101,Florida State,BBC,L,L,15,84.2,351,1370,-42.63,86.3%,-5.42,-6.87,7,34
