Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,SB2,CS2,CSBA2Throws,CSBA2ThrowsOnTrgt,CSBA2ThrowsOffTrgt,CSBA2ThrowSpd,PopTimeSBA2,CSBA2ExchTime,CSBA2TimeToBase,CSBA2ThrowHeight,CSBA2ThrowDownLineDist
591,1342167868,S. Esposito,Scott Esposito,Esposito,Scott,C,Marist College,MRST,730374656,Marist,BBC,R,R,41,18,8,5,3,78.0,2.07,0.77,1.30,5.40,3.5
591,1625677173,C. Martin,Cade Martin,Martin,Cade,C,Little Rock,UALR,730217472,Little Rock,BBC,R,R,41,10,10,7,0,73.7,2.13,0.85,1.30,1.94,4.6
599,1311965184,B. Roney,Brendan Roney,Roney,Brendan,C,Florida International University,FIU,4468,Florida International,BBC,R,R,42,11,26,18,2,75.5,2.03,0.71,1.32,1.55,1.1
599,1143045888,J. Bold,Jake Bold,Bold,Jake,C,Princeton University,PRIN,730198784,Princeton,BBC,R,R,42,9,37,20,6,79.5,2.05,0.78,1.25,1.81,0.8
599,1215125760,Z. Casebonne,Zackarie Casebonne,Casebonne,Zackarie,C,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,42,8,27,12,6,71.4,2.19,0.78,1.40,1.55,2.8
599,1275103488,A. Sengenberger,Aidan Sengenberger,Sengenberger,Aidan,C,Stonehill College,SC,730238464,Stonehill,BBC,R,R,42,9,11,4,1,76.0,1.84,0.67,1.16,2.18,4.9
599,1114233856,O. Walewander,Owen Walewander,Walewander,Owen,C,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,42,8,33,16,10,77.2,1.99,0.70,1.29,2.79,4.0
599,1131893504,C. Kenny,Craig Kenny,Kenny,Craig,C,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,42,17,9,7,1,79.9,1.95,0.71,1.19,2.62,2.0
599,1219227136,K. Evans,Karson Evans,Evans,Karson,C,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,42,8,20,14,3,79.4,2.08,0.87,1.20,2.63,1.8
599,1727649062,T. Marthilijohni,Ty Marthilijohni,Marthilijohni,Ty,C,Sam Houston State University,SHSU,5363,Sam Houston State,BBC,R,R,42,11,16,10,1,80.4,2.01,0.76,1.25,2.04,3.0
607,1243869440,N. Wilson,Nolan Wilson,Wilson,Nolan,C,Marshall University,MRSH,730333696,Marshall,BBC,R,R,43,15,39,23,11,75.2,2.11,0.75,1.34,2.01,2.0
607,1152890880,D. ONeill,Dean O'Neill,ONeill,Dean,C,University of Maine,ME,730275840,Maine,BBC,R,R,43,6,24,14,1,74.0,2.17,0.76,1.39,2.04,1.4
607,1014899125,S. Ordonez,Santiago Ordonez,Ordonez,Santiago,C,University of North Florida,UNF,730296832,North Florida,BBC,R,R,43,9,12,6,2,76.3,2.06,0.77,1.33,-0.01,3.4
607,1342170307,C. Constable,Cole Constable,Constable,Cole,C,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,43,9,17,7,3,76.1,2.18,0.85,1.32,1.07,4.8
607,1172798629,E. Rodriguez,Elijah Rodriguez,Rodriguez,Elijah,C,Texas Southern University,TXSO,4768,Texas Southern,BBC,R,R,43,10,6,5,1,75.7,2.26,0.92,1.34,1.97,4.0
607,1019713603,T. Koch,Tommy Koch,Koch,Tommy,C,University of Tennessee at Martin,UTM,730238976,UT Martin,BBC,R,R,43,12,14,9,1,78.9,2.01,0.77,1.22,2.89,4.9
613,1159606016,J. Neff,Jason Neff,Neff,Jason,C,Villanova University,VILL,730278400,Villanova,BBC,R,R,44,9,43,24,6,73.7,2.06,0.74,1.32,1.79,4.2
613,1259710976,J. Paulick,Jake Paulick,Paulick,Jake,C,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,44,13,15,9,2,77.4,2.12,0.83,1.30,2.59,1.1
613,1112215423,J. Radosevich,Jake Radosevich,Radosevich,Jake,C,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,44,3,8,2,2,77.7,2.14,0.81,1.32,1.48,6.8
616,1100780800,J. Kuczik,JP Kuczik,Kuczik,JP,C,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,45,6,9,3,0,72.1,2.12,0.78,1.36,2.37,3.4
616,1196846336,T. McAndrews,Tommy McAndrews,McAndrews,Tommy,C,Fordham University,FOR,730324992,Fordham,BBC,R,R,45,12,31,20,4,76.5,2.10,0.80,1.29,0.62,3.8
616,1142594304,H. Thomas,Hunter Thomas,Thomas,Hunter,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,45,12,29,16,9,78.1,2.03,0.78,1.23,2.98,3.1
616,1446969335,J. Gonzalez Perez,Jonathan Gonzalez Perez,Gonzalez Perez,Jonathan,C,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,R,R,45,7,10,5,2,77.7,2.10,0.81,1.21,1.99,5.5
620,1153707776,C. Rife,Charlie Rife,Rife,Charlie,C,Bellarmine University,BU,730167552,Bellarmine,BBC,R,R,46,10,13,7,3,77.7,2.15,0.87,1.28,2.52,2.2
620,1243695361,M. Flaherty,Matt Flaherty,Flaherty,Matt,C,University of Evansville,EVAN,730327808,Evansville,BBC,R,R,46,6,30,20,3,75.2,2.10,0.84,1.26,1.78,2.0
620,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,46,11,23,17,4,77.1,2.09,0.82,1.25,2.43,1.5
620,1195406592,B. Heckelman,Brian Heckelman,Heckelman,Brian,C,Towson University,TOWS,730318336,Towson,BBC,R,R,46,13,33,24,7,76.8,2.08,0.79,1.27,2.97,2.7
620,1934740630,J. Martinez,Jeremy Martinez,Martinez,Jeremy,C,Indiana State University,INST,730350080,Indiana State,BBC,R,R,46,8,19,10,5,76.8,2.13,0.84,1.27,2.21,4.1
620,1342166967,J. Whitehead,Jamar Whitehead,Whitehead,Jamar,C,Coppin State University,COPP,730194176,Coppin State,BBC,S,R,46,1,6,3,1,72.5,2.31,0.91,1.38,2.47,-2.6
626,1297347328,A. Guzman,Adonys Guzman,Guzman,Adonys,C,University of Arizona,ARIZ,232,Arizona,BBC,R,R,47,16,36,21,7,78.3,1.99,0.71,1.28,2.25,6.0
626,1239359232,B. Buecker,Brendan Buecker,Buecker,Brendan,C,Monmouth University,MONM,4164,Monmouth,BBC,R,R,47,12,36,19,3,75.2,2.12,0.87,1.29,2.06,2.2
628,1208590592,M. Moise,Mac Moise,Moise,Mac,C,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,R,R,48,10,28,18,7,80.9,2.05,0.83,1.21,2.10,1.5
628,1900944940,M. Cooper,Mason Cooper,Cooper,Mason,C,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,48,4,3,2,0,76.2,2.12,0.80,1.29,1.40,0.1
630,1160909824,E. Sipe,Evan Sipe,Sipe,Evan,C,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,49,11,33,18,5,77.3,2.12,0.83,1.28,2.22,2.6
630,1292216320,R. Kolben,Ryan Kolben,Kolben,Ryan,C,University of Massachusetts,MASS,5451,UMass,BBC,R,R,49,9,17,7,4,78.7,2.03,0.76,1.27,1.73,1.6
630,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,L,R,49,8,33,15,8,82.3,2.10,0.88,1.19,3.44,3.1
630,1166430850,G. Ashe,Grayson Ashe,Ashe,Grayson,C,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,R,R,49,18,39,21,6,76.4,2.15,0.84,1.29,2.23,6.1
630,1520318407,J. Brennan,Jimmy Brennan,Brennan,Jimmy,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,49,1,20,11,0,76.3,1.95,0.70,1.24,0.82,0.6
635,1242499584,O. Carapellotti,Owen Carapellotti,Carapellotti,Owen,C,Georgetown University,GTWN,2330,Georgetown,BBC,L,R,50,16,19,10,5,81.0,2.06,0.80,1.23,2.14,3.5
635,1222537473,B. Clark,Ben Clark,Clark,Ben,C,Oakland University,OAK,5386,Oakland,BBC,R,R,50,7,28,15,9,77.9,1.97,0.74,1.23,2.56,4.3
635,1299566848,K. Amaro,Kristian Amaro,Amaro,Kristian,C,North Carolina A&T State University,NCAT,730372352,North Carolina A&T,BBC,S,R,50,4,11,3,2,76.9,2.08,0.82,1.31,2.81,7.3
635,1952408633,M. Wall,Micajah Wall,Wall,Micajah,C,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,50,16,19,11,4,81.9,2.11,0.91,1.22,3.07,3.1
639,1110077952,W. Zapp,Walker Zapp,Zapp,Walker,C,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,51,14,33,15,11,79.5,2.08,0.84,1.24,2.60,1.4
639,1310338817,C. Peebles,Cannon Peebles,Peebles,Cannon,C,University of Tennessee,TENN,730153728,Tennessee,BBC,S,R,51,15,54,27,9,79.3,1.94,0.68,1.27,3.26,5.8
639,1281806592,M. Heiskell,Mason Heiskell,Heiskell,Mason,C,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,16,7,2,2,71.1,2.15,0.74,1.34,0.22,-0.3
639,1224924160,J. Cannizzaro,Jack Cannizzaro,Cannizzaro,Jack,C,James Madison University,JMU,730340096,James Madison,BBC,R,R,51,15,50,36,9,79.2,2.02,0.77,1.25,2.42,1.3
643,1142070272,R. Lavey,Robbie Lavey,Lavey,Robbie,C,George Washington University,GW,730249216,George Washington,BBC,L,R,52,16,36,23,3,81.7,2.09,0.86,1.23,1.99,2.1
644,1162558208,N. Chronis,Nate Chronis,Chronis,Nate,C,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,53,15,40,25,5,72.9,2.07,0.69,1.38,2.51,3.1
644,1599055261,J. Jones,Jace Jones,Jones,Jace,C,Mississippi Valley State University,MVSU,730259200,Mississippi Valley State,BBC,R,R,53,6,0,0,0,-,-,-,-,-,-
646,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,54,13,40,26,6,78.6,2.13,0.84,1.29,1.74,0.3
647,1205542912,K. Reinertson,Kade Reinertson,Reinertson,Kade,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,55,11,50,24,12,76.2,2.13,0.82,1.30,3.57,4.2
647,1309501696,K. Morse,Krayton Morse,Morse,Krayton,C,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,55,9,14,6,4,78.8,2.11,0.87,1.23,3.20,1.5
649,1269593088,A. Cordeiro,Antonio Cordeiro,Cordeiro,Antonio,C,St. Bonaventure University,SBON,730375424,St. Bonaventure,BBC,R,R,56,10,16,9,5,77.5,2.01,0.75,1.26,2.88,2.1
649,1263652608,N. Hosie,Nick Hosie,Hosie,Nick,C,Bradley University,BRAD,730253312,Bradley,BBC,L,R,56,15,35,22,7,77.4,2.02,0.74,1.29,2.00,2.2
649,1141017344,A. Rivera,Angel Rivera,Rivera,Angel,C,Alabama A&M University,AAMU,730365440,Alabama A&M,BBC,R,R,56,15,4,2,0,81.2,2.44,1.06,1.21,1.78,3.6
649,1251236096,N. Shuhet,Nick Shuhet,Shuhet,Nick,C,Rider University,RID,730174976,Rider,BBC,R,R,56,6,11,7,2,79.3,2.03,0.83,1.24,3.74,3.3
653,1190568704,T. Minnick,Tyler Minnick,Minnick,Tyler,C,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,57,12,45,25,12,76.9,2.05,0.74,1.32,1.62,4.0
654,1092657664,S. White,Sean White,White,Sean,C,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,58,9,35,21,9,73.6,2.09,0.76,1.33,1.76,3.0
655,1100740096,E. Swidler,Ethan Swidler,Swidler,Ethan,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,61,10,41,21,6,76.6,2.09,0.79,1.30,0.54,0.5
655,1301144832,A. Duffey,Alex Duffey,Duffey,Alex,C,Elon University,ELON,730252544,Elon,BBC,L,R,61,15,44,23,8,76.1,2.02,0.72,1.28,1.19,3.8
655,1205078016,J. Johnson,Jack Johnson,Johnson,Jack,C,Youngstown State University,YSU,730284544,Youngstown State,BBC,S,R,61,2,16,7,0,69.4,2.21,0.69,1.46,0.73,2.8
658,1192458240,D. Smiley,Demarckus Smiley,Smiley,Demarckus,C,Alabama State University,ALST,4765,Alabama State,BBC,L,R,62,10,32,19,4,75.4,2.11,0.82,1.29,1.87,1.0
658,1096254976,J. Barnes,Jerry Barnes III,Barnes,Jerry,C,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,62,17,49,29,11,75.8,2.06,0.77,1.29,2.01,2.6
660,1245115136,D. Johnson,Dylan Johnson,Johnson,Dylan,C,College of Charleston,COFC,730177792,College of Charleston,BBC,R,R,63,15,44,20,5,77.3,2.08,0.76,1.30,2.17,0.2
660,1080840832,A. Paradine,Aidan Paradine,Paradine,Aidan,C,Siena College,SIE,730382592,Siena,BBC,R,R,63,12,14,7,4,73.9,2.30,0.90,1.36,3.81,3.8
662,1160633344,B. White,Brayden White,White,Brayden,C,University of Toledo,TOL,5388,Toledo,BBC,R,R,67,7,28,17,3,77.4,2.12,0.83,1.30,0.90,2.3
662,1714474887,L. DiBeradin,Landon DiBeradin,DiBeradin,Landon,C,Mercyhurst College,MCYH,730196224,Mercyhurst,BBC,R,R,67,11,13,9,2,71.4,2.21,0.81,1.40,1.91,3.8
664,1298785792,R. Peterson,Ryan Peterson,Peterson,Ryan,C,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,68,11,37,20,4,71.9,2.29,0.88,1.38,2.09,2.0
665,1833974277,C. King,Caleb King,King,Caleb,C,Delaware State University,DSU,730217984,Delaware State,BBC,R,R,69,15,4,2,0,74.3,2.07,0.69,1.37,-0.18,7.4
666,1309684736,B. Burke,Brendan Burke,Burke,Brendan,C,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,70,16,15,11,1,77.6,2.03,0.83,1.22,1.89,0.5
667,1490768402,P. Lucas,Preston Lucas,Lucas,Preston,C,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,71,13,43,27,10,75.9,2.02,0.72,1.32,2.27,3.0
668,1097554432,C. Marcellus,Chris Marcellus,Marcellus,Chris,C,Grambling State University,GRAM,5378,Grambling State,BBC,R,R,74,11,5,3,1,76.6,2.06,0.87,1.16,3.35,1.8
669,1356286583,J. Farmer,Jeremiah Farmer,Farmer,Jeremiah,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,76,5,4,0,2,64.0,2.34,0.76,1.59,9.95,-0.0
670,1207798016,A. Lewis II,Andreaus Lewis,Lewis II,Andreaus,C,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,79,14,16,11,2,75.7,2.14,0.87,1.28,2.67,1.4
671,1310313729,J. Asencio,Jayden Asencio,Asencio,Jayden,C,Coppin State University,COPP,730194176,Coppin State,BBC,L,R,85,8,6,3,0,72.5,2.24,0.71,1.39,1.88,-0.4
672,1238050560,D. Brown,Dillon Brown,Brown,Dillon,C,Alcorn State University,ALCN,5376,Alcorn State,BBC,R,R,86,9,7,4,1,72.2,2.20,0.92,1.29,3.12,0.3
673,1760558112,L. Lively,Lenox Lively,Lively,Lenox,C,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,92,3,25,15,5,71.1,2.25,0.84,1.40,2.00,4.4
