Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,AB,HLeft%,HCtr%,HRight%,HPull%,HOppFld%,HFarLft%,HLftCtr%,HDeadCtr%,HRtCtr%,HFarRt%
1648,1174781696,B. Penso,Blake Penso,Penso,Blake,C,UC Irvine,UCI,3031,UC Irvine,BBC,R,R,55,177,30.6%,41.3%,28.1%,30.6%,28.1%,13.2%,29.8%,22.3%,20.7%,14.0%
1648,1875765945,N. Toole,Noah Toole,Toole,Noah,2B,Radford University,RAD,730267392,Radford,BBC,S,R,53,184,30.6%,39.7%,29.8%,30.6%,29.8%,19.8%,19.8%,24.8%,22.3%,13.2%
1650,1967952971,W. Espinal,Wilbert Espinal,Espinal,Wilbert,RF,Alabama State University,ALST,4765,Alabama State,BBC,L,L,51,172,26.9%,42.6%,30.6%,30.6%,26.9%,13.9%,25.9%,23.1%,23.1%,13.9%
1651,1239328256,O. Carlson,Owen Carlson,Carlson,Owen,2B,Cornell University,COR,730298624,Cornell,BBC,L,R,32,119,24.2%,45.3%,30.5%,30.5%,24.2%,9.5%,17.9%,33.7%,27.4%,11.6%
1652,1152864000,L. Filippi,Luke Filippi,Filippi,Luke,CF,University at Albany,ALBY,730280448,Albany,BBC,R,R,54,195,30.5%,43.2%,26.3%,30.5%,26.3%,8.5%,33.1%,24.6%,18.6%,15.3%
1653,1301047808,E. Ott,Ethan Ott,Ott,Ethan,1B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,48,190,30.5%,42.6%,27.0%,30.5%,27.0%,17.0%,22.7%,25.5%,18.4%,16.3%
1654,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,208,30.5%,40.2%,29.3%,30.5%,29.3%,15.9%,22.0%,25.6%,19.5%,17.1%
1655,1172422144,J. Thompson,Jackson Thompson,Thompson,Jackson,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,48,132,20.0%,38.1%,41.9%,30.5%,31.4%,12.4%,18.1%,17.1%,27.6%,24.8%
1656,1105526272,T. Bak,Tyler Bak,Bak,Tyler,CF,Wofford College,WOF,730176512,Wofford,BBC,L,L,46,157,28.1%,41.4%,30.5%,30.5%,28.1%,14.1%,23.4%,21.9%,27.3%,13.3%
1657,1245095168,M. Millan,Mauricio Millan,Millan,Mauricio,C,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,42,160,30.4%,43.5%,26.1%,30.4%,26.1%,18.8%,23.9%,26.8%,15.9%,14.5%
1657,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,45,148,30.4%,38.0%,31.5%,30.4%,31.5%,10.9%,26.1%,27.2%,21.7%,14.1%
1657,1336599040,J. Shields,Jonah Shields,Shields,Jonah,2B,Jacksonville University,JAC,730335488,Jacksonville,BBC,R,R,54,210,30.4%,39.1%,30.4%,30.4%,30.4%,13.0%,28.3%,26.8%,16.7%,15.2%
1657,1092329472,J. Alvarez,Julian Alvarez,Alvarez,Julian,RF,California Baptist University,CBU,5091,California Baptist,BBC,L,L,52,158,30.4%,39.1%,30.4%,30.4%,30.4%,15.2%,23.2%,23.2%,21.0%,17.4%
1657,1297578240,R. Iffrig,Riley Iffrig,Iffrig,Riley,1B,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,58,214,30.4%,39.1%,30.4%,30.4%,30.4%,20.0%,19.1%,22.6%,20.9%,17.4%
1662,1097562368,B. Nigh,Brandon Nigh,Nigh,Brandon,SS,Oakland University,OAK,5386,Oakland,BBC,R,R,60,216,30.4%,39.2%,30.4%,30.4%,30.4%,14.9%,25.0%,21.6%,23.6%,14.9%
1662,1310321408,N. Sorensen,Noah Sorensen,Sorensen,Noah,2B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,R,R,57,205,30.4%,38.5%,31.1%,30.4%,31.1%,13.5%,27.0%,23.0%,17.6%,18.9%
1664,1162227968,G. Gregory,Gus Gregory,Gregory,Gus,CF,Wright State University,WRST,5390,Wright State,BBC,L,R,45,164,30.4%,39.2%,30.4%,30.4%,30.4%,12.0%,21.6%,29.6%,21.6%,15.2%
1665,1667966816,B. Thompson,Brock Thompson,Thompson,Brock,2B,Oklahoma State University,OKST,4245,Oklahoma State,BBC,L,R,49,147,34.3%,35.3%,30.4%,30.4%,34.3%,20.6%,23.5%,22.5%,15.7%,17.6%
1666,1279343616,T. Albright,Tyler Albright,Albright,Tyler,LF,Duke University,DUKE,730336256,Duke,BBC,R,L,62,225,30.4%,41.7%,28.0%,30.4%,28.0%,14.9%,28.0%,23.2%,23.8%,10.1%
1667,1281616129,H. Shupe,Hudson Shupe,Shupe,Hudson,2B,Gonzaga University,GONZ,730200832,Gonzaga,BBC,L,R,53,228,24.9%,44.8%,30.3%,30.3%,24.9%,14.9%,17.9%,28.4%,24.9%,13.9%
1668,1094657536,L. Cantwell,Luke Cantwell,Cantwell,Luke,1B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,L,R,55,200,27.3%,42.4%,30.3%,30.3%,27.3%,18.2%,15.8%,24.8%,23.6%,17.6%
1668,1263368704,L. Torres,Lukas Torres,Torres,Lukas,CF,Wagner College,WAG,730192640,Wagner,BBC,L,L,51,202,27.3%,42.4%,30.3%,30.3%,27.3%,10.6%,25.8%,22.7%,24.2%,16.7%
1668,1075204352,M. Brodil,Marcus Brodil,Brodil,Marcus,RF,University of South Florida,USF,2292,South Florida,BBC,L,L,56,194,27.3%,42.4%,30.3%,30.3%,27.3%,13.6%,18.9%,25.8%,23.5%,18.2%
1668,1898890507,C. Dulin,Caden Dulin,Dulin,Caden,2B,University of Pittsburgh,PITT,5424,Pittsburgh,BBC,R,R,48,184,30.3%,38.2%,31.5%,30.3%,31.5%,15.2%,21.8%,23.0%,23.6%,16.4%
1672,1196798464,I. Irish,Ike Irish,Irish,Ike,RF,Auburn University,AUB,5466,Auburn,BBC,L,R,55,214,29.7%,40.0%,30.3%,30.3%,29.7%,15.4%,22.3%,20.0%,28.6%,13.7%
1673,1551683560,T. Large,Tyler Large,Large,Tyler,LF,Western Illinois University,WIU,730370560,Western Illinois,BBC,R,R,50,191,30.3%,46.1%,23.7%,30.3%,23.7%,18.4%,23.7%,28.9%,19.7%,9.2%
1674,1195438336,A. Covarrubias,Abbrie Covarrubias,Covarrubias,Abbrie,2B,University of Southern California,USC,5047,USC,BBC,R,R,58,212,30.2%,40.1%,29.7%,30.2%,29.7%,15.1%,24.4%,25.6%,19.8%,15.1%
1674,1191720192,L. Bushey,Liam Bushey,Bushey,Liam,1B,Western Illinois University,WIU,730370560,Western Illinois,BBC,L,R,48,191,25.6%,44.2%,30.2%,30.2%,25.6%,14.0%,19.8%,27.9%,24.4%,14.0%
1676,1876553123,K. Holiday,Khi Holiday,Holiday,Khi,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,215,30.2%,38.3%,31.5%,30.2%,31.5%,13.4%,23.5%,20.1%,29.5%,13.4%
1677,1086062848,J. Collura,Jaden Collura,Collura,Jaden,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,49,166,23.0%,46.8%,30.2%,30.2%,23.0%,9.5%,23.0%,23.0%,28.6%,15.9%
1678,1239350528,M. Maulik,Matthew Maulik,Maulik,Matthew,3B,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,L,R,44,165,25.0%,30.1%,44.9%,30.1%,39.7%,11.0%,19.1%,16.2%,30.1%,23.5%
1679,1153058048,J. Pierantoni,Jeff Pierantoni,Pierantoni,Jeff,SS,Yale University,YALE,730334464,Yale,BBC,L,R,45,143,29.3%,40.6%,30.1%,30.1%,29.3%,12.0%,21.8%,29.3%,19.5%,17.3%
1680,1318766080,E. Schwartz,Ellis Schwartz,Schwartz,Ellis,CF,George Washington University,GW,730249216,George Washington,BBC,L,L,53,208,30.1%,39.9%,30.1%,30.1%,30.1%,16.8%,22.4%,25.2%,18.2%,17.5%
1681,1152915712,N. Contrades,Nu'u Contrades,Contrades,Nu'u,3B,Arizona State University,ASU,5035,Arizona State,BBC,R,R,47,181,30.1%,47.1%,22.9%,30.1%,22.9%,13.7%,24.2%,28.8%,20.9%,12.4%
1682,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,50,166,30.0%,41.4%,28.6%,30.0%,28.6%,12.1%,28.6%,22.1%,22.9%,14.3%
1682,1099893760,I. Lane,Isaiah Lane,Lane,Isaiah,SS,University of San Diego,USD,5320,San Diego,BBC,R,R,52,195,30.0%,48.0%,22.0%,30.0%,22.0%,20.0%,19.3%,31.3%,16.7%,12.7%
1682,1292499200,L. Carmichael,Lucas Carmichael,Carmichael,Lucas,LF,College of William & Mary,WM,730232064,William & Mary,BBC,L,L,56,238,30.6%,39.4%,30.0%,30.0%,30.6%,18.3%,20.6%,25.0%,24.4%,11.7%
1682,1259952896,J. Toby,Jared Toby,Toby,Jared,RF,University at Albany,ALBY,730280448,Albany,BBC,R,R,49,171,30.0%,40.0%,30.0%,30.0%,30.0%,16.9%,23.1%,23.8%,20.8%,15.4%
1682,1251438849,M. Lytle,Mason Lytle,Lytle,Mason,CF,UTSA,UTSA,730373120,UTSA,BBC,R,R,62,268,30.0%,39.2%,30.8%,30.0%,30.8%,16.0%,21.6%,22.8%,25.2%,14.4%
1682,1139934976,E. Brown,Ely Brown,Brown,Ely,CF,Mercer University,MER,730240512,Mercer,BBC,L,L,60,223,27.9%,42.1%,30.0%,30.0%,27.9%,14.2%,20.5%,26.3%,22.1%,16.8%
1682,1033943553,D. Urreta,Diego Urreta,Urreta,Diego,2B,Fairleigh Dickinson University,FDU,730355200,Fairleigh Dickinson,BBC,L,R,53,185,32.0%,38.0%,30.0%,30.0%,32.0%,16.0%,24.0%,24.0%,20.0%,16.0%
1689,1310598144,W. Edmunson,Will Edmunson,Edmunson,Will,RF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,251,30.0%,45.6%,24.4%,30.0%,24.4%,14.3%,27.6%,27.2%,17.1%,13.8%
1690,1188602368,A. Whitley,Aaron Whitley,Whitley,Aaron,CF,University of Richmond,RICH,730171904,Richmond,BBC,R,R,51,213,29.9%,47.1%,23.0%,29.9%,23.0%,15.0%,26.7%,28.9%,19.3%,10.2%
1690,1320034048,E. Bottone,Evan Bottone,Bottone,Evan,CF,University of Akron,AKR,540536064,Akron,BBC,L,R,52,215,33.2%,36.9%,29.9%,29.9%,33.2%,17.6%,26.7%,16.6%,23.5%,15.5%
1692,1234177521,M. Ineich,Matt Ineich,Ineich,Matt,2B,Ohio University,OHIO,730298368,Ohio,BBC,L,R,36,144,23.1%,47.0%,29.9%,29.9%,23.1%,13.7%,19.7%,25.6%,29.1%,12.0%
1693,1213076480,M. Murphy,Mikey Murphy,Murphy,Mikey,LF,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,47,165,29.9%,39.2%,30.9%,29.9%,30.9%,15.5%,26.8%,21.6%,15.5%,20.6%
1694,1315667712,J. Hefft,JP Hefft,Hefft,JP,2B,UNLV,UNLV,730161664,UNLV,BBC,R,R,52,211,29.8%,40.9%,29.3%,29.8%,29.3%,13.3%,25.4%,26.5%,21.5%,13.3%
1695,1143087616,R. Chapman,Reese Chapman,Chapman,Reese,RF,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,64,216,35.1%,35.1%,29.8%,29.8%,35.1%,12.6%,29.1%,19.2%,23.8%,15.2%
1695,1291203328,C. McChesney,Crew McChesney,McChesney,Crew,CF,Brigham Young University,BYU,730257152,BYU,BBC,L,R,52,200,23.8%,46.4%,29.8%,29.8%,23.8%,13.2%,19.9%,27.8%,26.5%,12.6%
1697,1152960769,E. Barreras,Emilio Barreras,Barreras,Emilio,SS,Grand Canyon University,GC,5310,Grand Canyon,BBC,L,R,41,159,27.7%,42.6%,29.8%,29.8%,27.7%,12.8%,26.2%,25.5%,17.7%,17.7%
1697,1083912192,E. Gonzalez,Emiliano Gonzalez,Gonzalez,Emiliano,C,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,48,178,29.8%,44.0%,26.2%,29.8%,26.2%,14.9%,26.2%,19.9%,22.7%,16.3%
1697,1101076736,R. Moroney,Reece Moroney,Moroney,Reece,SS,University of Rhode Island,URI,730163712,Rhode Island,BBC,R,R,58,226,29.8%,41.5%,28.7%,29.8%,28.7%,14.4%,27.1%,23.4%,22.9%,12.2%
1697,1201246976,L. Molessa,Leewood Molessa,Molessa,Leewood,1B,UMBC,UMBC,730210304,UMBC,BBC,R,R,42,157,29.8%,50.0%,20.2%,29.8%,20.2%,14.9%,28.7%,29.8%,13.8%,12.8%
1701,1107635456,D. Haab,Daniel Haab,Haab,Daniel,RF,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,52,192,29.8%,42.3%,28.0%,29.8%,28.0%,14.9%,27.4%,22.6%,22.0%,13.1%
1701,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,227,28.0%,42.3%,29.8%,29.8%,28.0%,10.1%,27.4%,23.8%,31.5%,7.1%
1703,1812663219,J. Janicki,Jimmy Janicki,Janicki,Jimmy,3B,Troy University,TROY,730378496,Troy,BBC,R,R,54,200,29.7%,43.7%,26.6%,29.7%,26.6%,16.5%,23.4%,25.3%,24.1%,10.8%
1703,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,50,175,29.7%,38.0%,32.3%,29.7%,32.3%,17.1%,25.3%,18.4%,24.1%,15.2%
1705,1196790784,G. Gallaher,Gavin Gallaher,Gallaher,Gavin,3B,University of North Carolina,UNC,730181888,North Carolina,BBC,R,R,61,237,29.7%,46.2%,24.1%,29.7%,24.1%,13.3%,29.2%,24.1%,17.4%,15.9%
1706,1323023616,D. Moore,Daniel Moore,Moore,Daniel,SS,Coppin State University,COPP,730194176,Coppin State,BBC,R,R,49,179,29.7%,51.4%,18.9%,29.7%,18.9%,18.9%,21.6%,32.4%,10.8%,16.2%
1706,1268336640,B. Cannon,Bryce Cannon,Cannon,Bryce,1B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,55,220,25.0%,45.3%,29.7%,29.7%,25.0%,12.2%,22.3%,27.7%,23.6%,14.2%
1708,1249585136,A. Detlefsen,Andrew Detlefsen,Detlefsen,Andrew,LF,UTSA,UTSA,730373120,UTSA,BBC,R,R,60,229,29.7%,47.4%,22.9%,29.7%,22.9%,17.7%,24.0%,26.9%,20.0%,11.4%
1709,1284929792,M. Latta,Maddox Latta,Latta,Maddox,SS,Cal State Fullerton,CSF,5414,CSU Fullerton,BBC,R,R,53,199,29.7%,44.8%,25.5%,29.7%,25.5%,12.7%,32.1%,21.2%,20.6%,13.3%
1709,1410657329,K. Thompson,Kyeler Thompson,Thompson,Kyeler,CF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,49,191,29.7%,43.0%,27.3%,29.7%,27.3%,18.2%,21.2%,23.6%,21.8%,15.2%
1711,1075327744,R. Wynn,Ryan Wynn,Wynn,Ryan,SS,Wofford College,WOF,730176512,Wofford,BBC,R,R,60,242,29.7%,36.5%,33.9%,29.7%,33.9%,13.5%,27.1%,20.8%,21.9%,16.7%
1712,1202571776,S. Collins,Sky Collins,Collins,Sky,CF,Fresno State,FRES,730384384,Fresno State,BBC,R,R,58,213,29.7%,40.6%,29.7%,29.7%,29.7%,14.2%,23.9%,24.5%,18.1%,19.4%
1713,1142631680,T. Kipp,Tyler Kipp,Kipp,Tyler,1B,Fairfield University,FAIR,730380544,Fairfield,BBC,R,R,58,209,29.7%,39.8%,30.5%,29.7%,30.5%,14.4%,27.1%,22.9%,19.5%,16.1%
1713,1802508005,T. Tomlin,Taylor Tomlin,Tomlin,Taylor,CF,Oakland University,OAK,5386,Oakland,BBC,R,L,50,177,29.7%,38.1%,32.2%,29.7%,32.2%,11.9%,28.8%,16.9%,25.4%,16.9%
1715,1143610880,G. Wright,Gabe Wright,Wright,Gabe,CF,Quinnipiac University,QUIN,730386688,Quinnipiac,BBC,R,R,52,169,29.6%,37.0%,33.3%,29.6%,33.3%,13.6%,27.2%,22.2%,17.3%,19.8%
1716,1162570752,L. Braunschweig,Logan Braunschweig,Braunschweig,Logan,CF,UAB,UAB,730345984,UAB,BBC,L,R,53,204,36.1%,34.3%,29.6%,29.6%,36.1%,23.7%,17.2%,20.1%,23.7%,15.4%
1717,1342167149,J. Ferguson,Jake Ferguson,Ferguson,Jake,SS,Eastern Illinois University,EIU,730271744,Eastern Illinois,BBC,R,R,40,128,29.5%,46.6%,23.9%,29.5%,23.9%,11.4%,29.5%,26.1%,22.7%,10.2%
1718,1458273149,C. Slack,Clayton Slack,Slack,Clayton,SS,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,204,29.5%,45.6%,24.8%,29.5%,24.8%,12.8%,26.8%,27.5%,18.1%,14.8%
1719,1297581824,B. Sanchez,Branden Sanchez,Sanchez,Brandon,SS,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,R,R,46,158,29.5%,42.3%,28.2%,29.5%,28.2%,19.2%,19.2%,23.1%,19.2%,19.2%
1720,1324212709,D. Decker,Dominic Decker,Decker,Dominic,2B,Murray State University,MURR,730188032,Murray State,BBC,L,R,60,211,29.4%,33.6%,37.0%,29.4%,37.0%,18.5%,18.5%,21.0%,21.8%,20.2%
1721,1198540800,R. Johnson,Rett Johnson,Johnson,Rett,LF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,46,171,21.0%,49.7%,29.4%,29.4%,21.0%,10.5%,12.6%,33.6%,30.1%,13.3%
1722,1100740096,E. Swidler,Ethan Swidler,Swidler,Ethan,C,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,178,29.3%,36.4%,34.3%,29.3%,34.3%,15.0%,28.6%,19.3%,16.4%,20.7%
1722,1142070272,R. Lavey,Robbie Lavey,Lavey,Robbie,C,George Washington University,GW,730249216,George Washington,BBC,L,R,48,191,27.9%,42.9%,29.3%,29.3%,27.9%,16.4%,24.3%,23.6%,20.7%,15.0%
1724,1310787328,D. Bravo,Damian Bravo,Bravo,Damian,RF,Texas Tech University,TTU,2350,Texas Tech,BBC,R,R,53,224,29.3%,45.3%,25.4%,29.3%,25.4%,14.9%,23.8%,27.1%,19.3%,14.9%
1725,1092991488,B. Compton,Brandon Compton,Compton,Brandon,LF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,59,214,32.9%,37.8%,29.3%,29.3%,32.9%,17.7%,22.6%,25.0%,20.1%,14.6%
1725,1018032643,A. Wright,Aydin Wright,Wright,Aydin,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,39,148,29.3%,48.0%,22.8%,29.3%,22.8%,16.3%,22.8%,26.0%,21.1%,13.8%
1727,1202718208,E. Dempsey,Evan Dempsey,Dempsey,Evan,TWP,Florida Gulf Coast University,FGCU,4964,Florida Gulf Coast,BBC,L,R,60,230,29.2%,41.5%,29.2%,29.2%,29.2%,14.9%,24.6%,20.0%,26.7%,13.8%
1728,1123956992,T. Gillen,Tate Gillen,Gillen,Tate,CF,Creighton University,CREI,730243840,Creighton,BBC,L,L,59,238,28.1%,42.7%,29.2%,29.2%,28.1%,12.9%,23.0%,28.7%,20.2%,15.2%
1728,1202726656,J. Lane,Jonathan Lane,Lane,Jonathan,2B,University of North Alabama,UNA,730266624,North Alabama,BBC,R,R,55,210,29.2%,41.6%,29.2%,29.2%,29.2%,14.6%,25.8%,25.8%,20.2%,13.5%
1728,1657988572,L. Lowe,Logan Lowe,Lowe,Logan,SS,UNC Asheville,UNCA,1570,UNC Asheville,BBC,R,R,50,200,29.2%,46.1%,24.7%,29.2%,24.7%,13.5%,24.7%,23.6%,20.2%,18.0%
1731,1310584064,M. Serna,Mateo Serna,Serna,Mateo,C,University of Missouri,MIZZ,4806,Missouri,BBC,S,R,51,177,25.7%,44.2%,30.1%,29.2%,26.5%,14.2%,23.0%,25.7%,19.5%,17.7%
1731,1310447872,D. Moquin,Dillon Moquin,Moquin,Dillon,RF,Appalachian State University,APP,730240256,Appalachian State,BBC,L,R,43,147,23.0%,47.8%,29.2%,29.2%,23.0%,12.4%,14.2%,27.4%,31.0%,15.0%
1733,1200816384,E. Pelayo,Elijah Pelayo,Pelayo,Elijah,SS,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,R,R,56,196,29.2%,43.1%,27.7%,29.2%,27.7%,16.1%,19.7%,27.7%,24.8%,11.7%
1734,1161344768,R. Kim,Ryan Kim,Kim,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,56,208,29.2%,39.8%,31.1%,29.2%,31.1%,18.6%,19.3%,19.3%,29.2%,13.7%
1735,1263498752,M. Wolbert,Mark Wolbert,Wolbert,Mark,CF,UC Davis,UCD,730153984,UC Davis,BBC,L,L,51,154,27.5%,43.3%,29.2%,29.2%,27.5%,15.0%,18.3%,25.0%,26.7%,15.0%
1735,1310862337,C. Brunson,Chase Brunson,Brunson,Chase,CF,Texas Christian University,TCU,5045,TCU,BBC,R,R,58,224,29.2%,42.7%,28.1%,29.2%,28.1%,14.1%,26.0%,26.0%,18.8%,15.1%
1735,1342167549,K. Gibson,Kyle Gibson,Gibson,Kyle,3B,Illinois State University,ILST,730258944,Illinois State,BBC,L,R,56,245,30.4%,40.5%,29.2%,29.2%,30.4%,16.1%,23.8%,25.6%,23.8%,10.7%
1738,1334935552,L. Gaffney,Luke Gaffney,Gaffney,Luke,1B,Clemson University,CLEM,730358784,Clemson,BBC,R,R,53,188,29.1%,32.5%,38.4%,29.1%,38.4%,16.6%,19.9%,21.2%,23.2%,19.2%
1739,1162600704,B. Perreira,Brock Perreira,Perreira,Brock,P,CSU Bakersfield,CSB,730283008,CSU Bakersfield,BBC,L,R,54,173,24.4%,46.5%,29.1%,29.1%,24.4%,15.7%,19.7%,29.1%,22.8%,12.6%
1740,1311345920,M. Haas,Matthias Haas,Haas,Matthias,1B,Tulane University,TULN,730354176,Tulane,BBC,R,R,55,208,29.1%,42.4%,28.5%,29.1%,28.5%,13.9%,24.1%,20.9%,22.2%,19.0%
1740,1774004064,A. Martin,A.J. Martin,Martin,A.J.,2B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,52,212,29.1%,48.7%,22.2%,29.1%,22.2%,13.9%,27.2%,31.0%,17.7%,10.1%
1742,1310848768,E. Krewson,Elliot Krewson,Krewson,Elliot,SS,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,34,131,29.1%,48.2%,22.7%,29.1%,22.7%,15.5%,24.5%,26.4%,19.1%,14.5%
1742,1162239232,A. Jimenez,Antonio Jimenez,Jimenez,Antonio,SS,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,55,207,38.2%,37.0%,24.8%,29.1%,33.9%,21.8%,24.2%,23.0%,18.2%,12.7%
1742,1091989248,J. Yakubinis,J.D. Yakubinis,Yakubinis,J.D.,C,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,R,R,56,198,29.1%,35.2%,35.8%,29.1%,35.8%,15.2%,22.4%,21.2%,23.6%,17.6%
1742,1429508311,T. Castrataro,Tyler Castrataro,Castrataro,Tyler,LF,Hofstra University,HOF,730245120,Hofstra,BBC,R,R,45,175,29.1%,39.1%,31.8%,29.1%,31.8%,9.1%,30.9%,22.7%,19.1%,18.2%
1746,1162593536,S. Sakaino,Shunsuke Sakaino,Sakaino,Shunsuke,2B,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,L,R,56,206,32.6%,38.4%,29.1%,29.1%,32.6%,23.3%,10.5%,22.1%,30.2%,14.0%
1746,1190090496,W. Baumhofer,Will Baumhofer,Baumhofer,Will,RF,College of Charleston,COFC,730177792,College of Charleston,BBC,L,R,59,213,30.2%,40.7%,29.1%,29.1%,30.2%,18.0%,19.8%,25.0%,26.7%,10.5%
1746,1152902912,O. Prince,Owen Prince,Prince,Owen,CF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,53,215,34.3%,40.1%,25.6%,29.1%,30.8%,22.7%,17.4%,19.2%,27.9%,12.8%
1749,1184274176,K. Garis,Keegan Garis,Garis,Keegan,LF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,49,163,31.6%,39.3%,29.1%,29.1%,31.6%,21.4%,23.1%,21.4%,18.8%,15.4%
1750,1245930752,A. Alicea,Alex Alicea,Alicea,Alex,SS,University of Louisville,LOU,5467,Louisville,BBC,S,R,61,202,28.5%,38.5%,33.0%,29.1%,32.4%,15.1%,19.6%,25.1%,24.6%,15.6%
1751,1342170960,C. Diaz,Chris Diaz,Diaz,Chris,RF,Marist College,MRST,730374656,Marist,BBC,L,L,50,162,30.6%,40.3%,29.0%,29.0%,30.6%,25.8%,19.4%,24.2%,19.4%,11.3%
1752,1162591232,I. Walker,Isaiah Walker,Walker,Isaiah,CF,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,53,204,29.0%,46.9%,24.1%,29.0%,24.1%,13.6%,24.7%,31.5%,16.7%,13.6%
1753,1263905536,D. Calabrese,Daniel Calabrese,Calabrese,Daniel,CF,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,R,R,48,190,29.0%,46.6%,24.4%,29.0%,24.4%,13.0%,29.0%,22.9%,19.8%,15.3%
1754,1882429176,J. Beebe,Jared Beebe,Beebe,Jared,1B,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,53,225,29.0%,37.9%,33.1%,29.0%,33.1%,14.8%,23.1%,21.3%,23.7%,17.2%
1755,1064606452,T. Anderson,TJ Anderson,Anderson,TJ,LF,The Citadel,CIT,730366720,The Citadel,BBC,L,R,56,192,25.4%,45.7%,29.0%,29.0%,25.4%,13.8%,23.9%,26.8%,19.6%,15.9%
1756,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,207,30.8%,40.2%,29.0%,29.0%,30.8%,15.9%,21.5%,26.2%,18.7%,17.8%
1757,1304694272,J. Raifstanger,Jayder Raifstanger,Raifstanger,Jayder,3B,St. John's University (NY),SJU,4285,St. John's,BBC,L,R,52,207,29.0%,42.1%,29.0%,29.0%,29.0%,12.4%,24.8%,24.1%,25.5%,13.1%
1758,1233913344,M. Miura,Matthew Miura,Miura,Matthew,CF,"University of Hawaii, Manoa",HAW,730158848,Hawaii,BBC,R,R,55,213,28.9%,36.0%,35.1%,28.9%,35.1%,14.9%,18.4%,28.1%,21.1%,17.5%
1759,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,176,28.9%,48.8%,22.3%,28.9%,22.3%,14.0%,23.1%,33.9%,14.0%,14.9%
1760,1869825908,C. Dodson,Cade Dodson,Dodson,Cade,2B,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,L,R,53,213,32.8%,38.3%,28.9%,28.9%,32.8%,19.4%,23.3%,21.1%,21.7%,14.4%
1761,1136423680,M. Bejarano,Mauri Bejarano,Bejarano,Mauri,2B,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,S,R,50,152,26.0%,38.5%,35.6%,28.8%,32.7%,12.5%,20.2%,24.0%,19.2%,24.0%
1762,1327586560,D. Holmes,Derek Holmes,Holmes,Derek,2B,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,54,206,28.8%,46.6%,24.5%,28.8%,24.5%,12.3%,28.2%,25.8%,23.3%,10.4%
