Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,InZone%,High%,VMid%,Low%,UpHalf%,LowHalf%,Inside%,HMid%,Outside%,InHalf%,OutHalf%
111,1500574460,B. Ballinger,Brady Ballinger,Ballinger,Brady,1B,University of Kansas,KU,730360064,Kansas,BBC,L,L,58,289,1200,41.8%,28.0%,26.0%,46.0%,40.8%,59.2%,28.9%,24.0%,47.1%,39.4%,60.6%
112,1292066560,E. Petry,Ethan Petry,Petry,Ethan,RF,University of South Carolina,SCAR,730348544,South Carolina,BBC,R,R,44,190,711,41.8%,31.2%,27.5%,41.3%,43.3%,56.7%,28.3%,24.2%,47.5%,40.2%,59.8%
113,1198577152,K. Kropf,Koby Kropf,Kropf,Koby,RF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,49,234,873,41.8%,33.6%,28.2%,38.2%,48.4%,51.6%,23.0%,20.7%,56.3%,32.2%,67.8%
114,1099810304,W. Peifer,Wyatt Peifer,Peifer,Wyatt,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,55,239,860,41.8%,30.6%,26.0%,43.3%,43.8%,56.2%,22.9%,23.3%,53.8%,34.2%,65.8%
115,1162347776,A. Sosa,Alex Sosa,Sosa,Alex,C,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,52,228,942,41.8%,27.2%,28.9%,44.0%,40.6%,59.4%,27.2%,22.5%,50.4%,39.3%,60.7%
116,1279326208,T. Doucette,Ty Doucette,Doucette,Ty,1B,Rutgers University,RUTG,730229248,Rutgers,BBC,L,R,57,276,959,41.8%,26.8%,25.8%,47.4%,38.7%,61.3%,22.0%,22.4%,55.6%,32.9%,67.1%
117,1140709632,H. Stokely,Hunter Stokely,Stokely,Hunter,1B,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,278,996,41.8%,32.0%,26.2%,41.8%,44.7%,55.3%,29.9%,23.6%,46.5%,41.8%,58.2%
118,1310856448,A. Fischer,Andrew Fischer,Fischer,Andrew,1B,University of Tennessee,TENN,730153728,Tennessee,BBC,L,R,65,292,1249,41.8%,26.8%,25.3%,47.9%,39.0%,61.0%,28.4%,22.4%,49.2%,40.6%,59.4%
119,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,50,222,849,41.8%,31.9%,29.1%,39.0%,47.8%,52.2%,23.4%,21.9%,54.7%,35.3%,64.7%
120,1184450816,D. Lewis,David Lewis,Lewis,David,3B,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,47,149,636,41.8%,31.4%,24.7%,43.9%,45.8%,54.2%,24.1%,24.7%,51.2%,35.7%,64.3%
121,1153440768,I. Schmidly,Ike Schmidly,Schmidly,Ike,RF,James Madison University,JMU,730340096,James Madison,BBC,R,R,42,129,478,41.8%,30.8%,25.1%,44.1%,42.1%,57.9%,25.9%,26.6%,47.5%,39.5%,60.5%
122,1310831104,M. Russo,Matthew Russo,Russo,Matthew,1B,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,R,63,300,1144,41.8%,34.0%,25.9%,40.1%,44.9%,55.1%,25.4%,21.1%,53.5%,34.9%,65.1%
122,1297354496,G. Miranda,Gabe Miranda,Miranda,Gabe,1B,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,L,L,55,273,1144,41.8%,21.4%,25.0%,53.6%,31.1%,68.9%,29.0%,19.8%,51.3%,40.3%,59.7%
124,1086062848,J. Collura,Jaden Collura,Collura,Jaden,C,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,49,209,816,41.9%,28.9%,26.9%,44.1%,43.9%,56.1%,23.7%,22.9%,53.4%,33.3%,66.7%
125,1032174369,B. Johnston,Brodie Johnston,Johnston,Brodie,3B,Vanderbilt University,VAN,5046,Vanderbilt,BBC,R,R,56,240,934,41.9%,28.2%,26.0%,45.8%,41.9%,58.1%,24.4%,23.8%,51.8%,34.2%,65.8%
126,1342167253,A. Ildefonso,Andrew Ildefonso,Ildefonso,Andrew,P,Florida International University,FIU,4468,Florida International,BBC,R,R,50,191,734,41.9%,29.7%,26.1%,44.3%,42.2%,57.8%,19.1%,22.4%,58.6%,29.8%,70.2%
127,1311954432,W. Aloy,Wehiwa Aloy,Aloy,Wehiwa,SS,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,65,311,1327,41.9%,29.5%,28.3%,42.2%,43.3%,56.7%,26.6%,20.9%,52.5%,37.2%,62.8%
128,1359638792,H. Porter,Hollis Porter,Porter,Hollis,1B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,55,255,991,41.9%,33.7%,27.5%,38.8%,47.7%,52.3%,23.0%,24.7%,52.2%,35.1%,64.9%
129,1300448256,B. Miller,Ben Miller,Miller,Ben,3B,Duke University,DUKE,730336256,Duke,BBC,R,R,61,293,1118,41.9%,24.4%,25.0%,50.6%,35.2%,64.8%,29.2%,21.6%,49.2%,39.5%,60.5%
130,1235305472,M. Williams,Max Williams,Williams,Max,CF,Florida State University,FSU,101,Florida State,BBC,L,L,57,261,893,41.9%,28.9%,26.2%,44.9%,41.3%,58.7%,26.2%,23.2%,50.6%,36.2%,63.8%
131,1220401408,W. MacLean,Will MacLean,MacLean,Will,1B,Creighton University,CREI,730243840,Creighton,BBC,L,L,56,244,942,41.9%,33.1%,27.1%,39.8%,47.2%,52.8%,21.2%,19.4%,59.4%,30.8%,69.2%
132,1648774913,A. Raymond,Andrew Raymond,Raymond,Andrew,C,George Mason University,GMU,730265088,George Mason,BBC,L,R,51,215,798,41.9%,32.2%,27.4%,40.3%,46.1%,53.9%,24.6%,24.0%,51.4%,36.4%,63.6%
133,1161344768,R. Kim,Ryan Kim,Kim,Ryan,P,California Baptist University,CBU,5091,California Baptist,BBC,R,R,56,243,907,42.0%,33.0%,26.8%,40.3%,46.3%,53.7%,21.0%,22.9%,56.0%,32.2%,67.8%
134,1130373888,J. Craig,Joey Craig,Craig,Joey,RF,New Mexico State University,NMSU,730302720,New Mexico State,BBC,R,R,49,191,741,42.0%,25.6%,24.7%,49.7%,37.3%,62.7%,22.4%,21.8%,55.8%,33.5%,66.5%
135,1199226219,B. Leonard,Brayden Leonard,Leonard,Brayden,2B,Villanova University,VILL,730278400,Villanova,BBC,R,R,50,216,719,42.0%,32.8%,29.9%,37.3%,46.8%,53.2%,24.2%,22.5%,53.2%,33.9%,66.1%
136,1202676992,T. Haskins,Trevor Haskins,Haskins,Trevor,3B,Stanford University,STAN,730251264,Stanford,BBC,R,R,51,244,824,42.0%,34.6%,26.2%,39.2%,48.2%,51.8%,21.1%,24.1%,54.8%,31.9%,68.1%
137,1229118720,R. Lee,Ryan Lee,Lee,Ryan,1B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,168,649,42.0%,25.8%,25.7%,48.5%,37.2%,62.8%,23.5%,19.7%,56.9%,33.0%,67.0%
138,1237388544,P. Seals,Pierre Seals,Seals,Pierre,RF,University of Missouri,MIZZ,4806,Missouri,BBC,R,R,45,172,727,42.0%,28.7%,28.7%,42.6%,42.3%,57.7%,24.6%,23.7%,51.7%,34.6%,65.4%
139,1309347584,P. Berstein,Philip Berstein,Berstein,Philip,RF,University of Richmond,RICH,730171904,Richmond,BBC,L,R,43,198,783,42.0%,31.8%,28.1%,40.1%,46.5%,53.5%,29.1%,21.4%,49.5%,40.8%,59.2%
140,1197550592,W. Parker,William Parker,Parker,William,P,Army West Point,ARMY,4744,Army,BBC,R,R,41,192,667,42.0%,24.5%,26.7%,48.8%,36.4%,63.6%,22.6%,22.6%,54.7%,32.6%,67.4%
141,1195438080,D. Rutter,Drew Rutter,Rutter,Drew,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,46,152,556,42.0%,35.0%,26.2%,38.7%,48.4%,51.6%,23.1%,21.1%,55.8%,31.9%,68.1%
142,1166939904,M. Imhoff,Max Imhoff,Imhoff,Max,C,Yale University,YALE,730334464,Yale,BBC,R,R,40,160,636,42.0%,32.2%,25.2%,42.5%,42.9%,57.1%,25.1%,21.1%,53.8%,37.5%,62.5%
143,1310619904,C. Priest,Collin Priest,Priest,Collin,1B,Clemson University,CLEM,730358784,Clemson,BBC,L,R,59,258,1048,42.0%,31.5%,26.1%,42.4%,44.4%,55.6%,21.9%,22.3%,55.8%,31.8%,68.2%
144,1568958668,J. Nunnallee,James Nunnallee,Nunnallee,James,LF,University of Virginia,UVA,5415,Virginia,BBC,L,R,48,174,649,42.0%,27.9%,29.6%,42.5%,41.6%,58.4%,30.6%,22.2%,47.2%,40.9%,59.1%
145,1094685440,D. Bishop,David Bishop,Bishop,David,1B,Kansas State University,KSU,730270464,Kansas State,BBC,R,R,44,136,493,42.1%,29.3%,23.8%,47.0%,40.4%,59.6%,25.0%,23.8%,51.2%,36.0%,64.0%
146,1616187675,T. Davis,Tague Davis,Davis,Tague,TWP,University of Louisville,LOU,5467,Louisville,BBC,L,L,64,264,1001,42.1%,29.7%,29.3%,41.1%,46.7%,53.3%,27.4%,20.0%,52.6%,36.6%,63.4%
147,1960026247,J. French,Jacob French,French,Jacob,RF,University of California,CAL,730152448,California,BBC,L,R,53,218,651,42.1%,32.6%,28.9%,38.5%,46.9%,53.1%,18.5%,19.9%,61.6%,27.5%,72.5%
148,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,58,276,1071,42.1%,35.5%,25.8%,38.7%,47.1%,52.9%,26.8%,23.2%,50.0%,37.6%,62.4%
149,1967439649,M. DAmato,Matt DAmato,DAmato,Matt,LF,Bryant University,BRY,730266880,Bryant,BBC,L,R,49,214,827,42.1%,31.9%,28.8%,39.4%,44.9%,55.1%,22.0%,20.2%,57.8%,30.9%,69.1%
150,1086580736,E. Madrigal,Eddie Madrigal,Madrigal,Eddie,1B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,R,62,292,1009,42.1%,34.1%,28.5%,37.4%,48.3%,51.7%,22.4%,24.2%,53.4%,34.5%,65.5%
151,1184274176,K. Garis,Keegan Garis,Garis,Keegan,LF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,49,216,809,42.1%,26.1%,27.2%,46.7%,38.6%,61.4%,24.1%,23.9%,52.0%,35.8%,64.2%
152,1297553152,W. Furniss,Will Furniss,Furniss,Will,1B,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,58,250,1009,42.1%,30.0%,25.5%,44.5%,41.5%,58.5%,30.0%,23.7%,46.3%,41.3%,58.7%
153,1152865280,J. Mettam,Jared Mettam,Mettam,Jared,SS,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,54,233,806,42.1%,32.9%,26.5%,40.6%,47.2%,52.8%,25.0%,20.8%,54.2%,35.5%,64.5%
154,1713280773,X. Perez,Xavier Perez,Perez,Xavier,RF,University of Houston,HOU,3030,Houston,BBC,R,R,52,222,880,42.1%,31.6%,25.3%,43.1%,43.7%,56.3%,25.1%,22.2%,52.7%,37.1%,62.9%
155,1152912384,E. Hedges,Ethan Hedges,Hedges,Ethan,TWP,University of Southern California,USC,5047,USC,BBC,R,R,60,288,1132,42.1%,32.2%,26.6%,41.2%,45.6%,54.4%,28.3%,24.0%,47.7%,39.8%,60.2%
156,1245915136,T. Minick,Tyler Minick,Minick,Tyler,3B,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,54,252,908,42.1%,33.4%,27.7%,38.9%,48.2%,51.8%,30.5%,22.0%,47.5%,40.9%,59.1%
157,1320360704,D. Baker,Davis Baker,Baker,Davis,SS,University of Pennsylvania,PENN,730292224,Pennsylvania,BBC,R,L,41,201,771,42.2%,28.1%,26.1%,45.9%,41.0%,59.0%,53.1%,21.3%,25.7%,65.4%,34.6%
158,1176216576,J. Lebron,Justin Lebron,Lebron,Justin,SS,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,281,1138,42.2%,30.6%,26.7%,42.7%,45.1%,54.9%,29.1%,23.1%,47.8%,40.6%,59.4%
159,1297494272,R. Johnson,RJ Johnson Jr.,Johnson,Rj,LF,Rutgers University,RUTG,730229248,Rutgers,BBC,L,L,53,194,759,42.2%,28.6%,26.3%,45.1%,40.7%,59.3%,25.3%,24.9%,49.7%,37.8%,62.2%
160,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,230,958,42.2%,29.2%,29.3%,41.6%,42.2%,57.8%,23.5%,22.8%,53.7%,34.8%,65.2%
161,1774004064,A. Martin,A.J. Martin,Martin,A.J.,2B,Charleston Southern University,CHSO,730194432,Charleston Southern,BBC,R,R,52,249,875,42.2%,28.8%,29.0%,42.2%,44.0%,56.0%,23.7%,23.0%,53.3%,33.5%,66.5%
162,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,212,839,42.2%,30.8%,26.3%,42.8%,45.4%,54.6%,21.2%,23.0%,55.8%,32.5%,67.5%
163,1164722176,B. West,Brylan West,West,Brylan,1B,Florida International University,FIU,4468,Florida International,BBC,R,R,56,266,913,42.2%,37.7%,26.4%,35.9%,50.8%,49.2%,20.0%,20.1%,60.0%,29.5%,70.5%
164,1170584576,E. Leon,Eddie Leon,Leon,Eddie,3B,Marshall University,MRSH,730333696,Marshall,BBC,R,R,59,251,929,42.2%,28.3%,28.4%,43.2%,42.0%,58.0%,17.7%,21.8%,60.5%,27.9%,72.1%
165,1260748800,B. Higdon,Ben Higdon,Higdon,Ben,LF,The University of Southern Mississippi,USM,730246656,Southern Miss,BBC,L,R,51,183,678,42.2%,32.9%,24.6%,42.5%,45.1%,54.9%,26.8%,24.6%,48.7%,38.5%,61.5%
166,1105510913,D. Smaldino,Dominic Smaldino,Smaldino,Dominic,1B,University of California,CAL,730152448,California,BBC,R,R,55,235,957,42.2%,31.2%,26.2%,42.5%,44.7%,55.3%,29.1%,24.3%,46.6%,40.4%,59.6%
167,1205058816,Z. Stewart,Zack Stewart,Stewart,Zack,RF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,51,213,852,42.2%,27.5%,25.7%,46.8%,39.7%,60.3%,24.3%,26.5%,49.2%,35.6%,64.4%
168,1196851968,M. Houston,Marek Houston,Houston,Marek,SS,Wake Forest University,WAKE,730373376,Wake Forest,BBC,R,R,61,298,1230,42.2%,29.5%,28.6%,41.8%,42.2%,57.8%,24.8%,22.0%,53.2%,34.7%,65.3%
169,1251446272,K. Hayes,Kyle Hayes,Hayes,Kyle,1B,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,51,213,825,42.2%,29.5%,26.7%,43.7%,41.9%,58.1%,28.2%,23.8%,48.0%,40.0%,60.0%
170,1196785152,J. Torres,Jason Torres,Torres,Jason,3B,University of Alabama,ALA,730206976,Alabama,BBC,R,R,59,260,1064,42.3%,32.3%,22.5%,45.2%,44.7%,55.3%,25.0%,22.3%,52.7%,35.6%,64.4%
171,1336566528,C. Krewson,Chase Krewson,Krewson,Chase,LF,University of Central Florida,UCF,730256640,Central Florida,BBC,L,L,45,170,620,42.3%,31.3%,25.2%,43.5%,44.4%,55.6%,26.0%,24.0%,50.0%,38.4%,61.6%
172,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,52,231,966,42.3%,25.3%,28.1%,46.6%,39.3%,60.7%,19.5%,22.9%,57.5%,29.7%,70.3%
173,1310440960,J. Jaffe,Jordan Jaffe,Jaffe,Jordan,1B,University of Richmond,RICH,730171904,Richmond,BBC,R,R,52,252,890,42.3%,30.4%,29.3%,40.3%,44.6%,55.4%,23.1%,21.7%,55.2%,32.9%,67.1%
174,1085410304,J. Toomey,Jack Toomey,Toomey,Jack,RF,Boston College,BC,227,Boston College,BBC,R,R,57,254,1064,42.3%,27.7%,29.2%,43.1%,42.4%,57.6%,29.2%,23.0%,47.8%,39.8%,60.2%
175,1334313728,B. Atkinson,Bobby Atkinson,Atkinson,Bobby,LF,Bradley University,BRAD,730253312,Bradley,BBC,L,L,51,230,811,42.3%,26.2%,31.3%,42.4%,42.0%,58.0%,22.5%,22.3%,55.2%,33.0%,67.0%
176,1281514496,P. Airhart,Parker Airhart,Airhart,Parker,C,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,44,160,577,42.3%,25.8%,26.7%,47.5%,38.7%,61.3%,23.1%,21.9%,55.0%,34.1%,65.9%
177,1085384704,D. Patrizi,Dom Patrizi,Patrizi,Dom,SS,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,49,206,819,42.3%,25.4%,29.3%,45.2%,37.9%,62.1%,20.3%,24.4%,55.3%,32.8%,67.2%
178,1304692992,M. Knight,Max Knight,Knight,Max,TWP,Missouri State University,MOSU,5382,Missouri State,BBC,L,L,54,214,899,42.3%,30.0%,25.9%,44.0%,41.6%,58.4%,27.5%,22.2%,50.2%,37.7%,62.3%
179,1226692352,D. Obee,Devin Obee,Obee,Devin,CF,University of Georgia,UGA,226,Georgia,BBC,R,R,57,189,771,42.3%,27.3%,26.8%,45.9%,38.2%,61.8%,25.4%,23.8%,50.9%,38.1%,61.9%
180,1243383808,J. Chirello,Jackson Chirello,Chirello,Jackson,RF,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,L,R,44,193,846,42.3%,25.6%,27.1%,47.4%,37.7%,62.3%,28.3%,23.7%,48.0%,39.8%,60.2%
181,1310459904,J. Williams,Jae Williams,Williams,Jae,CF,Georgia State University,GAST,730239744,Georgia State,BBC,L,R,55,206,807,42.3%,32.8%,28.0%,39.2%,46.5%,53.5%,23.2%,26.0%,50.9%,34.6%,65.4%
182,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,54,227,914,42.3%,33.8%,26.4%,39.8%,46.1%,53.9%,23.6%,22.2%,54.2%,33.1%,66.9%
183,1083259648,B. Ankeney,Beau Ankeney,Ankeney,Beau,1B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,57,274,1054,42.3%,25.6%,29.4%,45.0%,41.4%,58.6%,24.9%,23.1%,52.1%,35.8%,64.2%
184,1143041024,V. Fattore,Vincent Fattore,Fattore,Vincent,RF,Elon University,ELON,730252544,Elon,BBC,R,R,51,196,728,42.3%,28.6%,27.7%,43.7%,41.5%,58.5%,26.5%,20.4%,53.1%,35.7%,64.3%
185,1141430784,M. Brooks,Michael Brooks,Brooks,Michael,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,60,272,1060,42.3%,26.9%,25.7%,47.4%,38.3%,61.7%,19.8%,23.6%,56.6%,31.6%,68.4%
186,1178073344,A. Taurek,Aiden Taurek,Taurek,Aiden,LF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,273,944,42.3%,31.3%,27.7%,41.1%,45.9%,54.1%,18.8%,23.6%,57.7%,30.9%,69.1%
187,1207773440,G. Jay,Grant Jay,Jay,Grant,C,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,59,277,1051,42.4%,31.3%,26.0%,42.7%,44.1%,55.9%,26.0%,22.3%,51.8%,37.6%,62.4%
188,1021136352,H. Denny,Hogan Denny,Denny,Hogan,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,50,169,643,42.4%,30.9%,25.4%,43.8%,44.1%,55.9%,26.3%,20.5%,53.2%,36.2%,63.8%
189,1094668288,B. Hurdsman,Bryker Hurdsman,Hurdsman,Bryker,RF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,51,226,819,42.4%,28.7%,26.6%,44.7%,43.2%,56.8%,23.9%,19.0%,57.1%,33.3%,66.7%
190,1239328512,W. Gasparino,Will Gasparin,Gasparino,Will,CF,University of Texas,TEX,245,Texas,BBC,R,R,58,244,979,42.4%,31.6%,25.2%,43.2%,43.7%,56.3%,33.0%,22.5%,44.5%,44.6%,55.4%
191,1825132008,B. Brown,Blaine Brown,Brown,Blaine,TWP,Rice University,RICE,2352,Rice,BBC,L,L,54,235,838,42.4%,30.4%,26.1%,43.6%,41.3%,58.7%,30.6%,22.3%,47.1%,42.3%,57.7%
192,1273292544,A. Sundean,Andrew Sundean,Sundean,Andrew,C,University of Central Florida,UCF,730256640,Central Florida,BBC,R,R,46,171,630,42.4%,27.5%,27.6%,44.9%,40.6%,59.4%,24.9%,25.4%,49.7%,36.2%,63.8%
193,1207744768,B. Holt,Brennan Holt,Holt,Brennan,CF,University of South Alabama,USA,730298880,South Alabama,BBC,L,R,45,208,896,42.4%,30.0%,27.0%,43.0%,42.6%,57.4%,23.9%,21.4%,54.8%,33.4%,66.6%
194,1006020866,A. Phillips,Austin Phillips,Phillips,Austin,SS,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,193,707,42.4%,26.0%,24.4%,49.6%,38.1%,61.9%,23.5%,21.9%,54.7%,34.9%,65.1%
195,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,Jeter,1B,University of Michigan,MICH,2290,Michigan,BBC,L,R,56,234,795,42.4%,34.0%,27.7%,38.4%,47.2%,52.8%,26.9%,20.7%,52.4%,36.2%,63.8%
196,1204041728,S. Alford,Slate Alford,Alford,Slate,3B,University of Georgia,UGA,226,Georgia,BBC,R,R,60,293,1149,42.4%,29.0%,27.0%,44.0%,42.9%,57.1%,26.1%,24.0%,49.9%,37.3%,62.7%
197,1207476224,J. Sweeney,Johnny Sweeney,Sweeney,Johnny,1B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,L,R,57,260,1023,42.4%,29.6%,26.5%,43.9%,41.9%,58.1%,26.6%,24.2%,49.2%,38.2%,61.8%
198,1287378688,E. Murdoch,Ethan Murdoch,Murdoch,Ethan,RF,Marshall University,MRSH,730333696,Marshall,BBC,R,R,58,247,953,42.4%,30.8%,27.7%,41.5%,45.4%,54.6%,24.1%,23.8%,52.1%,36.3%,63.7%
199,1142570752,E. King Jr.,Eddie King Jr.,King Jr.,Eddie,RF,University of Louisville,LOU,5467,Louisville,BBC,R,R,55,224,877,42.4%,30.1%,25.9%,44.1%,42.7%,57.3%,22.7%,21.9%,55.5%,32.6%,67.4%
200,1269401344,J. Dilley,Jacob Dilley,Dilley,Jacob,C,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,R,R,42,181,685,42.5%,27.7%,24.1%,48.2%,39.8%,60.2%,27.2%,21.9%,50.9%,37.0%,63.0%
201,1279825152,J. Power,Jack Power,Power,Jack,1B,Long Island University-Brooklyn,LIU,730352896,LIU Brooklyn,BBC,L,R,58,268,989,42.5%,27.3%,28.5%,44.2%,40.2%,59.8%,21.5%,22.2%,56.3%,31.4%,68.6%
202,1295264227,G. Olson,Griffin Olson,Olson,Griffin,3B,Morehead State University,MORE,730158080,Morehead State,BBC,L,R,52,238,941,42.5%,28.6%,29.3%,42.1%,41.2%,58.8%,25.3%,23.5%,51.3%,36.1%,63.9%
203,1259966976,A. Robbins,Aiden Robbins,Robbins,Aiden,RF,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,255,953,42.5%,28.5%,28.5%,42.9%,41.6%,58.4%,29.5%,22.2%,48.2%,40.2%,59.8%
204,1310335744,C. Rasmussen,Connor Rasmussen,Rasmussen,Connor,2B,Tulane University,TULN,730354176,Tulane,BBC,L,R,58,266,970,42.5%,30.9%,27.5%,41.5%,43.8%,56.2%,20.9%,23.4%,55.6%,32.0%,68.0%
205,1984980657,J. Siervo,Joe Siervo,Siervo,Joe,LF,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,49,171,738,42.5%,31.9%,29.4%,38.8%,44.7%,55.3%,25.8%,23.7%,50.5%,36.7%,63.3%
206,1641964302,C. Husko,Colin Husko,Husko,Colin,2B,University of Illinois-Chicago,UIC,5379,Illinois-Chicago,BBC,L,R,42,164,621,42.5%,30.0%,27.6%,42.3%,42.8%,57.2%,23.4%,22.2%,54.4%,33.3%,66.7%
207,1092657664,S. White,Sean White,White,Sean,C,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,R,R,54,233,922,42.5%,25.8%,25.1%,49.1%,38.8%,61.2%,25.9%,23.6%,50.5%,36.3%,63.7%
208,1342167003,K. Panganiban,Kyle Panganiban,Panganiban,Kyle,3B,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,R,R,49,230,812,42.5%,28.0%,26.9%,45.1%,40.9%,59.1%,26.5%,24.3%,49.2%,38.5%,61.5%
209,1310452224,J. Haggard,Jake Haggard,Haggard,Jake,3B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,47,173,648,42.5%,21.5%,26.1%,52.4%,32.9%,67.1%,22.0%,22.3%,55.7%,31.1%,68.9%
210,1155006976,T. Wood,Tye Wood,Wood,Tye,LF,University of New Mexico,UNM,730153472,New Mexico,BBC,S,L,46,203,845,42.5%,31.9%,30.6%,37.6%,47.2%,52.8%,25.0%,23.9%,51.1%,36.1%,63.9%
211,1167270144,J. Taussig,James Taussig,Taussig,James,RF,UTSA,UTSA,730373120,UTSA,BBC,L,R,54,239,895,42.5%,31.2%,23.4%,45.5%,42.4%,57.6%,26.6%,23.6%,49.8%,39.8%,60.2%
212,1279355904,K. Proctor,Kyler Proctor,Proctor,Kyler,2B,Austin Peay State University,PEAY,730219520,Austin Peay,BBC,R,R,59,290,1039,42.5%,32.0%,26.2%,41.8%,44.8%,55.2%,29.5%,23.3%,47.1%,41.9%,58.1%
213,1252632576,M. Handron,Max Handron,Handron,Max,3B,University of California,CAL,730152448,California,BBC,L,R,47,175,686,42.5%,31.6%,27.2%,41.2%,43.4%,56.6%,24.6%,22.8%,52.6%,34.1%,65.9%
213,1248381322,M. McGann,Matt McGann,McGann,Matt,C,Oakland University,OAK,5386,Oakland,BBC,R,R,48,215,801,42.5%,31.0%,28.5%,40.5%,43.6%,56.4%,25.3%,20.8%,53.9%,35.2%,64.8%
215,1982391711,J. Montgomery,JoJo Montgomery,Montgomery,JoJo,LF,Villanova University,VILL,730278400,Villanova,BBC,R,R,40,151,529,42.6%,35.9%,31.3%,32.8%,55.7%,44.3%,19.8%,21.8%,58.4%,30.9%,69.1%
216,1097665280,V. Izquierdo,Victor Izquierdo,Izquierdo,Victor,1B,U.S. Naval Academy,NAVY,508,Navy,BBC,R,R,51,201,702,42.6%,27.1%,30.4%,42.6%,41.2%,58.8%,30.0%,21.3%,48.7%,40.4%,59.6%
217,1141496832,A. Stucky,Andrew Stucky,Stucky,Andrew,C,UTSA,UTSA,730373120,UTSA,BBC,R,R,52,225,916,42.6%,29.7%,26.5%,43.8%,41.8%,58.2%,23.6%,22.5%,54.0%,34.3%,65.7%
218,1110710016,J. Tyer,Jackson Tyer,Tyer,Jackson,CF,University of Delaware,DEL,730203136,Delaware,BBC,R,R,49,200,773,42.6%,33.7%,28.4%,37.9%,47.3%,52.7%,25.0%,22.7%,52.3%,36.3%,63.7%
219,1628027889,S. McMillan,Shaun McMillan,McMillan,Shaun,P,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,216,825,42.6%,31.1%,27.5%,41.4%,45.6%,54.4%,21.0%,20.1%,58.9%,29.2%,70.8%
220,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,291,1116,42.6%,31.9%,26.5%,41.6%,44.6%,55.4%,22.4%,21.8%,55.8%,32.0%,68.0%
