Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,4Seam%,Sink2Seam%,Cutter%,Slider%,Curve%,Change%,Split%,Sweeper%,Unknown%,FastSink%,Soft%,Break%
1670,1103158528,D. Tauken,Dan Tauken,Tauken,Dan,LF,Murray State University,MURR,730188032,Murray State,BBC,L,L,61,273,1034,42.3%,7.3%,7.3%,21.8%,9.2%,11.1%,0.9%,0.0%,27.6%,49.7%,43.0%,31.0%
1671,1194399985,T. Bell,Tyler Bell,Bell,Tyler,SS,University of Kentucky,UK,5362,Kentucky,BBC,S,R,56,265,1078,42.3%,9.6%,6.4%,14.0%,8.3%,18.5%,0.9%,0.0%,1.9%,51.8%,41.7%,22.3%
1672,1262667264,M. Levu,Mulivai Levu,Levu,Mulivai,1B,UCLA,UCLA,5048,UCLA,BBC,L,R,66,314,1200,42.3%,8.4%,4.3%,22.3%,10.4%,11.6%,0.5%,0.2%,0.0%,50.7%,45.0%,32.9%
1673,1162062592,K. Kent,Kaeden Kent,Kent,Kaeden,SS,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,R,56,251,1064,42.2%,6.2%,5.3%,21.5%,7.9%,15.4%,1.5%,0.0%,0.7%,48.4%,46.3%,29.4%
1674,1152865536,X. Esquer,Xavier Esquer,Esquer,Xavier,3B,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,R,R,54,263,937,42.2%,9.1%,5.3%,20.2%,6.9%,10.5%,0.9%,5.0%,5.2%,51.4%,43.4%,32.0%
1675,1245930752,A. Alicea,Alex Alicea,Alicea,Alex,SS,University of Louisville,LOU,5467,Louisville,BBC,S,R,61,261,920,42.2%,18.1%,5.4%,15.7%,5.4%,13.1%,0.1%,0.0%,0.1%,60.3%,34.3%,21.1%
1676,1872942440,L. Gregorio,Logan Gregorio,Gregorio,Logan,LF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,54,260,932,42.2%,4.2%,2.8%,18.4%,9.1%,22.1%,1.3%,0.0%,15.9%,46.4%,50.8%,27.4%
1677,1332977408,D. Mihos,Dean Mihos,Mihos,Dean,CF,Coastal Carolina University,CCAR,4104,Coastal Carolina,BBC,R,R,52,225,789,42.2%,12.2%,4.4%,27.5%,5.2%,7.4%,0.1%,1.0%,0.0%,54.4%,41.2%,33.7%
1678,1310332928,R. Helfrick,Ryder Helfrick,Helfrick,Ryder,C,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,236,936,42.2%,2.7%,7.6%,29.0%,8.0%,9.8%,0.7%,0.0%,0.0%,44.9%,47.5%,37.0%
1679,1302032129,T. Rogers,TJ Rogers,Rogers,TJ,SS,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,52,225,899,42.2%,11.2%,5.0%,24.9%,7.5%,8.4%,0.8%,0.0%,3.7%,53.4%,41.6%,32.4%
1680,1077958912,G. Caulfield,Garen Caulfield,Caulfield,Garen,2B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,63,284,1118,42.2%,12.8%,5.1%,23.7%,5.9%,9.7%,0.2%,0.4%,0.5%,54.9%,39.9%,30.0%
1681,1303098368,C. Rodriguez-Velez,Carlos Rodriguez-Velez,Rodriguez-Velez,Carlos,LF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,L,L,53,226,644,42.2%,12.6%,3.0%,21.3%,7.4%,13.0%,0.0%,0.4%,64.3%,54.8%,42.2%,29.1%
1682,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,Jeter,1B,University of Michigan,MICH,2290,Michigan,BBC,L,R,56,234,795,42.1%,3.9%,3.5%,26.0%,6.6%,17.2%,0.1%,0.6%,0.3%,46.0%,50.4%,33.2%
1683,1139912704,E. Smith,Elijah Smith,Smith,Elijah,RF,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,55,223,798,42.1%,5.7%,3.0%,31.0%,5.8%,11.1%,0.4%,0.9%,3.3%,47.8%,49.2%,37.7%
1684,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,48,188,665,42.1%,9.2%,6.2%,17.5%,9.8%,14.4%,0.8%,0.0%,3.2%,51.2%,42.5%,27.3%
1685,1204990720,B. Martin-Grudzielanek,Bryce Martin-Grudzielanek,Martin-Grudzielanek,Bryce,SS,University of Southern California,USC,5047,USC,BBC,R,R,60,273,1044,42.1%,7.2%,4.1%,23.9%,7.6%,13.6%,0.2%,1.2%,0.3%,49.3%,46.6%,32.8%
1686,1100794880,P. DAmico,Pat DAmico,DAmico,Pat,1B,Bryant University,BRY,730266880,Bryant,BBC,R,R,48,218,817,42.1%,4.3%,5.2%,30.0%,7.3%,10.0%,1.0%,0.1%,14.4%,46.4%,48.5%,37.5%
1687,1342169592,J. Skowronski,Josh Skowronski,Skowronski,Josh,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,56,218,880,42.0%,7.8%,2.5%,20.2%,10.2%,16.5%,0.5%,0.1%,5.7%,49.9%,47.6%,30.6%
1688,1153721600,M. Breidenbach,Mason Breidenbach,Breidenbach,Mason,RF,Bradley University,BRAD,730253312,Bradley,BBC,L,R,49,227,866,42.0%,9.5%,5.3%,21.3%,6.0%,14.1%,0.8%,0.9%,23.1%,51.5%,43.2%,28.4%
1689,1166283008,M. Quatrani,Mark Quatrani,Quatrani,Mark,C,Cornell University,COR,730298624,Cornell,BBC,R,R,34,163,612,42.0%,3.2%,4.1%,30.5%,7.1%,11.7%,0.5%,0.8%,3.6%,45.3%,50.7%,38.5%
1690,1269467136,P. Bonds,Peyton Bonds,Bonds,Peyton,CF,Rutgers University,RUTG,730229248,Rutgers,BBC,R,R,56,258,855,42.0%,8.3%,2.8%,26.4%,8.4%,11.6%,0.4%,0.1%,0.0%,50.3%,46.9%,35.0%
1691,1342166796,C. Saul,Charlie Saul,Saul,Charlie,RF,Bryant University,BRY,730266880,Bryant,BBC,R,R,49,192,689,42.0%,4.8%,6.1%,33.6%,5.1%,7.0%,0.9%,0.5%,14.9%,46.8%,47.1%,39.2%
1692,1255817728,A. Lazits,Anton Lazits,Lazits,Anton,RF,Columbia University,CLMB,730319104,Columbia,BBC,R,R,48,230,958,42.0%,7.8%,5.9%,24.1%,6.1%,12.2%,0.4%,1.5%,0.0%,49.8%,44.3%,31.6%
1693,1129552649,T. Bridges,Trey Bridges,Bridges,Trey,LF,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,52,255,721,42.0%,4.7%,2.4%,24.7%,8.6%,14.1%,3.5%,0.0%,64.6%,46.7%,51.0%,33.3%
1694,1797847891,J. Porter,Jack Porter,Porter,Jack,1B,Penn State University,PSU,5326,Penn State,BBC,R,R,47,218,782,41.9%,6.6%,6.5%,24.2%,8.7%,10.9%,0.1%,0.4%,0.0%,48.6%,44.9%,33.9%
1695,1186324992,J. Bellows,Jess Bellows,Bellows,Jess,CF,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,45,179,621,41.9%,4.2%,1.2%,35.8%,10.0%,6.9%,0.0%,0.0%,34.3%,46.1%,52.7%,45.8%
1696,1109516288,I. Wachsmann,Isaac Wachsmann,Wachsmann,Isaac,RF,Xavier University,XAV,5464,Xavier,BBC,R,R,59,252,968,41.9%,5.5%,7.7%,25.7%,7.8%,10.9%,0.3%,0.3%,0.1%,47.4%,45.0%,33.8%
1697,1083615488,I. Daugherty,Ian Daugherty,Daugherty,Ian,C,Oklahoma State University,OKST,4245,Oklahoma State,BBC,R,R,48,181,625,41.9%,10.1%,5.8%,26.2%,6.9%,7.9%,0.6%,0.5%,0.6%,52.0%,42.2%,33.7%
1698,1309472512,T. Sallie,Ty Sallie,Sallie,Ty,CF,New Jersey Institute of Technology,NJIT,730313216,NJIT,BBC,R,R,52,239,939,41.9%,8.6%,6.2%,27.1%,4.2%,8.8%,2.2%,1.1%,51.7%,50.4%,43.4%,32.4%
1699,1990938318,R. Sasaki,Rintaro Sasaki,Sasaki,Rintaro,1B,Stanford University,STAN,730251264,Stanford,BBC,L,R,52,236,869,41.8%,8.9%,4.1%,20.9%,6.9%,15.6%,0.7%,1.2%,0.1%,50.7%,45.2%,28.9%
1700,1141495808,K. Snell,Kade Snell,Snell,Kade,LF,University of Alabama,ALA,730206976,Alabama,BBC,L,L,58,261,856,41.8%,9.4%,3.6%,23.3%,7.3%,12.9%,1.7%,0.0%,1.9%,51.3%,45.2%,30.6%
1701,1273290496,L. Moran,Landon Moran,Moran,Landon,1B,Stetson University,STET,730261504,Stetson,BBC,L,L,56,257,998,41.8%,12.2%,2.1%,18.7%,5.3%,18.5%,1.2%,0.2%,9.4%,54.0%,43.9%,24.2%
1702,1196806913,L. Russell,Landon Russell,Russell,Landon,CF,Stetson University,STET,730261504,Stetson,BBC,R,R,62,254,1002,41.8%,11.3%,4.8%,29.8%,4.2%,7.9%,0.1%,0.1%,8.1%,53.1%,42.1%,34.1%
1703,1162433792,O. McElfatrick,Owen McElfatrick,McElfatrick,Owen,3B,Northwestern University,NW,730247680,Northwestern,BBC,R,R,51,229,894,41.8%,6.2%,4.6%,26.9%,7.6%,10.3%,0.1%,2.4%,3.1%,48.0%,47.3%,37.0%
1704,1831205385,J. Hudson,Justin Hudson,Hudson,Justin,RF,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,R,R,53,210,836,41.8%,6.3%,3.3%,30.9%,8.4%,8.7%,0.6%,0.0%,13.3%,48.1%,48.6%,39.3%
1705,1174787328,T. Splaine,Tommy Splaine,Splaine,Tommy,1B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,255,999,41.8%,9.0%,4.5%,29.8%,7.6%,6.7%,0.0%,0.4%,0.3%,50.8%,44.7%,38.0%
1706,1092627968,D. Gierer,Daniel Gierer,Gierer,Daniel,CF,Southern Illinois Univ.-Edwardsville,SIUE,730298112,SIU Edwardsville,BBC,R,R,53,205,684,41.8%,5.3%,1.9%,21.4%,12.0%,17.3%,0.3%,0.0%,8.6%,47.0%,51.0%,33.4%
1707,1100739840,B. Reynolds,Brady Reynolds,Reynolds,Brady,RF,Stanford University,STAN,730251264,Stanford,BBC,L,R,45,184,732,41.8%,6.5%,4.3%,17.9%,7.0%,20.2%,1.4%,1.1%,0.0%,48.2%,47.5%,26.0%
1708,1141430784,M. Brooks,Michael Brooks,Brooks,Michael,3B,University of Kansas,KU,730360064,Kansas,BBC,R,R,60,272,1060,41.7%,9.0%,6.5%,24.2%,8.6%,9.6%,0.3%,0.2%,5.3%,50.7%,42.8%,33.0%
1709,1109746176,D. Hellman,Dominic Hellman,Hellman,Dominic,P,University of Oregon,ORE,4807,Oregon,BBC,R,R,48,223,792,41.7%,12.6%,5.2%,21.5%,6.7%,11.6%,0.4%,0.3%,0.8%,54.3%,40.5%,28.5%
1710,1201261824,T. Cerny,Tyler Cerny,Cerny,Tyler,SS,"Indiana University, Bloomington",IND,4866,Indiana,BBC,R,R,55,244,869,41.7%,11.0%,5.8%,23.0%,7.7%,7.8%,0.5%,2.2%,1.5%,52.7%,41.5%,33.2%
1711,1310415616,A. Bouche,Alex Bouche,Bouche,Alex,SS,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,57,203,750,41.7%,5.3%,9.1%,29.7%,7.4%,6.4%,0.3%,0.1%,4.4%,47.0%,43.9%,37.2%
1712,1241783808,M. Sanford,Mitchell Sanford,Sanford,Mitchell,RF,University of Mississippi,MISS,5322,Ole Miss,BBC,L,R,64,298,1133,41.7%,8.5%,3.8%,21.3%,9.1%,13.9%,0.8%,0.9%,0.1%,50.2%,46.0%,31.4%
1713,1094668288,B. Hurdsman,Bryker Hurdsman,Hurdsman,Bryker,RF,Brigham Young University,BYU,730257152,BYU,BBC,R,R,51,226,819,41.7%,4.4%,3.7%,31.7%,7.1%,10.0%,0.7%,0.7%,0.1%,46.1%,50.2%,39.5%
1714,1132728576,M. Graveline,Matthew Graveline,Graveline,Matthew,LF,The Ohio State University,OSU,4144,Ohio State,BBC,R,R,50,229,941,41.7%,8.0%,9.0%,20.0%,6.6%,12.4%,0.7%,1.6%,0.0%,49.6%,41.3%,28.2%
1715,1139998464,P. Call,Phoenix Call,Call,Phoenix,2B,UCLA,UCLA,5048,UCLA,BBC,R,R,60,241,850,41.6%,9.9%,4.7%,23.3%,6.8%,12.0%,0.2%,1.4%,0.0%,51.5%,43.8%,31.5%
1716,1251442944,G. Baldwin,Gavin Baldwin,Baldwin,Gavin,1B,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,R,R,52,241,948,41.6%,4.2%,3.6%,31.6%,8.9%,9.8%,0.2%,0.0%,14.9%,45.8%,50.6%,40.5%
1717,1190568704,T. Minnick,Tyler Minnick,Minnick,Tyler,C,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,R,R,55,243,870,41.6%,9.9%,5.9%,23.7%,8.8%,9.9%,0.1%,0.0%,2.5%,51.5%,42.6%,32.5%
1718,1100792832,J. Lucky,Jaylon Lucky,Lucky,Jaylon,LF,Southern University,SOU,4767,Southern,BBC,R,R,40,164,545,41.6%,1.3%,6.0%,24.2%,7.4%,19.5%,0.0%,0.0%,72.7%,43.0%,51.0%,31.5%
1719,1982748681,H. Travis,Harrison Travis,Travis,Harrison,C,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,44,185,755,41.6%,9.3%,2.7%,30.9%,5.8%,9.5%,0.0%,0.0%,31.5%,50.9%,46.4%,36.9%
1720,1303793152,A. Ulloa,Alex Ulloa,Ulloa,Alex,SS,Florida International University,FIU,4468,Florida International,BBC,R,R,58,262,886,41.6%,7.9%,5.1%,22.4%,8.8%,13.4%,0.7%,0.0%,7.7%,49.5%,45.4%,31.2%
1721,1142738944,J. Walsh,Jacob Walsh,Walsh,Jacob,1B,University of Oregon,ORE,4807,Oregon,BBC,L,L,58,276,1071,41.6%,11.0%,3.8%,20.1%,6.1%,17.2%,0.1%,0.2%,1.5%,52.6%,43.6%,26.4%
1722,1093157376,H. Yost,Hayden Yost,Yost,Hayden,CF,University of Florida,FLA,730168320,Florida,BBC,L,L,59,237,893,41.6%,12.2%,5.3%,18.8%,8.1%,12.6%,1.5%,0.0%,3.2%,53.7%,41.0%,26.9%
1723,1155638528,T. Becerra,Temo Becerra,Becerra,Temo,SS,Stanford University,STAN,730251264,Stanford,BBC,R,R,52,220,817,41.5%,7.0%,6.9%,27.0%,4.7%,12.1%,0.4%,0.5%,0.0%,48.5%,44.6%,32.1%
1724,1500574460,B. Ballinger,Brady Ballinger,Ballinger,Brady,1B,University of Kansas,KU,730360064,Kansas,BBC,L,L,58,289,1200,41.5%,11.4%,4.4%,17.4%,6.6%,17.7%,0.9%,0.1%,6.0%,53.0%,42.6%,24.0%
1725,1190295297,K. Aloy,Kuhio Aloy,Aloy,Kuhio,INF/OF,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,61,280,1119,41.5%,3.8%,6.9%,26.3%,8.1%,12.6%,0.8%,0.0%,2.4%,45.3%,47.8%,34.4%
1726,1239086592,T. Fenderson,Trey Fenderson,Fenderson,Trey,2B,Presbyterian College,PRE,730184192,Presbyterian,BBC,R,R,51,202,741,41.5%,10.6%,3.3%,17.9%,12.6%,13.4%,0.3%,0.4%,0.5%,52.1%,44.6%,30.9%
1727,1216253696,J. Kelly,Jordan Kelly,Kelly,Jordan,RF,Princeton University,PRIN,730198784,Princeton,BBC,L,R,41,143,581,41.5%,13.3%,3.5%,16.6%,8.7%,15.7%,0.7%,0.0%,2.6%,54.8%,41.7%,25.3%
1728,1598424062,C. Dierdorf,Carter Dierdorf,Dierdorf,Carter,1B,University of West Georgia,UOWG,730308864,West Georgia,BBC,L,L,51,227,883,41.5%,9.1%,3.8%,19.5%,6.3%,19.5%,0.3%,0.0%,64.0%,50.6%,45.6%,25.8%
1729,1263381248,C. Caruso,Cole Caruso,Caruso,Cole,3B,University of Michigan,MICH,2290,Michigan,BBC,R,R,56,230,815,41.5%,3.3%,6.7%,30.4%,7.5%,10.1%,0.2%,0.2%,0.6%,44.8%,48.5%,38.1%
1730,1342168872,A. Puder,Adam Puder,Puder,Adam,SS,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,47,161,545,41.5%,11.1%,4.2%,30.7%,8.0%,3.5%,0.7%,0.3%,47.3%,52.6%,43.2%,39.0%
1731,1205026048,B. Bryan,Brooks Bryan,Bryan,Brooks,C,Troy University,TROY,730378496,Troy,BBC,L,R,60,276,1078,41.5%,7.4%,2.6%,28.0%,5.2%,14.2%,1.1%,0.0%,10.9%,48.9%,48.5%,33.2%
1732,1162524416,A. Schuldt,Andrew Schuldt,Schuldt,Andrew,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,56,250,1039,41.5%,6.0%,6.2%,22.7%,6.9%,14.4%,0.5%,1.7%,5.9%,47.5%,46.3%,31.3%
1733,1304358144,K. Wolff,Kyle Wolff,Wolff,Kyle,1B,Boston College,BC,227,Boston College,BBC,R,L,56,248,892,41.5%,7.6%,2.5%,27.9%,5.7%,13.7%,0.4%,0.4%,4.3%,49.1%,48.5%,34.4%
1734,1771372567,R. Rigdon,Rustan Rigdon,Rigdon,Rustan,LF,Vanderbilt University,VAN,5046,Vanderbilt,BBC,S,R,53,217,946,41.4%,13.1%,5.0%,15.4%,7.2%,17.4%,0.4%,0.0%,0.0%,54.5%,40.5%,22.6%
1735,1310534656,J. Koonin,Jake Koonin,Koonin,Jake,2B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,43,200,745,41.4%,9.0%,6.2%,23.2%,8.6%,9.1%,1.4%,1.1%,4.4%,50.4%,43.4%,32.9%
1736,1325899776,T. Emerich,Thomas Emerich,Emerich,Thomas,1B,Indiana State University,INST,730350080,Indiana State,BBC,R,R,46,189,641,41.4%,11.6%,5.2%,21.5%,9.8%,9.8%,0.7%,0.0%,6.2%,53.1%,41.8%,31.3%
1737,1287364352,W. Neels,Weber Neels,Neels,Weber,C,University of Minnesota,MINN,4864,Minnesota,BBC,R,R,50,214,767,41.4%,11.6%,3.6%,25.3%,8.4%,8.7%,0.7%,0.3%,8.7%,53.0%,43.4%,34.0%
1738,1296155904,L. Moore,Lucas Moore,Moore,Lucas,CF,University of Louisville,LOU,5467,Louisville,BBC,L,R,66,318,1145,41.4%,13.4%,6.0%,19.3%,7.5%,12.4%,0.0%,0.0%,0.0%,54.8%,39.2%,26.8%
1739,1310643968,J. Brown,Jake Brown,Brown,Jake,RF,Louisiana State University,LSU,5323,Louisiana State,BBC,L,L,64,212,819,41.4%,9.0%,6.8%,22.1%,5.7%,12.1%,2.8%,0.0%,0.0%,50.4%,42.7%,27.8%
1740,1142418688,A. Dearing,Austin Dearing,Dearing,Austin,LF,Florida International University,FIU,4468,Florida International,BBC,L,R,52,217,823,41.3%,9.7%,5.8%,10.6%,8.0%,24.0%,0.5%,0.0%,6.0%,51.0%,43.2%,18.6%
1741,1336539648,B. Durand,Brandyn Durand,Durand,Brandyn,C,Bryant University,BRY,730266880,Bryant,BBC,R,R,51,219,792,41.3%,5.3%,5.6%,29.9%,7.4%,9.4%,0.5%,0.5%,16.9%,46.7%,47.7%,37.8%
1742,1080840832,A. Paradine,Aidan Paradine,Paradine,Aidan,C,Siena College,SIE,730382592,Siena,BBC,R,R,53,232,683,41.3%,8.7%,8.7%,24.5%,5.4%,11.4%,0.0%,0.0%,73.1%,50.0%,41.3%,29.9%
1743,1825132008,B. Brown,Blaine Brown,Brown,Blaine,TWP,Rice University,RICE,2352,Rice,BBC,L,L,54,235,838,41.3%,10.0%,3.1%,23.2%,5.4%,15.6%,1.4%,0.0%,0.0%,51.3%,45.6%,28.5%
1744,1718460975,K. Ray,Keaton Ray,Ray,Keaton,LF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,L,48,191,717,41.3%,11.4%,5.4%,15.6%,10.7%,14.4%,1.1%,0.0%,2.4%,52.7%,41.9%,26.3%
1745,1152864000,L. Filippi,Luke Filippi,Filippi,Luke,CF,University at Albany,ALBY,730280448,Albany,BBC,R,R,54,229,879,41.3%,4.9%,5.1%,32.5%,4.4%,11.5%,0.0%,0.4%,48.5%,46.1%,48.8%,37.3%
1746,1123647744,A. Ciufo,Andrew Ciufo,Ciufo,Andrew,SS,Clemson University,CLEM,730358784,Clemson,BBC,R,R,60,244,897,41.3%,9.2%,4.9%,29.7%,5.0%,9.5%,0.5%,0.0%,1.7%,50.5%,44.7%,34.7%
1747,1563240163,G. Kelly,Gavin Kelly,Kelly,Gavin,C,West Virginia University,WVU,5327,West Virginia,BBC,R,R,51,206,811,41.3%,8.8%,7.0%,22.1%,9.7%,9.9%,1.1%,0.3%,6.2%,50.1%,43.0%,32.1%
1748,1342167966,M. Galvin,Max Galvin,Galvin,Max,LF,University of Miami,MIA,236,Miami,BBC,L,L,60,255,914,41.2%,12.0%,7.3%,18.2%,5.8%,14.3%,1.0%,0.1%,0.0%,53.3%,39.4%,24.1%
1749,1152914688,K. Vu,Kien Vu,Vu,Kien,RF,Arizona State University,ASU,5035,Arizona State,BBC,L,L,50,216,858,41.2%,8.5%,5.8%,21.3%,7.7%,14.8%,0.2%,0.2%,5.0%,49.7%,44.5%,29.4%
1750,1096221440,J. McCutcheon,Jake McCutcheon,McCutcheon,Jake,LF,Missouri State University,MOSU,5382,Missouri State,BBC,L,R,55,260,969,41.2%,6.8%,7.6%,17.2%,10.2%,14.8%,2.2%,0.0%,10.6%,48.0%,44.3%,27.4%
1751,1143045888,J. Bold,Jake Bold,Bold,Jake,C,Princeton University,PRIN,730198784,Princeton,BBC,R,R,43,193,856,41.2%,8.5%,6.2%,24.5%,7.9%,9.5%,1.0%,1.1%,4.2%,49.8%,44.0%,33.5%
1752,1336138240,C. Fellows,Cole Fellows,Fellows,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,48,214,767,41.2%,7.9%,4.4%,16.4%,9.9%,18.3%,0.7%,1.2%,1.6%,49.1%,46.5%,27.5%
1753,1048984355,L. Weidner,Landon Weidner,Weidner,Landon,RF,University of West Georgia,UOWG,730308864,West Georgia,BBC,R,R,46,183,626,41.2%,7.8%,5.9%,22.5%,9.8%,12.7%,0.0%,0.0%,67.4%,49.0%,45.1%,32.4%
1754,1190621184,D. Dickinson,Daniel Dickinson,Dickinson,Daniel,2B,Louisiana State University,LSU,5323,Louisiana State,BBC,R,R,68,305,1265,41.2%,8.8%,5.6%,26.1%,5.5%,11.3%,1.6%,0.0%,0.0%,50.0%,44.5%,31.6%
1755,1294963456,L. Heyman,Luke Heyman,Heyman,Luke,C,University of Florida,FLA,730168320,Florida,BBC,R,R,49,204,764,41.2%,12.1%,5.1%,21.0%,10.1%,9.2%,1.3%,0.0%,2.4%,53.2%,41.7%,31.1%
1756,1212113408,A. Wiggins,Andrew Wiggins,Wiggins,Andrew,RF,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,43,183,780,41.1%,11.7%,4.5%,18.8%,9.3%,11.1%,1.7%,1.6%,3.3%,52.8%,42.7%,29.8%
1757,1142558720,I. Jackson,Isaiah Jackson,Jackson,Isaiah,CF,Arizona State University,ASU,5035,Arizona State,BBC,L,R,60,251,966,41.1%,7.5%,5.5%,22.3%,7.9%,15.1%,0.3%,0.2%,4.8%,48.6%,45.9%,30.4%
1758,1292067584,B. Donay,Brody Donay,Donay,Brody,C,University of Florida,FLA,730168320,Florida,BBC,R,R,57,238,913,41.1%,10.8%,4.7%,25.2%,6.2%,9.9%,2.0%,0.0%,3.0%,51.9%,43.3%,31.4%
1759,1841624466,N. Rippen,Nash Rippen,Rippen,Nash,LF,University of North Alabama,UNA,730266624,North Alabama,BBC,L,R,49,203,825,41.1%,8.9%,3.0%,17.4%,6.0%,22.5%,1.1%,0.0%,47.2%,50.0%,47.0%,23.4%
1760,1166030864,D. Ford,Donovan Ford,Ford,Donovan,CF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,43,185,735,41.0%,9.7%,7.8%,28.4%,5.2%,5.5%,1.4%,1.1%,0.4%,50.7%,41.5%,34.7%
1761,1251443200,A. Calarco,Alex Calarco,Calarco,Alex,C,University of Maryland-College Park,MD,730172928,Maryland,BBC,S,R,56,264,1060,41.0%,6.2%,4.6%,17.5%,8.5%,21.1%,0.7%,0.4%,5.8%,47.2%,48.2%,26.4%
1762,1123942656,E. Moreno,Estevan Moreno,Moreno,Estevan,SS,University of Notre Dame,ND,225,Notre Dame,BBC,R,R,53,236,941,40.9%,7.9%,4.9%,27.3%,6.0%,11.0%,1.8%,0.2%,0.3%,48.8%,46.3%,33.5%
1763,1307928832,D. McCann,David McCann,McCann,David,C,Virginia Tech,VT,2293,Virginia Tech,BBC,L,R,52,194,762,40.9%,6.8%,4.8%,24.1%,8.1%,13.6%,1.7%,0.0%,0.4%,47.7%,47.5%,32.2%
1764,1212105473,C. Sefcik,Cal Sefcik,Sefcik,Cal,LF,University of Cincinnati,CIN,5465,Cincinnati,BBC,R,R,56,247,896,40.9%,8.0%,6.5%,27.4%,6.9%,9.2%,1.2%,0.0%,3.3%,48.8%,44.7%,34.3%
1765,1237355776,J. Hogue,Josh Hogue,Hogue,Josh,LF,North Carolina State University,NCST,730216448,North Carolina State,BBC,L,R,55,248,845,40.9%,10.5%,4.5%,22.6%,4.2%,15.5%,1.6%,0.2%,0.9%,51.4%,44.1%,27.0%
1766,1262664192,K. Milewski,Kevin Milewsky,Milewski,Kevin,C,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,52,233,923,40.8%,6.2%,5.1%,25.9%,11.1%,10.8%,0.0%,0.0%,2.4%,47.1%,47.8%,37.1%
1767,1594044353,N. Lovarco,Nick Lovarco,Lovarco,Nick,RF,Monmouth University,MONM,4164,Monmouth,BBC,R,R,50,196,695,40.8%,4.4%,9.1%,28.4%,7.3%,8.7%,0.0%,1.2%,17.6%,45.2%,45.7%,37.0%
1768,1717584400,J. Crews,Justen Crews,Crews,Justen,CF,Florida A&M University,FAMU,5416,Florida A&M,BBC,R,R,52,195,473,40.8%,9.2%,10.0%,21.7%,11.7%,6.7%,0.0%,0.0%,74.6%,50.0%,40.0%,33.3%
1769,1370565674,C. Beck,Carter Beck,Beck,Carter,CF,Indiana State University,INST,730350080,Indiana State,BBC,L,R,55,264,923,40.8%,7.9%,4.0%,18.8%,8.5%,18.6%,1.4%,0.0%,6.8%,48.7%,47.3%,27.3%
1770,1097334050,C. Fralick,Chase Fralick,Fralick,Chase,C,Auburn University,AUB,5466,Auburn,BBC,L,R,58,250,971,40.8%,13.3%,6.2%,20.0%,7.2%,11.6%,0.5%,0.0%,2.6%,54.1%,39.6%,27.5%
1771,1529665535,C. Kosciusko,Cole Kosciusko,Kosciusko,Cole,LF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,50,218,827,40.8%,11.0%,4.2%,16.0%,8.3%,15.1%,1.4%,2.9%,5.4%,51.8%,44.0%,27.5%
1772,1232140544,L. Hugo,Logan Hugo,Hugo,Logan,RF,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,51,255,990,40.8%,9.3%,4.4%,30.4%,7.6%,7.6%,0.0%,0.0%,35.8%,50.1%,45.5%,38.0%
1773,1251438592,R. Moerman,Ryan Moerman,Moerman,Ryan,LF,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,59,260,940,40.8%,9.3%,5.2%,24.5%,8.1%,10.4%,0.4%,1.3%,0.3%,50.1%,44.7%,33.9%
