Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,1B%,x1B%,x1B%Df,2B%,x2B%,x2B%Df,3B%,x3B%,x3B%Df,HR%,xHR%,xHR%Df,XBH%,xXBH%,xXBH%Df
1755,1192951040,R. Acosta,Riley Acosta,Acosta,Riley,C,UC Davis,UCD,730153984,UC Davis,BBC,R,R,48,194,18.6%,17.9%,0.6%,3.6%,4.4%,-0.7%,0.0%,0.3%,-0.3%,0.5%,0.7%,-0.2%,4.1%,4.6%,-0.5%
1756,1342168872,A. Puder,Adam Puder,Puder,Adam,SS,University of St. Thomas (Minn.),UOST,730200320,University of St. Thomas (Minn.),BBC,R,R,47,161,16.1%,20.9%,-4.8%,2.5%,5.0%,-2.5%,1.2%,0.3%,1.0%,0.0%,0.7%,-0.7%,3.7%,5.1%,-1.3%
1757,1162512128,T. Lyssy,Thomas Lyssy,Lyssy,Thomas,3B,University of the Incarnate Word,IW,730225152,Incarnate Word,BBC,L,R,48,215,18.6%,10.3%,8.3%,2.8%,2.2%,0.6%,0.5%,0.4%,0.1%,1.4%,0.7%,0.7%,4.7%,2.6%,2.0%
1758,1324444929,K. Halligan,Katcher Halligan,Halligan,Katcher,1B,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,246,13.4%,13.1%,0.4%,7.3%,3.7%,3.6%,0.8%,0.3%,0.5%,0.8%,0.7%,0.1%,8.9%,4.0%,4.9%
1759,1303156481,B. Burress,Braden Burress,Burress,Braden,LF,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,61,257,26.1%,23.6%,2.5%,4.3%,4.2%,0.1%,0.0%,0.4%,-0.4%,1.6%,0.7%,0.8%,5.8%,4.3%,1.5%
1760,1995792238,C. Moran,CJ Moran,Moran,CJ,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,L,R,44,192,22.9%,17.7%,5.2%,7.8%,4.2%,3.6%,0.5%,0.7%,-0.2%,0.0%,0.7%,-0.7%,8.3%,4.7%,3.6%
1761,1327585024,C. Walsh,Chris Walsh,Walsh,Chris,1B,Monmouth University,MONM,4164,Monmouth,BBC,R,R,46,203,16.3%,13.6%,2.6%,6.4%,5.2%,1.2%,1.5%,0.4%,1.1%,1.5%,0.7%,0.7%,9.4%,5.3%,4.1%
1762,1306696448,J. Schaffner,Jake Schaffner,Schaffner,Jake,SS,North Dakota State University,NDSU,730343168,North Dakota State,BBC,L,R,55,262,26.3%,21.9%,4.4%,3.4%,4.2%,-0.8%,1.5%,0.3%,1.2%,0.8%,0.7%,<0.1%,5.7%,4.6%,1.1%
1763,1616456315,O. Wilson,Owen Wilson,Wilson,Owen,SS,College of William & Mary,WM,730232064,William & Mary,BBC,R,R,45,186,18.3%,17.2%,1.0%,2.2%,3.2%,-1.0%,0.0%,0.3%,-0.3%,0.5%,0.7%,-0.2%,2.7%,3.7%,-1.0%
1764,1496800975,B. Jellison,Bruce Jellison,Jellison,Bruce,3B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,R,R,49,216,19.4%,16.4%,3.0%,2.8%,5.0%,-2.2%,0.0%,0.4%,-0.4%,0.5%,0.7%,-0.3%,3.2%,4.9%,-1.6%
1765,1081123840,Z. Kovalchik,Zack Kovalchik,Kovalchik,Zack,CF,Sacred Heart University,SHU,730194944,Sacred Heart,BBC,R,R,51,220,9.5%,9.4%,0.1%,4.5%,2.3%,2.2%,0.9%,0.2%,0.7%,1.8%,0.7%,1.1%,7.3%,2.5%,4.7%
1766,1806377050,K. Branch,Kyle Branch,Branch,Kyle,2B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,253,20.6%,20.1%,0.4%,3.6%,3.9%,-0.3%,0.4%,0.4%,<0.1%,0.8%,0.7%,0.1%,4.7%,4.3%,0.4%
1767,1178185729,I. Shirey,Ike Shirey,Shirey,Ike,SS,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,R,54,224,21.9%,18.7%,3.2%,1.8%,3.4%,-1.6%,1.3%,0.4%,0.9%,1.8%,0.7%,1.1%,4.9%,3.8%,1.1%
1768,1360077437,N. Arias,Nick Arias,Arias,Nick,SS,Abilene Christian University,AC,730375936,Abilene Christian,BBC,R,R,50,226,17.3%,18.0%,-0.8%,4.4%,5.0%,-0.6%,0.9%,0.4%,0.5%,1.8%,0.7%,1.1%,7.1%,5.1%,1.9%
1769,1233722368,D. Contreras,Daniel Contreras,Contreras,Daniel,C,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,53,228,21.9%,19.4%,2.6%,3.1%,5.0%,-1.9%,0.0%,0.4%,-0.4%,0.4%,0.7%,-0.3%,3.5%,5.2%,-1.7%
1770,1077015040,J. King,Jake King,King,Jake,LF,University of Northern Colorado,UNCO,730286592,Northern Colorado,BBC,L,L,51,244,21.3%,20.1%,1.2%,5.7%,5.9%,-0.2%,0.8%,0.6%,0.2%,0.8%,0.7%,0.1%,7.4%,6.1%,1.2%
1771,1153058048,J. Pierantoni,Jeff Pierantoni,Pierantoni,Jeff,SS,Yale University,YALE,730334464,Yale,BBC,L,R,45,188,15.4%,17.0%,-1.6%,0.0%,2.2%,-2.2%,0.0%,0.3%,-0.3%,0.5%,0.7%,-0.2%,0.5%,2.4%,-1.9%
1772,1111880448,W. Bermudez,Will Bermudez,Bermudez,Will,2B,UC Irvine,UCI,3031,UC Irvine,BBC,S,R,57,271,16.2%,14.9%,1.4%,3.3%,4.3%,-1.0%,0.0%,0.4%,-0.4%,1.1%,0.7%,0.4%,4.4%,4.1%,0.3%
1773,1111769088,S. Griffith,Sam Griffith,Griffith,Sam,2B,Oakland University,OAK,5386,Oakland,BBC,R,R,59,242,16.9%,17.1%,-0.1%,3.3%,3.4%,-0.1%,0.4%,0.3%,0.2%,0.8%,0.7%,0.1%,4.5%,3.8%,0.7%
1774,1153715968,J. Overton,Jordan Overton,Overton,Jordan,P,Iona College,IONA,730242048,Iona,BBC,R,R,44,208,14.9%,19.2%,-4.3%,8.2%,7.0%,1.2%,0.0%,0.3%,-0.3%,2.4%,0.7%,1.7%,10.6%,7.2%,3.4%
1775,1192564992,B. VanMaanen,Ben VanMaanen,VanMaanen,Ben,1B,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,50,187,18.7%,19.5%,-0.8%,4.3%,3.1%,1.2%,0.5%,0.3%,0.2%,1.6%,0.7%,0.9%,6.4%,3.6%,2.8%
1776,1949676819,G. Salva,Guriyandel Salva,Salva,Guriyandel,SS,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,43,184,18.5%,21.4%,-2.9%,2.2%,2.8%,-0.6%,0.0%,0.3%,-0.3%,0.5%,0.7%,-0.2%,2.7%,2.9%,-0.2%
1777,1299826688,T. Rhodes,Terrence Rhodes,Rhodes,Terrence,2B,Norfolk State University,NORF,3904,Norfolk State,BBC,L,R,36,138,13.8%,8.2%,5.6%,6.5%,2.3%,4.2%,0.7%,0.3%,0.4%,0.7%,0.7%,<0.1%,8.0%,3.0%,5.0%
1778,1324212709,D. Decker,Dominic Decker,Decker,Dominic,2B,Murray State University,MURR,730188032,Murray State,BBC,L,R,60,276,19.2%,21.1%,-1.9%,6.5%,5.6%,0.9%,1.1%,0.5%,0.6%,0.0%,0.7%,-0.7%,7.6%,5.2%,2.4%
1779,1207751680,A. Champagne,Alex Champagne,Champagne,Alex,CF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,53,247,15.0%,16.2%,-1.2%,4.0%,4.6%,-0.5%,0.8%,0.4%,0.4%,0.0%,0.7%,-0.7%,4.9%,4.3%,0.5%
1780,1093156096,M. Rose,Matt Rose,Rose,Matt,3B,University of South Florida,USF,2292,South Florida,BBC,R,R,44,174,22.4%,18.6%,3.9%,4.0%,4.9%,-0.9%,0.0%,0.5%,-0.5%,1.1%,0.7%,0.5%,5.2%,5.2%,-0.0%
1781,1180845312,K. Ashworth,Kyle Ashworth,Ashworth,Kyle,RF,Long Beach State University,LBSU,730224128,Long Beach State,BBC,L,R,52,242,19.8%,15.9%,3.9%,5.0%,5.6%,-0.6%,0.8%,0.5%,0.4%,0.8%,0.7%,0.1%,6.6%,5.4%,1.2%
1782,1896005955,T. Simay,Tim Simay,Simay,Tim,SS,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,R,R,51,230,19.1%,28.4%,-9.3%,7.0%,5.6%,1.4%,0.4%,0.5%,-0.1%,2.6%,0.7%,1.9%,10.0%,5.6%,4.4%
1783,1310848768,E. Krewson,Elliot Krewson,Krewson,Elliot,SS,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,34,152,15.1%,18.3%,-3.2%,5.9%,4.9%,1.0%,0.0%,0.4%,-0.4%,1.3%,0.7%,0.6%,7.2%,5.2%,2.0%
1784,1195553024,A. Benhardt,Alan Benhardt,Benhardt,Alan,1B,Winthrop University,WIN,730294784,Winthrop,BBC,L,L,57,259,18.5%,18.9%,-0.3%,5.4%,3.9%,1.5%,1.5%,0.6%,1.0%,0.4%,0.7%,-0.3%,7.3%,4.4%,3.0%
1785,1297511424,N. Brasher,Nathan Brasher,Brasher,Nathan,RF,Brown University,BRWN,730236160,Brown,BBC,R,R,39,179,14.5%,17.4%,-2.8%,2.2%,3.2%,-0.9%,1.1%,0.4%,0.7%,0.0%,0.7%,-0.7%,3.4%,3.7%,-0.3%
1786,1698892798,E. Gries-Smith,Eli Gries-Smith,Gries-Smith,Eli,CF,University of Arkansas-Pine Bluff,ARPB,5377,Arkansas-Pine Bluff,BBC,R,R,53,244,21.3%,20.0%,1.3%,6.6%,6.0%,0.6%,1.2%,0.6%,0.6%,0.8%,0.7%,0.1%,8.6%,6.2%,2.4%
1787,1100324865,A. Horvath,Andrew Horvath,Horvath,Andrew,C,University of Akron,AKR,540536064,Akron,BBC,R,R,53,236,22.0%,19.4%,2.6%,5.9%,5.3%,0.6%,0.4%,0.4%,-0.0%,1.3%,0.7%,0.6%,7.6%,5.5%,2.1%
1788,1232301313,J. Torres,Jose Torres,Torres,Jose,C,University of Louisiana at Lafayette,ULL,5075,Louisiana,BBC,R,R,57,204,17.2%,18.3%,-1.2%,4.9%,4.4%,0.5%,0.0%,0.4%,-0.4%,1.0%,0.7%,0.3%,5.9%,4.7%,1.2%
1789,1162597120,S. Panaro,Santino Panaro,Panaro,Santino,CF,University of Utah,UTAH,730328320,Utah,BBC,L,L,44,183,19.7%,21.0%,-1.3%,4.9%,4.1%,0.9%,1.6%,0.3%,1.3%,1.1%,0.7%,0.4%,7.7%,4.2%,3.5%
1790,1239187968,J. Hower,Jackson Hower,Hower,Jackson,RF,Dartmouth College,DART,730216192,Dartmouth,BBC,R,R,32,133,13.5%,20.2%,-6.7%,3.8%,4.3%,-0.5%,0.8%,0.3%,0.4%,1.5%,0.7%,0.8%,6.0%,4.7%,1.3%
1791,1686792825,K. Duran,Kevin Duran,Duran,Kevin,2B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,R,R,38,165,18.8%,17.8%,1.0%,4.2%,2.6%,1.6%,0.0%,0.3%,-0.3%,1.8%,0.7%,1.2%,6.1%,2.9%,3.1%
1792,1231533568,V. Cimini,Vince Cimini,Cimini,Vince,2B,Boston College,BC,227,Boston College,BBC,R,R,56,237,16.9%,15.1%,1.8%,3.4%,5.3%,-1.9%,0.4%,0.5%,-0.1%,1.7%,0.7%,1.0%,5.5%,5.4%,0.1%
1793,1342170985,C. Nitowitz,Cody Nitowitz,Nitowitz,Cody,LF,University of Portland,PORT,730360320,Portland,BBC,S,R,49,194,21.6%,19.0%,2.7%,2.6%,3.7%,-1.2%,0.5%,0.3%,0.2%,0.0%,0.7%,-0.7%,3.1%,3.9%,-0.8%
1794,1201248512,A. Solomon,AJ Solomon,Solomon,AJ,2B,Butler University,BUT,730283520,Butler,BBC,L,R,51,212,18.9%,16.6%,2.3%,4.2%,3.4%,0.9%,0.0%,0.3%,-0.3%,0.5%,0.6%,-0.2%,4.7%,3.3%,1.4%
1795,1391696428,G. Gandy,Gus Gandy,Gandy,Gus,SS,Samford University,SAM,730386432,Samford,BBC,R,R,54,220,15.9%,17.6%,-1.6%,5.0%,5.9%,-0.9%,0.9%,0.4%,0.5%,0.5%,0.6%,-0.2%,6.4%,6.1%,0.3%
1796,1243478272,D. Mercer,Dustin Mercer,Mercer,Dustin,RF,Murray State University,MURR,730188032,Murray State,BBC,L,L,60,303,20.8%,17.1%,3.7%,7.6%,4.2%,3.4%,1.7%,0.4%,1.3%,0.0%,0.6%,-0.6%,9.2%,4.5%,4.8%
1797,1212114688,C. Schebler,Charlie Schebler,Schebler,Charlie,2B,University of Akron,AKR,540536064,Akron,BBC,L,R,42,179,14.5%,19.2%,-4.7%,2.2%,3.1%,-0.8%,0.0%,0.3%,-0.3%,1.1%,0.6%,0.5%,3.4%,3.5%,-0.2%
1798,1342170748,A. Carson,Ansel Carson,Carson,Ansel,SS,University of Maryland Eastern Shore,UMES,730289152,Maryland Eastern Shore,BBC,S,R,47,220,13.6%,15.0%,-1.4%,3.2%,4.0%,-0.8%,0.5%,1.7%,-1.2%,2.7%,0.6%,2.1%,6.4%,5.0%,1.3%
1799,1245154816,D. Pendergrass,Dariyan Pendergrass,Pendergrass,Dariyan,CF,College of Charleston,COFC,730177792,College of Charleston,BBC,L,L,59,272,17.3%,19.9%,-2.6%,4.4%,3.9%,0.5%,1.1%,0.4%,0.7%,1.5%,0.6%,0.8%,7.0%,4.1%,2.9%
1800,1125632993,A. Groeneveld,AJ Groeneveld,Groeneveld,AJ,RF,Eastern Kentucky University,EKY,5417,Eastern Kentucky,BBC,L,R,50,190,18.9%,15.0%,3.9%,4.2%,3.4%,0.8%,1.1%,0.4%,0.7%,1.1%,0.6%,0.4%,6.3%,3.7%,2.6%
1801,1143092736,N. Monile,Nick Monile,Monile,Nick,CF,University of North Florida,UNF,730296832,North Florida,BBC,L,L,56,260,19.2%,20.1%,-0.9%,4.2%,3.2%,1.0%,1.9%,0.2%,1.7%,0.4%,0.6%,-0.2%,6.5%,3.1%,3.4%
1802,1187097344,C. Sintek,Carter Sintek,Sintek,Carter,SS,South Dakota State University,SDST,730323200,South Dakota State,BBC,R,R,51,241,26.1%,14.3%,11.8%,3.7%,4.8%,-1.1%,1.2%,0.4%,0.9%,1.2%,0.6%,0.6%,6.2%,5.3%,1.0%
1803,1924928180,N. Shenefelt,Nick Shenefelt,Shenefelt,Nick,1B,Princeton University,PRIN,730198784,Princeton,BBC,L,R,41,159,14.5%,16.7%,-2.2%,1.9%,3.8%,-1.9%,1.3%,0.3%,0.9%,0.0%,0.6%,-0.6%,3.1%,4.1%,-0.9%
1804,1073850880,J. Perez,Jose Perez,Perez,Jose,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,48,186,12.4%,13.9%,-1.5%,3.8%,3.2%,0.6%,0.5%,0.3%,0.2%,0.5%,0.6%,-0.1%,4.8%,3.4%,1.4%
1805,1324686592,C. Baillargeon,Chris Baillargeon,Baillargeon,Chris,1B,College of the Holy Cross,HC,730310656,Holy Cross,BBC,R,R,58,263,21.3%,18.1%,3.2%,6.8%,3.8%,3.0%,0.0%,0.3%,-0.3%,1.1%,0.6%,0.5%,8.0%,3.7%,4.2%
1806,1268910485,L. Thiele,Luke Thiele,Thiele,Luke,3B,Washington State University,WSU,4505,Washington State,BBC,R,R,48,199,22.6%,16.4%,6.2%,2.5%,2.3%,0.2%,0.5%,0.3%,0.2%,0.5%,0.6%,-0.1%,3.5%,2.7%,0.8%
1807,1517265527,T. Cox,Tyler Cox,Cox,Tyler,SS,University of Houston,HOU,3030,Houston,BBC,R,R,55,189,19.0%,17.9%,1.1%,2.6%,3.5%,-0.9%,0.5%,0.4%,0.1%,0.0%,0.6%,-0.6%,3.2%,3.7%,-0.5%
1808,1763574886,N. Sparks,Nolan Sparks,Sparks,Nolan,LF,Northern Kentucky University,NKU,730230272,Northern Kentucky,BBC,R,R,51,206,17.5%,18.5%,-1.1%,1.9%,3.1%,-1.1%,0.5%,0.3%,0.2%,1.9%,0.6%,1.3%,4.4%,3.4%,1.0%
1809,1214696192,B. Fluharty,Billy Fluharty,Fluharty,Billy,CF,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,195,15.4%,14.3%,1.1%,5.1%,4.6%,0.5%,0.5%,0.4%,0.2%,0.0%,0.6%,-0.6%,5.6%,4.5%,1.1%
1810,1245094656,K. Dutka,Kenny Dutka,Dutka,Kenny,CF,Houston Christian University,HCU,730157824,Houston Christian,BBC,L,L,57,273,20.5%,15.3%,5.2%,4.8%,4.8%,-0.0%,1.1%,0.6%,0.5%,0.4%,0.6%,-0.2%,6.2%,5.3%,0.9%
1811,1876553123,K. Holiday,Khi Holiday,Holiday,Khi,CF,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,272,22.8%,18.6%,4.2%,2.2%,2.7%,-0.5%,0.7%,0.3%,0.5%,0.7%,0.6%,0.1%,3.7%,2.8%,0.8%
1812,1108626176,H. Zipay,Henry Zipay,Zipay,Henry,3B,University of Nebraska-Omaha,NEOM,730235648,Omaha,BBC,L,R,48,225,21.8%,18.9%,2.9%,6.7%,6.3%,0.4%,2.2%,0.6%,1.6%,0.9%,0.6%,0.3%,9.8%,6.2%,3.6%
1813,1275126785,J. Barbour,Jake Barbour,Barbour,Jake,2B,Queens University of Charlotte,QUC,754315264,Queens University of Charlotte,BBC,L,R,52,227,17.6%,15.7%,2.0%,3.5%,4.5%,-1.0%,0.9%,0.5%,0.4%,0.9%,0.6%,0.3%,5.3%,5.1%,0.2%
1814,1299385600,M. Colella,Matt Colella,Colella,Matt,SS,Lafayette College,LAF,730217728,Lafayette,BBC,R,R,49,215,20.0%,18.3%,1.7%,1.4%,3.7%,-2.3%,0.0%,0.3%,-0.3%,0.0%,0.6%,-0.6%,1.4%,3.9%,-2.5%
1815,1032474289,J. Wall,Jonny Wall,Wall,Jonny,1B,George Mason University,GMU,730265088,George Mason,BBC,R,R,57,238,21.0%,18.3%,2.7%,4.6%,6.4%,-1.8%,0.4%,0.4%,<0.1%,0.0%,0.6%,-0.6%,5.0%,6.2%,-1.1%
1816,1342167992,B. Rogers,Brett Rogers,Rogers,Brett,RF,Middle Tennessee State University,MTU,730158336,Middle Tennessee State,BBC,L,R,48,188,22.9%,17.3%,5.6%,5.3%,4.8%,0.5%,0.5%,0.3%,0.2%,1.6%,0.6%,1.0%,7.4%,5.2%,2.2%
1817,1263368704,L. Torres,Lukas Torres,Torres,Lukas,CF,Wagner College,WAG,730192640,Wagner,BBC,L,L,51,249,21.7%,16.8%,4.9%,6.0%,5.1%,1.0%,0.0%,0.4%,-0.4%,0.8%,0.6%,0.2%,6.8%,4.9%,1.9%
1818,1566704340,A. Duda,Aidan Duda,Duda,Aidan,C,Saint Joseph's University,JOES,730332416,Saint Joseph's,BBC,R,R,44,190,12.6%,13.9%,-1.2%,2.6%,2.5%,0.2%,0.0%,0.3%,-0.3%,0.5%,0.6%,-0.1%,3.2%,2.3%,0.8%
1819,1196300536,R. Lordier,Ryan Lordier,Lordier,Ryan,2B,Manhattan College,MAN,730363648,Manhattan,BBC,R,R,47,192,22.4%,17.2%,5.2%,4.2%,5.0%,-0.8%,0.0%,0.4%,-0.4%,0.5%,0.6%,-0.1%,4.7%,5.0%,-0.3%
1820,1227836160,W. Gallagher,Will Gallagher,Gallagher,Will,TWP,Rider University,RID,730174976,Rider,BBC,R,R,52,222,21.2%,16.6%,4.6%,1.8%,2.0%,-0.2%,0.5%,0.2%,0.2%,0.0%,0.6%,-0.6%,2.3%,2.4%,-0.1%
1821,1205542912,K. Reinertson,Kade Reinertson,Reinertson,Kade,C,Valparaiso University,VALP,730369536,Valparaiso,BBC,R,R,43,155,11.0%,14.5%,-3.5%,3.2%,3.6%,-0.4%,0.0%,0.2%,-0.2%,1.3%,0.6%,0.7%,4.5%,3.6%,0.9%
1822,1207487744,E. Sitzman,Ethan Sitzman,Sitzman,Ethan,2B,Saint Louis University,SLU,2291,St. Louis,BBC,R,R,58,263,12.9%,18.6%,-5.7%,6.5%,4.4%,2.1%,0.4%,0.4%,-0.1%,0.8%,0.6%,0.2%,7.6%,4.3%,3.3%
1823,1172422144,J. Thompson,Jackson Thompson,Thompson,Jackson,C,Campbell University,CAMP,730187776,Campbell,BBC,R,R,48,178,15.7%,17.5%,-1.8%,2.8%,4.2%,-1.4%,0.0%,0.4%,-0.4%,1.7%,0.6%,1.1%,4.5%,3.8%,0.7%
1824,1126279936,T. Rumley,Trent Rumley,Rumley,Trent,3B,Canisius College,CAN,730218752,Canisius,BBC,R,R,45,200,17.5%,21.2%,-3.7%,6.5%,4.9%,1.6%,0.5%,0.3%,0.2%,5.0%,0.5%,4.5%,12.0%,4.9%,7.1%
1825,1086301952,B. Arnette,Bryson Arnette,Arnette,Bryson,3B,Lindenwood University,LU,730322176,Lindenwood,BBC,R,R,56,245,14.7%,16.7%,-2.0%,3.3%,4.1%,-0.8%,0.0%,0.4%,-0.4%,2.0%,0.5%,1.5%,5.3%,4.3%,1.0%
1826,1885848610,N. Negre,Nathan Negre,Negre,Nathan,SS,University of Central Arkansas,CARK,730175232,Central Arkansas,BBC,R,R,52,243,20.2%,18.5%,1.7%,4.1%,4.7%,-0.6%,1.6%,0.3%,1.4%,0.4%,0.5%,-0.1%,6.2%,4.8%,1.4%
1827,1286192614,A. Donatto,Ahmar Donatto,Donatto,Ahmar,TWP,Prairie View A&M University,PV,4766,Prairie View A&M,BBC,R,R,51,203,19.7%,22.9%,-3.2%,6.9%,4.3%,2.6%,2.5%,0.3%,2.2%,3.9%,0.5%,3.4%,13.3%,4.5%,8.8%
1828,1129552649,T. Bridges,Trey Bridges,Bridges,Trey,LF,Grambling State University,GRAM,5378,Grambling State,BBC,L,L,52,255,18.0%,15.5%,2.5%,5.5%,3.5%,2.0%,0.4%,0.3%,0.1%,3.5%,0.5%,3.0%,9.4%,3.4%,6.0%
1829,1238255872,L. Mistone,Luke Mistone,Mistone,Luke,1B,Murray State University,MURR,730188032,Murray State,BBC,R,R,61,283,20.8%,22.1%,-1.3%,6.0%,5.6%,0.5%,1.1%,0.4%,0.6%,1.4%,0.5%,0.9%,8.5%,5.7%,2.8%
1830,1280063232,R. Willbanks,Reed Willbanks,Willbanks,Reed,CF,Little Rock,UALR,730217472,Little Rock,BBC,R,R,59,212,16.5%,15.7%,0.8%,2.4%,1.7%,0.6%,0.0%,0.2%,-0.2%,0.9%,0.5%,0.4%,3.3%,2.0%,1.3%
1831,1184712448,W. Lybrook,William Lybrook,Lybrook,William,1B,Harvard University,HARV,5450,Harvard,BBC,R,R,36,131,19.1%,17.3%,1.8%,0.0%,2.3%,-2.3%,0.8%,0.2%,0.5%,0.8%,0.5%,0.2%,1.5%,2.6%,-1.1%
1832,1174874368,G. Larsen,Garrett Larsen,Larsen,Garrett,LF,Yale University,YALE,730334464,Yale,BBC,R,R,44,213,17.8%,15.8%,2.1%,5.2%,3.5%,1.7%,1.4%,0.3%,1.1%,0.0%,0.5%,-0.5%,6.6%,3.5%,3.1%
1833,1892466609,C. Crowley,Colin Crowley,Crowley,Colin,3B,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,55,215,14.4%,15.5%,-1.1%,3.7%,3.9%,-0.1%,0.0%,0.4%,-0.4%,0.5%,0.5%,-0.1%,4.2%,3.7%,0.5%
1834,1908193693,C. Lofton,Cecil Lofton,Lofton,Cecil,1B,Southern Illinois University,SIU,730349824,Southern Illinois,BBC,L,R,54,246,15.0%,14.8%,0.2%,4.5%,5.4%,-0.9%,0.4%,0.5%,-0.1%,3.7%,0.5%,3.1%,8.5%,5.4%,3.1%
1835,1205967539,M. Tufts,Mac Tufts,Tufts,Mac,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,48,196,13.8%,15.4%,-1.6%,4.1%,3.6%,0.4%,0.0%,0.3%,-0.3%,1.0%,0.5%,0.5%,5.1%,3.3%,1.8%
1836,1131318528,H. Moreno,Heladio Moreno,Moreno,Heladio,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,55,235,22.6%,18.2%,4.3%,4.7%,3.6%,1.1%,0.9%,0.4%,0.5%,0.4%,0.5%,-0.1%,6.0%,3.8%,2.2%
1837,1018032643,A. Wright,Aydin Wright,Wright,Aydin,C,Central Michigan University,CMU,5342,Central Michigan,BBC,R,R,39,172,21.5%,23.2%,-1.7%,7.0%,5.7%,1.3%,0.6%,0.4%,0.2%,0.6%,0.5%,0.1%,8.1%,5.7%,2.5%
1838,1141524224,M. Henning,Mark Henning,Henning,Mark,1B,Stephen F. Austin State University,SFA,730227200,Stephen F. Austin State,BBC,L,R,45,203,16.3%,18.7%,-2.5%,3.9%,4.0%,-0.0%,1.0%,0.4%,0.6%,1.5%,0.5%,1.0%,6.4%,4.0%,2.4%
1839,1310590976,W. Barron,Walker Barron,Barron,Walker,C,East Carolina University,ECU,730270720,East Carolina,BBC,R,R,62,242,18.6%,18.1%,0.5%,1.7%,3.8%,-2.2%,0.0%,0.3%,-0.3%,1.2%,0.5%,0.7%,2.9%,4.0%,-1.1%
1840,1859510038,A. Cisneros,Andrew Cisneros,Cisneros,Andrew,SS,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,244,18.9%,23.3%,-4.4%,4.1%,4.6%,-0.5%,0.4%,0.3%,0.1%,0.8%,0.5%,0.3%,5.3%,4.8%,0.6%
1841,1152902912,O. Prince,Owen Prince,Prince,Owen,CF,Virginia Military Institute,VMI,730173440,VMI,BBC,L,R,53,272,25.0%,21.9%,3.1%,4.8%,4.6%,0.1%,0.0%,0.3%,-0.3%,0.7%,0.5%,0.2%,5.5%,4.3%,1.2%
1842,1436931203,K. Coakley,Kannon Coakley,Coakley,Kannon,1B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,46,189,21.2%,18.0%,3.2%,6.9%,5.1%,1.8%,0.0%,0.4%,-0.4%,0.0%,0.5%,-0.5%,6.9%,4.9%,2.0%
1843,1193086391,W. Moore,Will Moore,Moore,Will,3B,"Indiana University, Bloomington",IND,4866,Indiana,BBC,L,R,44,188,19.7%,17.7%,2.0%,2.7%,2.9%,-0.2%,0.0%,0.2%,-0.2%,0.5%,0.5%,<0.1%,3.2%,2.5%,0.7%
1844,1232240129,A. Madera,Alex Madera,Madera,Alex,SS,University of North Carolina,UNC,730181888,North Carolina,BBC,L,R,61,272,23.5%,19.8%,3.8%,2.9%,3.8%,-0.9%,0.4%,0.4%,-0.0%,0.7%,0.5%,0.2%,4.0%,3.9%,0.1%
1845,1133589199,E. Hammill,Elijha Hammill,Hammill,Elijha,CF,Niagara University,NIAG,730156544,Niagara,BBC,S,R,39,178,12.9%,14.6%,-1.7%,4.5%,3.3%,1.2%,0.6%,0.4%,0.2%,1.1%,0.5%,0.6%,6.2%,3.3%,2.9%
1846,1085403136,R. Kennell,Ryan Kennell,Kennell,Ryan,SS,Gardner Webb University,WEBB,730222592,Gardner Webb,BBC,R,R,52,241,22.0%,20.0%,2.0%,3.7%,2.9%,0.8%,0.4%,0.3%,0.2%,1.2%,0.5%,0.8%,5.4%,3.2%,2.2%
1847,1700198255,C. Walsh,Charlie Walsh,Walsh,Charlie,2B,George Washington University,GW,730249216,George Washington,BBC,R,R,51,204,17.6%,17.1%,0.5%,4.4%,3.2%,1.2%,1.0%,0.3%,0.7%,0.0%,0.5%,-0.5%,5.4%,3.4%,2.0%
