Rank,playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,G,PA,P,SLAA,SL+,FrmRAA,FrmCntRAA,StrkFrmd,BallFrmd
1863,1162540800,T. Turner,Trent Turner,Turner,Trent,SS,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,58,275,978,10.56,108.5%,-1.22,-1.59,12,5
1864,1800137342,J. Kwon,Junhyuk Kwon,Kwon,Junhyuk,2B,University of Nevada,NEV,4784,Nevada,BBC,R,R,41,186,771,10.59,109.0%,-1.25,-1.28,15,8
1865,1257459968,J. Freeman,Jackson Freeman,Freeman,Jackson,RF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,52,231,830,10.60,108.2%,-1.36,-2.04,9,5
1866,1222899968,M. Ali,Marco Ali,Ali,Marco,2B,Seton Hall University,HALL,730272512,Seton Hall,BBC,R,R,53,233,868,10.65,111.1%,-1.27,-1.42,12,4
1867,1825132008,B. Brown,Blaine Brown,Brown,Blaine,TWP,Rice University,RICE,2352,Rice,BBC,L,L,54,235,838,10.71,112.9%,-1.38,-1.47,15,3
1868,1303416064,R. Rogers,Raffaele Rogers,Rogers,Raffaele,3B,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,46,194,754,10.71,110.5%,-1.28,-2.00,18,6
1869,1408531850,S. Grube,Sam Grube,Grube,Sam,2B,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,L,R,50,247,916,10.73,111.9%,-1.38,-0.94,13,5
1870,1126287616,K. Walker,Khalil Walker,Walker,Khalil,CF,University of New Mexico,UNM,730153472,New Mexico,BBC,L,L,53,227,795,10.76,110.5%,-1.39,-1.98,10,3
1871,1304808960,T. Griffith,Tanner Griffith,Griffith,Tanner,CF,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,L,R,61,254,935,10.80,106.6%,-1.39,-1.22,15,6
1872,1282146048,C. Sewell,Cameron Sewell,Sewell,Cameron,2B,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,56,221,856,10.80,109.3%,-1.39,-1.44,17,7
1873,1263499009,N. Leehey,Nick Leehey,Leehey,Nick,2B,UC Davis,UCD,730153984,UC Davis,BBC,R,R,43,175,649,10.85,110.1%,-1.32,-1.19,15,6
1874,1282331648,E. Putnam,Eli Putnam,Putnam,Eli,1B,Davidson College,DAV,730363136,Davidson,BBC,R,R,56,272,934,10.89,110.6%,-1.31,-1.73,11,6
1875,1135888384,T. Howard,Tyler Howard,Howard,Tyler,RF,UC Davis,UCD,730153984,UC Davis,BBC,R,R,46,212,839,10.98,107.6%,-1.30,-1.09,16,8
1876,1017316318,S. Newman,Scott Newman,Newman,Scott,CF,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,L,60,289,1188,11.00,106.5%,-1.33,-1.80,16,5
1877,1162602752,A. Ainsworth,Addison Ainsworth,Ainsworth,Addison,CF,Army West Point,ARMY,4744,Army,BBC,L,R,49,233,879,11.00,108.9%,-1.42,-1.49,20,5
1878,1925267789,C. Kozeal,Cam Kozeal,Kozeal,Cam,1B,University of Arkansas,ARK,3375,Arkansas,BBC,L,R,60,256,946,11.03,110.4%,-1.42,-0.95,10,0
1879,1310334209,J. Salk,Jonas Salk,Salk,Jonas,SS,University of Portland,PORT,730360320,Portland,BBC,R,R,46,207,800,11.06,125.8%,-1.33,-1.78,14,2
1880,1238196480,T. Curless,Tristan Curless,Curless,Tristan,TWP,East Tennessee State University,ETSU,4844,East Tennessee State,BBC,L,L,50,203,817,11.07,108.8%,-1.42,-1.19,7,3
1881,1080156160,C. Hassert,Cameron Hassert,Hassert,Cameron,SS,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,L,R,56,273,998,11.09,106.7%,-1.43,-1.88,10,2
1882,1099971072,P. Fultz,Patrick Fultz,Fultz,Patrick,3B,Wright State University,WRST,5390,Wright State,BBC,L,R,59,290,1133,11.11,112.6%,-1.43,-2.12,14,5
1883,1279685376,D. Cail,Daedrick Cail,Cail,Daedrick,3B,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,46,174,583,11.17,114.0%,-1.31,-0.95,9,2
1884,1327586816,A. Greco,Anthony Greco,Greco,Anthony,1B,College of William & Mary,WM,730232064,William & Mary,BBC,L,R,53,226,845,11.20,110.0%,-1.44,-1.26,10,3
1885,1912854991,D. Longo,Dom Longo,Longo,Dom,3B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,61,282,1002,11.22,107.9%,-1.36,-1.54,12,6
1886,1342170985,C. Nitowitz,Cody Nitowitz,Nitowitz,Cody,LF,University of Portland,PORT,730360320,Portland,BBC,S,R,49,194,824,11.24,117.1%,-1.44,-1.92,10,4
1887,1162316032,M. DiMartini,Michael DiMartini,DiMartini,Michael,CF,University of Dayton,DAY,730194688,Dayton,BBC,R,R,55,275,1003,11.25,114.5%,-1.40,-1.32,15,3
1888,1080116854,J. Lewis,Jordan Lewis,Lewis,Jordan,LF,University of San Francisco,SF,730365696,San Francisco,BBC,R,R,53,227,916,11.29,110.2%,-1.36,-1.42,12,5
1889,1089871104,J. Nati,Jimmy Nati,Nati,Jimmy,2B,Stanford University,STAN,730251264,Stanford,BBC,R,R,52,229,830,11.30,108.8%,-1.35,-1.67,16,4
1890,1136711424,S. Busch,Sam Busch,Busch,Sam,1B,Michigan State University,MSU,1551,Michigan State,BBC,L,L,54,227,914,11.38,108.2%,-1.46,-1.17,13,6
1891,1142594304,H. Thomas,Hunter Thomas,Thomas,Hunter,C,Morehead State University,MORE,730158080,Morehead State,BBC,R,R,53,258,891,11.39,113.1%,-1.39,-2.15,14,3
1892,1342170294,A. Roellig,Austen Roellig,Roellig,Austen,3B,University of Utah,UTAH,730328320,Utah,BBC,R,R,50,230,754,11.45,111.6%,-1.38,-0.73,9,6
1893,1176047872,E. Moomau,Easton Moomau,Moomau,Easton,3B,University of Texas Rio Grande Valley,UTRGV,730192128,UT Rio Grande Valley,BBC,L,R,54,257,994,11.48,120.7%,-1.48,-2.09,9,3
1894,1238221056,T. Ferroggiaro,Thomas Ferroggiaro,Ferroggiaro,Thomas,3B,Santa Clara University,SCU,730297600,Santa Clara,BBC,S,R,39,177,720,11.48,109.3%,-1.46,-1.77,15,7
1895,1187810560,J. Ybarra,Jeter Ybarra,Ybarra,Jeter,1B,University of Michigan,MICH,2290,Michigan,BBC,L,R,56,234,795,11.55,109.4%,-1.49,-1.39,20,6
1896,1207753728,J. Armsey,Jake Armsey,Armsey,Jake,3B,University of South Carolina Upstate,SCUS,730317312,South Carolina Upstate,BBC,R,R,45,196,798,11.57,108.2%,-1.39,-1.51,8,4
1897,1207923712,C. Parcell,Charlie Parcell,Parcell,Charlie,CF,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,L,54,253,924,11.61,109.3%,-1.49,-1.69,10,8
1898,1126847744,K. Irvin,Karson Irvin,Irvin,Karson,CF,Nicholls State University,NICH,730284032,Nicholls State,BBC,L,R,49,219,823,11.68,110.7%,-1.50,-1.93,11,2
1899,1529665535,C. Kosciusko,Cole Kosciusko,Kosciusko,Cole,LF,UC Santa Barbara,UCSB,730364160,UC Santa Barbara,BBC,L,L,50,218,827,11.74,113.1%,-1.51,-1.22,13,3
1900,1332977920,M. O'Shaughnessy,Michael O'Shaughnessy,O'Shaughnessy,Michael,3B,Davidson College,DAV,730363136,Davidson,BBC,L,R,56,274,1025,11.74,111.0%,-1.51,-1.59,19,8
1901,1122512640,B. Calloway,Bryce Calloway,Calloway,Bryce,TWP,University of New Orleans,UNO,5380,New Orleans,BBC,R,R,54,244,958,11.78,112.0%,-1.40,-1.03,15,5
1902,1099810304,W. Peifer,Wyatt Peifer,Peifer,Wyatt,3B,James Madison University,JMU,730340096,James Madison,BBC,S,R,55,239,860,11.80,109.8%,-1.52,-2.15,13,5
1903,1165448448,S. Werchan,Seth Werchan,Werchan,Seth,CF,Virginia Commonwealth University,VCU,730179328,VCU,BBC,L,L,50,207,775,11.82,111.6%,-1.52,-1.45,18,7
1904,1583561964,J. Poturnak,Jakob Poturnak,Poturnak,Jakob,3B,Sacramento State University,SAC,730293760,Sacramento State,BBC,R,R,58,255,882,11.82,112.4%,-1.40,-2.30,9,5
1905,1149141760,C. Smith,Cole Smith,Smith,Cole,2B,Youngstown State University,YSU,730284544,Youngstown State,BBC,L,R,56,250,1057,11.83,114.6%,-1.52,-2.10,16,4
1906,1875765945,N. Toole,Noah Toole,Toole,Noah,2B,Radford University,RAD,730267392,Radford,BBC,S,R,53,208,785,11.85,114.2%,-1.51,-1.77,11,5
1907,1099927808,D. Dillehay,DJ Dillehay,Dillehay,DJ,SS,Brown University,BRWN,730236160,Brown,BBC,R,R,39,168,540,11.85,122.7%,-1.42,-1.53,10,1
1908,1836125891,J. Lee,Jacob Lee,Lee,Jacob,C,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,53,246,968,11.86,110.1%,-1.42,-1.70,13,6
1909,1092978688,Z. Kelly,Zane Kelly,Kelly,Zane,RF,San Diego State University,SDSU,730218496,San Diego State,BBC,L,L,56,228,832,11.89,114.5%,-1.53,-1.26,11,7
1910,1251440384,J. McAlister,Josh McAlister,McAlister,Josh,2B,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,46,200,752,11.90,112.0%,-1.44,-1.00,11,4
1911,1190621440,N. Bach,Nate Bach,Bach,Nate,1B,Utah Valley University,UVU,730263552,Utah Valley,BBC,R,R,57,261,1037,11.94,109.8%,-1.44,-0.85,15,6
1912,1237035776,B. Blandford,Bobby Blandford,Blandford,Bobby,RF,Fresno State,FRES,730384384,Fresno State,BBC,L,L,60,272,1044,12.00,109.9%,-1.54,-2.31,15,5
1913,1292547072,M. Mugan,Michael Mugan,Mugan,Michael,CF,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,R,R,54,265,954,12.02,109.0%,-1.44,-1.74,15,6
1914,1169252608,S. Kane,Sam Kane,Kane,Sam,CF,Seattle University,SEA,4504,Seattle,BBC,R,R,52,234,841,12.04,116.3%,-1.43,-1.24,10,2
1915,1264004096,T. OConnor,Tommy OConnor,OConnor,Tommy,1B,University of Cincinnati,CIN,5465,Cincinnati,BBC,L,L,50,212,896,12.10,107.2%,-1.56,-3.31,17,11
1916,1123957760,C. Combs,Cooper Combs,Combs,Cooper,LF,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,R,R,59,272,1068,12.13,111.5%,-1.46,-0.68,24,10
1917,1192951040,R. Acosta,Riley Acosta,Acosta,Riley,C,UC Davis,UCD,730153984,UC Davis,BBC,R,R,48,194,720,12.13,110.2%,-1.41,-1.50,19,9
1918,1821462699,J. Lausch,Jack Lausch,Lausch,Jack,CF,Northwestern University,NW,730247680,Northwestern,BBC,L,R,44,177,655,12.14,116.2%,-1.56,-1.79,10,2
1919,1162512640,T. Armstrong,Tyce Armstrong,Armstrong,Tyce,RF,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,54,246,957,12.14,108.9%,-1.47,-1.36,16,5
1920,1174787328,T. Splaine,Tommy Splaine,Splaine,Tommy,1B,University of Arizona,ARIZ,232,Arizona,BBC,R,R,62,255,999,12.14,107.6%,-1.45,-1.00,16,7
1921,1962798655,C. Katayama-Stall,Cole Katayama-Stall,Katayama-Stall,Cole,3B,University of Portland,PORT,730360320,Portland,BBC,L,R,49,202,856,12.19,116.5%,-1.57,-1.33,8,2
1922,1237037056,R. Christiansen,Ryan Christiansen,Christiansen,Ryan,RF,Sacramento State University,SAC,730293760,Sacramento State,BBC,L,R,57,249,1014,12.22,112.0%,-1.57,-1.41,16,10
1923,1085400832,M. Whooley,Michael Whooley,Whooley,Michael,3B,Villanova University,VILL,730278400,Villanova,BBC,R,R,50,234,853,12.23,108.5%,-1.44,-0.50,14,5
1924,1330699776,J. Layman,James Layman,Layman,James,3B,Wofford College,WOF,730176512,Wofford,BBC,L,R,49,205,868,12.25,109.4%,-1.58,-2.76,16,11
1925,1565337963,A. Taclas,Aidan Taclas,Taclas,Aidan,RF,Manhattan College,MAN,730363648,Manhattan,BBC,L,R,47,207,665,12.25,132.5%,-1.58,-2.11,13,1
1926,1165892864,C. Titus,Coleson Titus,Titus,Coleson,3B,Army West Point,ARMY,4744,Army,BBC,R,R,50,209,814,12.33,113.6%,-1.46,-1.44,19,8
1927,1198474496,M. Hartman,Max Hartman,Hartman,Max,LF,Washington State University,WSU,4505,Washington State,BBC,L,R,41,194,672,12.34,130.3%,-1.59,-1.98,12,2
1928,1297508864,H. Friese,Hayden Friese,Friese,Hayden,1B,Western Carolina University,WCU,730278144,Western Carolina,BBC,L,R,57,276,1020,12.35,107.7%,-1.59,-1.45,22,6
1929,1187047680,J. Tandy,Jake Tandy,Tandy,Jake,1B,University of the Pacific,PAC,730386944,Pacific,BBC,R,R,52,210,729,12.40,117.3%,-1.47,-1.99,12,4
1930,1210145536,T. Rank,Treyton Rank,Rank,Treyton,1B,Rice University,RICE,2352,Rice,BBC,R,R,53,198,793,12.41,114.2%,-1.48,-1.68,12,4
1931,1275426560,J. Waldon,JT Waldon,Waldon,JT,1B,University of the Pacific,PAC,730386944,Pacific,BBC,L,L,52,208,834,12.46,114.9%,-1.61,-1.53,9,3
1932,1198394112,M. Crossland,Michael Crossland,Crossland,Michael,CF,UC San Diego,UCSD,730348032,UC San Diego,BBC,R,R,50,241,943,12.46,108.5%,-1.47,-0.93,11,4
1933,1075205888,D. Williams,Dixon Williams,Williams,Dixon,2B,East Carolina University,ECU,730270720,East Carolina,BBC,L,R,62,291,1116,12.47,109.1%,-1.61,-1.63,23,8
1934,1162496768,C. Shapiro,Caden Shapiro,Shapiro,Caden,LF,Princeton University,PRIN,730198784,Princeton,BBC,L,L,43,196,789,12.51,108.2%,-1.61,-2.00,16,6
1935,1310396928,B. Truitt,Brantley Truitt,Truitt,Brantley,2B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,R,43,182,711,12.52,110.6%,-1.61,-2.68,14,6
1936,1094749952,T. Keels,Tre Keels,Keels,Tre,CF,Longwood University,LONG,730219264,Longwood,BBC,R,R,51,237,890,12.57,110.8%,-1.48,-1.42,13,3
1937,1342169603,C. Gilkerson,Cam Gilkerson,Gilkerson,Cam,RF,Wright State University,WRST,5390,Wright State,BBC,L,L,58,249,987,12.59,111.0%,-1.62,-1.68,11,3
1938,1336138240,C. Fellows,Cole Fellows,Fellows,Cole,LF,Columbia University,CLMB,730319104,Columbia,BBC,L,R,48,214,767,12.60,113.8%,-1.62,-1.62,13,6
1939,1342167387,C. Bailey,Carter Bailey,Bailey,Carter,SS,Georgia State University,GAST,730239744,Georgia State,BBC,R,R,53,213,852,12.60,108.3%,-1.51,-0.22,13,9
1940,1131318528,H. Moreno,Heladio Moreno,Moreno,Heladio,LF,Lamar University,LAM,730162432,Lamar,BBC,L,L,55,235,831,12.65,113.4%,-1.63,-2.14,13,2
1941,1162511360,C. Krauss,Chayton Krauss,Krauss,Chayton,1B,Dallas Baptist University,DBU,730198016,Dallas Baptist,BBC,R,R,58,263,1034,12.65,109.6%,-1.54,-1.68,12,4
1942,1073850880,J. Perez,Jose Perez,Perez,Jose,SS,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,S,R,48,186,684,12.75,109.0%,-1.63,-2.09,19,12
1943,1227161344,M. Gray,Murf Gray,Gray,Murf,3B,Fresno State,FRES,730384384,Fresno State,BBC,R,R,60,279,985,12.78,110.4%,-1.52,-1.15,14,4
1944,1032474289,J. Wall,Jonny Wall,Wall,Jonny,1B,George Mason University,GMU,730265088,George Mason,BBC,R,R,57,238,785,12.86,113.4%,-1.57,-1.59,13,2
1945,1084687616,B. Cyr,Blake Cyr,Cyr,Blake,LF,University of Florida,FLA,730168320,Florida,BBC,R,R,59,242,897,12.96,111.3%,-1.52,-1.57,11,6
1946,1154033664,J. Jackson,Jake Jackson,Jackson,Jake,CF,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,58,238,866,12.99,116.0%,-1.55,-1.31,18,9
1947,1300572628,C. Suto,Cam Suto,Suto,Cam,1B,Kennesaw State University,KENN,730197504,Kennesaw State,BBC,R,L,58,249,934,13.04,111.0%,-1.57,-1.81,16,6
1948,1070340091,H. Gomric,Hank Gomric,Gomric,Hank,LF,Saint Louis University,SLU,2291,St. Louis,BBC,L,L,57,232,802,13.10,120.5%,-1.69,-1.16,7,0
1949,1075201536,C. Smith,Christian Smith,Smith,Christian,LF,High Point University,HP,730321152,High Point,BBC,L,L,58,252,1069,13.18,109.5%,-1.70,-0.63,12,8
1950,1549740470,N. Book,Nolan Book,Book,Nolan,SS,Mount St. Mary's University,MSM,730291712,Mount St. Mary's,BBC,R,R,50,218,677,13.19,122.8%,-1.57,-2.01,13,1
1951,1323961088,A. Soldra,AJ Soldra,Soldra,AJ,CF,Seton Hall University,HALL,730272512,Seton Hall,BBC,L,L,54,259,1017,13.21,116.8%,-1.70,-1.76,14,2
1952,1556013354,D. Willis,Dawson Willis,Willis,Dawson,3B,University of Oklahoma,OKLA,730294528,Oklahoma,BBC,R,R,60,239,971,13.22,108.9%,-1.58,-1.52,12,5
1953,1099893760,I. Lane,Isaiah Lane,Lane,Isaiah,SS,University of San Diego,USD,5320,San Diego,BBC,R,R,52,245,1015,13.33,107.1%,-1.59,-1.65,16,14
1954,1153438464,J. Kernodle,Jake Kernodle,Kernodle,Jake,1B,Princeton University,PRIN,730198784,Princeton,BBC,R,R,33,147,551,13.34,113.4%,-1.61,-1.74,21,8
1955,1186793728,A. Perez,Aaron Perez,Perez,Aaron,1B,Utah Tech University,UTU,730318592,Utah Tech,BBC,L,L,53,218,822,13.45,117.1%,-1.73,-1.41,9,0
1956,1099815424,J. Gurevitch,Jack Gurevitch,Gurevitch,Jack,1B,University of San Diego,USD,5320,San Diego,BBC,L,R,56,277,1050,13.54,112.7%,-1.66,-2.05,18,2
1957,1458273149,C. Slack,Clayton Slack,Slack,Clayton,SS,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,56,243,841,13.58,118.0%,-1.60,-2.39,17,7
1958,1169397760,B. Ham,Billy Ham,Ham,Billy,1B,University of Nevada,NEV,4784,Nevada,BBC,L,R,54,236,881,13.62,109.4%,-1.76,-1.61,13,4
1959,1162536192,B. Anderson,Brandon Anderson,Anderson,Brandon,3B,Purdue University,PUR,730353152,Purdue,BBC,L,R,53,250,942,13.63,111.0%,-1.75,-1.34,16,6
1960,1279541248,B. Martin,Brayden Martin,Martin,Brayden,2B,University of Maryland-College Park,MD,730172928,Maryland,BBC,L,R,56,279,1161,13.66,105.3%,-1.76,-2.87,25,9
1961,1174781440,C. Koniarsky,Cole Koniarsky,Koniarsky,Cole,RF,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,238,897,13.71,110.9%,-1.63,-1.85,11,8
1962,1136410112,Z. Toglia,Zach Toglia,Toglia,Zach,3B,University of Portland,PORT,730360320,Portland,BBC,R,R,51,228,880,13.91,128.9%,-1.64,-0.74,12,3
1963,1214696192,B. Fluharty,Billy Fluharty,Fluharty,Billy,CF,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,195,721,14.01,112.9%,-1.67,-2.09,15,5
1964,1185724160,C. Riley,Chandler Riley,Riley,Chandler,2B,UNC Charlotte,CHAR,730214400,Charlotte,BBC,L,R,55,245,900,14.07,109.3%,-1.81,-2.80,12,4
1965,1341241344,C. Sahler,Cian Sahler,Sahler,Cian,CF,Fordham University,FOR,730324992,Fordham,BBC,L,L,45,193,659,14.07,116.4%,-1.81,-1.29,14,4
1966,1342169301,C. Sheff,Cooper Sheff,Sheff,Cooper,3B,UNLV,UNLV,730161664,UNLV,BBC,R,R,53,224,904,14.10,109.2%,-1.67,-1.45,12,6
1967,1162227968,G. Gregory,Gus Gregory,Gregory,Gus,CF,Wright State University,WRST,5390,Wright State,BBC,L,R,45,192,750,14.16,112.9%,-1.82,-1.90,14,5
1968,1085543680,B. Niednagel,Ben Niednagel,Niednagel,Ben,SS,Air Force Academy,AFA,730205440,Air Force,BBC,L,R,51,198,753,14.19,118.2%,-1.83,-1.91,14,5
1969,1680543305,P. Wight,Parker Wight,Wight,Parker,1B,UNC Greensboro,UNCG,730238720,UNC Greensboro,BBC,L,R,53,238,945,14.20,110.3%,-1.82,-2.12,19,8
1970,1268368896,R. Pierce,Ryan Pierce,Pierce,Ryan,3B,Saint Mary's College (CA),SMC,730288896,Saint Mary's,BBC,R,R,61,275,1005,14.24,116.8%,-1.71,-1.63,19,7
1971,1324040960,C. ONeal,Connor ONeal,ONeal,Connor,C,Southeastern Louisiana University,SELA,730209280,Southeastern Louisiana,BBC,L,R,52,231,966,14.25,110.7%,-1.83,-1.72,11,6
1972,1152952832,D. Zirwas,Devan Zirwas,Zirwas,Devan,1B,Eastern Michigan University,EMU,5385,Eastern Michigan,BBC,L,L,51,243,970,14.27,111.9%,-1.84,-1.98,14,1
1973,1463705968,A. Becker,Andrew Becker,Becker,Andrew,LF,Cal State-Northridge,CSN,730380032,CSU Northridge,BBC,L,L,46,204,739,14.33,115.6%,-1.84,-1.52,9,1
1974,1119242496,J. Whitlinger,Jake Whitlinger,Whitlinger,Jake,CF,Lehigh University,LEH,730333184,Lehigh,BBC,R,R,48,221,786,14.36,113.1%,-1.69,-1.57,15,9
1975,1330772992,D. Joyce,Dylan Joyce,Joyce,Dylan,1B,Santa Clara University,SCU,730297600,Santa Clara,BBC,R,R,50,222,849,14.45,121.4%,-1.73,-1.53,17,2
1976,1356952261,E. Esquivel,Eddison Esquivel,Esquivel,Eddison,P,University of San Francisco,SF,730365696,San Francisco,BBC,L,L,47,182,654,14.50,126.6%,-1.87,-2.37,14,3
1977,1885806529,C. Kitchens,Cole Kitchens,Kitchens,Cole,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,53,244,852,14.57,122.6%,-1.73,-1.72,20,7
1978,1191505152,J. Cotrone,Jack Cotrone,Cotrone,Jack,SS,Davidson College,DAV,730363136,Davidson,BBC,R,R,54,239,933,14.57,114.5%,-1.71,-2.13,16,5
1979,1218024704,J. Collins,Jack Collins,Collins,Jack,C,Cal Poly,CP,5487,Cal Poly,BBC,R,R,62,281,1148,14.60,107.7%,-1.74,-1.51,22,11
1980,1257331968,L. Leto,Luke Leto,Leto,Luke,CF,University of Toledo,TOL,5388,Toledo,BBC,L,R,60,245,932,14.71,113.7%,-1.89,-2.51,14,2
1981,1115512064,J. Quinlan,John Quinlan,Quinlan,John,LF,Cornell University,COR,730298624,Cornell,BBC,S,R,34,156,629,14.71,114.0%,-1.90,-1.26,13,1
1982,1385713296,W. Cowan,Will Cowan,Cowan,Will,RF,St. John's University (NY),SJU,4285,St. John's,BBC,R,R,49,210,820,14.72,113.5%,-1.74,-1.71,16,7
1983,1770120373,T. Marsh,Tatum Marsh,Marsh,Tatum,LF,Stanford University,STAN,730251264,Stanford,BBC,R,R,50,212,801,14.75,110.6%,-1.76,-1.79,17,6
1984,1006020866,A. Phillips,Austin Phillips,Phillips,Austin,SS,University of Texas-Arlington,UTA,5324,UT Arlington,BBC,R,R,48,193,707,14.94,118.9%,-1.77,-2.08,13,2
1985,1207825152,C. Jennings,Collin Jennings,Jennings,Collin,RF,University of Illinois,ILL,730163456,Illinois,BBC,L,R,48,194,788,14.99,111.3%,-1.93,-2.35,15,5
1986,1061039381,J. Souders,Jake Souders,Souders,Jake,RF,Samford University,SAM,730386432,Samford,BBC,R,R,57,253,935,14.99,114.7%,-1.79,-1.70,17,3
1987,1094691072,J. Spyke,Jack Spyke,Spyke,Jack,C,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,53,226,949,15.00,109.0%,-1.78,-1.14,14,4
1988,1436931203,K. Coakley,Kannon Coakley,Coakley,Kannon,1B,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,46,189,722,15.04,127.4%,-1.78,-1.81,20,4
1989,1097597440,J. Harris,Jackson Harris,Harris,Jackson,1B,Samford University,SAM,730386432,Samford,BBC,L,L,54,244,795,15.04,114.5%,-1.94,-0.83,13,3
1990,1164722176,B. West,Brylan West,West,Brylan,1B,Florida International University,FIU,4468,Florida International,BBC,R,R,56,266,913,15.08,111.0%,-1.78,-2.10,13,8
1991,1342168678,A. Howard,Aden Howard,Howard,Aden,CF,University of San Diego,USD,5320,San Diego,BBC,S,R,56,234,854,15.09,112.4%,-1.93,-2.28,10,6
1992,1648612133,N. Noonan,Nevan Noonan,Noonan,Nevan,1B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,59,266,981,15.12,110.7%,-1.77,-1.04,14,7
1993,1238203392,J. Hernandez,Jaylen Hernandez,Hernandez,Jaylen,LF,Winthrop University,WIN,730294784,Winthrop,BBC,L,R,60,294,1113,15.16,107.2%,-1.95,-0.73,16,15
1994,1310452224,J. Haggard,Jake Haggard,Haggard,Jake,3B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,R,R,47,173,648,15.17,120.8%,-1.81,-1.47,14,2
1995,1083259648,B. Ankeney,Beau Ankeney,Ankeney,Beau,1B,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,57,274,1054,15.18,111.1%,-1.83,-2.24,15,8
1996,1524243954,A. Williamson,Ace Williamson,Williamson,Ace,CF,Jacksonville State University,JVST,730225408,Jacksonville State,BBC,L,R,60,254,1043,15.24,110.7%,-1.96,-0.90,9,4
1997,1226350592,M. Artzberger,Michelle Artzberger,Artzberger,Michelle,1B,University of Louisiana at Monroe,ULM,730362880,UL Monroe,BBC,L,L,55,225,831,15.25,114.2%,-1.96,-1.88,17,4
1998,1717911281,D. Arambula,Daniel Arambula,Arambula,Daniel,3B,San Diego State University,SDSU,730218496,San Diego State,BBC,R,R,59,254,979,15.26,111.1%,-1.83,-2.39,21,3
1999,1294172160,B. Kender,Billy Kender,Kender,Billy,2B,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,45,202,829,15.47,109.0%,-1.83,-2.14,10,5
2000,1268336640,B. Cannon,Bryce Cannon,Cannon,Bryce,1B,Southeast Missouri State University,SEMO,730168576,Southeast Missouri State,BBC,L,L,55,259,961,15.47,112.4%,-1.99,-1.70,15,5
2001,1361665055,E. Espinal,Edian Espinal,Espinal,Edian,2B,University of Central Florida,UCF,730256640,Central Florida,BBC,S,R,51,224,824,15.57,112.8%,-2.00,-2.79,12,5
2002,1085408256,A. Manning,Andrew Manning,Manning,Andrew,RF,U.S. Naval Academy,NAVY,508,Navy,BBC,L,R,50,206,780,15.59,114.1%,-2.01,-2.08,13,2
2003,1300201985,M. Holton,Mason Holton,Holton,Mason,TWP,Western Carolina University,WCU,730278144,Western Carolina,BBC,R,R,56,267,1032,15.62,109.1%,-1.84,-1.97,17,9
2004,1195475456,T. Howard,Tyler Howard,Howard,Tyler,C,University of Portland,PORT,730360320,Portland,BBC,R,R,39,187,734,15.62,125.9%,-1.86,-2.54,15,1
2005,1031592629,E. Wilson,Ethan Wilson,Wilson,Ethan,CF,Winthrop University,WIN,730294784,Winthrop,BBC,R,R,58,258,992,15.63,111.5%,-1.89,-2.18,18,10
2006,1205967539,M. Tufts,Mac Tufts,Tufts,Mac,SS,Longwood University,LONG,730219264,Longwood,BBC,R,R,48,196,761,15.66,111.1%,-1.85,-2.05,10,4
2007,1200150823,N. Flores,Nick Flores,Flores,Nick,2B,Virginia Commonwealth University,VCU,730179328,VCU,BBC,R,R,52,233,812,15.72,113.2%,-1.86,-1.57,22,7
2008,1162579200,J. Livingston,Josh Livingston,Livingston,Josh,2B,Wichita State University,WICH,730203904,Wichita State,BBC,L,R,56,258,1047,15.78,111.4%,-2.03,-3.02,18,7
